Cell_name	Zvalue	Color	Cluster	ETV5	ICAM1
MGH54_P7_F01	NA	black	0	6.5535	0
MGH54_P7_F02	NA	black	0	0	0
MGH54_P7_F03	NA	black	0	0	0
MGH54_P7_F04	NA	black	0	0	0
MGH54_P7_F05	NA	black	0	0	0
MGH54_P7_F06	NA	black	0	0	0
MGH54_P7_F08	NA	black	0	6.943	0
MGH54_P7_F10	NA	black	0	4.8501	0
MGH54_P7_F11	NA	black	0	0	0
MGH54_P7_G01	NA	black	0	0	0
MGH54_P7_G02	NA	black	0	1.4415	0
MGH54_P7_G03	NA	black	0	2.4343	0
MGH54_P7_G04	NA	black	0	3.3714	0
MGH54_P7_G06	NA	black	0	0.48027	0
MGH54_P7_G07	NA	black	0	4.4296	0
MGH54_P7_G08	NA	black	0	0	0
MGH54_P7_G09	NA	black	0	0	0
MGH54_P7_G10	NA	black	0	0	0
MGH54_P7_G11	NA	black	0	0	0.24123
MGH54_P7_H01	NA	black	0	0	0.27381
MGH54_P7_H02	NA	black	0	0	0
MGH54_P7_H04	NA	black	0	5.3694	0
MGH54_P7_H05	NA	black	0	0	0.24245
MGH54_P7_H09	NA	black	0	0	0.34028
MGH54_P7_H10	NA	black	0	0	0
MGH54_P8_A01	-0.460326247108	red	1	6.1324	0.28688
MGH54_P8_A06	NA	black	0	0	0.4049
MGH54_P8_A07	-0.443914783825	red	1	5.0379	0.19409
MGH54_P8_A09	NA	black	0	0	0
MGH54_P8_A10	NA	black	0	0	0
MGH54_P8_A11	NA	black	0	0	0
MGH54_P8_A12	NA	black	0	0	0
MGH54_P8_B01	NA	black	0	6.1078	0
MGH54_P8_B02	-0.201405094555	red	1	5.3426	0.53306
MGH54_P8_B04	NA	black	0	0	0
MGH54_P8_B08	NA	black	0	0	0
MGH54_P8_B09	NA	black	0	0	0.15834
MGH54_P8_B12	-0.112537190859	red	1	3.3907	0.11237
MGH54_P8_C02	NA	black	0	5.7022	0
MGH54_P8_C04	NA	black	0	0	0
MGH54_P8_C06	NA	black	0	0	0
MGH54_P8_C07	NA	black	0	0	0
MGH54_P8_C09	NA	black	0	0	0
MGH54_P8_C12	NA	black	0	0	0
MGH54_P8_D01	NA	black	0	0	0
MGH54_P8_D03	NA	black	0	0	0
MGH54_P8_D04	NA	black	0	0	0
MGH54_P8_D05	NA	black	0	0	0
MGH54_P8_D06	NA	black	0	0	0
MGH54_P8_D07	NA	black	0	4.528	0
MGH54_P8_D08	NA	black	0	0	0.24853
MGH54_P8_D10	0.515819454573	red	1	1.2875	0.33457
MGH54_P8_D11	NA	black	0	5.9686	0
MGH54_P8_D12	NA	black	0	0.66993	0
MGH54_P8_E01	-0.284920142357	red	1	4.8522	0.39287
MGH54_P8_E04	NA	black	0	3.3098	0
MGH54_P8_E05	NA	black	0	4.4404	0
MGH54_P8_E07	NA	black	0	0	0
MGH54_P8_E08	NA	black	0	0	0.082703
MGH54_P8_E10	NA	black	0	0.53903	0
MGH54_P8_F01	NA	black	0	0	0
MGH54_P8_F02	NA	black	0	0	0.33113
MGH54_P8_F04	NA	black	0	6.5149	0
MGH54_P8_F05	NA	black	0	0	0
MGH54_P8_F06	NA	black	0	0	0.16736
MGH54_P8_F08	-0.618807816637	red	1	6.1186	0.14405
MGH54_P8_F09	NA	black	0	0	0
MGH54_P8_F10	NA	black	0	0	0
MGH54_P8_F11	NA	black	0	6.2613	0
MGH54_P8_F12	-0.477842279693	red	1	4.9786	0.13225
MGH54_P8_G01	NA	black	0	0	0
MGH54_P8_G03	NA	black	0	3.7614	0
MGH54_P8_G04	NA	black	0	3.7681	0
MGH54_P8_G05	NA	black	0	0	0
MGH54_P8_G06	NA	black	0	0	0
MGH54_P8_G07	NA	black	0	0	0.15316
MGH54_P8_G08	NA	black	0	0	0
MGH54_P8_G09	NA	black	0	0	0
MGH54_P8_G10	NA	black	0	0	0
MGH54_P8_G11	NA	black	0	0	0
MGH54_P8_G12	NA	black	0	0	0
MGH54_P8_H01	-0.455840592246	red	1	5.7478	0.27143
MGH54_P8_H03	NA	black	0	0	0
MGH54_P8_H04	0.00912643846092	red	1	2.9679	0.33342
MGH54_P8_H06	NA	black	0	0	0.21537
MGH54_P8_H07	NA	black	0	0	0.2762
MGH54_P8_H08	-0.512538891724	red	1	5.2171	0.13881
MGH54_P8_H10	-0.368686601371	red	1	5.0233	0.29631
MGH54_P8_H12	NA	black	0	0	0
MGH54_P10_A01	NA	black	0	0	0
MGH54_P10_A02	NA	black	0	0	0
MGH54_P10_A03	NA	black	0	0	0
MGH54_P10_A04	-0.429450987328	red	1	5.3029	0.25701
MGH54_P10_A05	NA	black	0	0	0.45943
MGH54_P10_A06	NA	black	0	3.1275	0
MGH54_P10_A07	NA	black	0	0	0
MGH54_P10_A09	NA	black	0	2.9228	0
MGH54_P10_A10	-0.282077021481	red	1	4.1904	0.22033
MGH54_P10_A11	-0.0136302096254	red	1	3.0628	0.3173
MGH54_P10_A12	NA	black	0	1.7732	0
MGH54_P10_B01	NA	black	0	0	0.29748
MGH54_P10_B02	NA	black	0	0	0
MGH54_P10_B03	NA	black	0	5.3086	0
MGH54_P10_B05	NA	black	0	0	0.27501
MGH54_P10_B06	0.385155253299	red	1	1.6121	0.36737
MGH54_P10_B07	NA	black	0	0	0
MGH54_P10_B08	NA	black	0	0	0
MGH54_P10_B09	NA	black	0	0	0
MGH54_P10_B10	NA	black	0	0	0
MGH54_P10_B11	0.455779080301	red	1	0.74846	0.64893
MGH54_P10_B12	NA	black	0	0	0.2228
MGH54_P10_C01	NA	black	0	0	0
MGH54_P10_C02	NA	black	0	2.4714	0
MGH54_P10_C03	NA	black	0	4.0997	0
MGH54_P10_C04	NA	black	0	0	0.29866
MGH54_P10_C05	NA	black	0	0	0.26903
MGH54_P10_C07	NA	black	0	0	0
MGH54_P10_C08	NA	black	0	5.3188	0
MGH54_P10_C09	NA	black	0	0.16864	0
MGH54_P10_C10	NA	black	0	4.7491	0
MGH54_P10_C11	NA	black	0	0	0.301
MGH54_P10_C12	-0.0683740586373	red	1	3.6207	0.64155
MGH54_P10_D01	NA	black	0	0	0
MGH54_P10_D02	NA	black	0	0	0
MGH54_P10_D03	NA	black	0	0	0
MGH54_P10_D04	NA	black	0	0	0
MGH54_P10_D05	-0.573787988896	red	1	5.0766	0.0229
MGH54_P10_D06	NA	black	0	4.1792	0
MGH54_P10_D07	NA	black	0	5.122	0
MGH54_P10_D09	NA	black	0	6.3272	0
MGH54_P10_D10	NA	black	0	0	0.42008
MGH54_P10_D11	NA	black	0	0	0
MGH54_P10_D12	NA	black	0	4.6338	0
MGH54_P10_E01	NA	black	0	0	0
MGH54_P10_E02	NA	black	0	0	0.24732
MGH54_P10_E03	NA	black	0	0	0.24732
MGH54_P10_E04	NA	black	0	0	0.35276
MGH54_P10_E05	NA	black	0	0	0
MGH54_P10_E06	NA	black	0	5.2264	0
MGH54_P10_E07	NA	black	0	4.6952	0
MGH54_P10_E08	NA	black	0	4.1364	0
MGH54_P10_E09	NA	black	0	3.4603	0
MGH54_P10_E10	NA	black	0	0	0
MGH54_P10_E11	NA	black	0	5.0468	0
MGH54_P10_E12	NA	black	0	0	0.22651
MGH54_P10_F01	NA	black	0	0	0
MGH54_P10_F02	NA	black	0	5.6455	0
MGH54_P10_F03	NA	black	0	0	0
MGH54_P10_F04	-0.28688053853	red	1	4.7743	0.37851
MGH54_P10_F05	NA	black	0	4.0098	0
MGH54_P10_F06	NA	black	0	4.7049	0
MGH54_P10_F08	NA	black	0	0	0
MGH54_P10_F09	NA	black	0	5.6295	0
MGH54_P10_F10	NA	black	0	5.4989	0
MGH54_P10_F11	NA	black	0	4.6686	0
MGH54_P10_F12	NA	black	0	0	0.45101
MGH54_P10_G01	NA	black	0	0	0.43936
MGH54_P10_G02	NA	black	0	0	0.33113
MGH54_P10_G03	NA	black	0	3.5374	0
MGH54_P10_G05	NA	black	0	4.1577	0
MGH54_P10_G06	0.24577814803	red	1	2.1557	0.2857
MGH54_P10_G07	NA	black	0	0	0
MGH54_P10_G09	NA	black	0	0	0
MGH54_P10_G10	NA	black	0	4.3834	0
MGH54_P10_G11	NA	black	0	5.0423	0
MGH54_P10_G12	-0.0698111544705	red	1	3.5996	0.62667
MGH54_P10_H02	NA	black	0	3.6118	0
MGH54_P10_H03	NA	black	0	3.9471	0
MGH54_P10_H04	NA	black	0	0	0
MGH54_P10_H05	NA	black	0	2.0079	0
MGH54_P10_H06	-0.0835723335162	red	1	4.4823	0.69866
MGH54_P10_H07	NA	black	0	0	0.77653
MGH54_P10_H08	NA	black	0	0	0
MGH54_P10_H09	NA	black	0	0	0.38184
MGH54_P10_H10	NA	black	0	0	0.31846
MGH54_P10_H11	NA	black	0	0	0
MGH54_P10_H12	NA	black	0	0	0
MGH54_P11_A01	NA	black	0	0	0
MGH54_P11_A02	NA	black	0	0	0
MGH54_P11_A03	NA	black	0	3.4521	0
MGH54_P11_A04	NA	black	0	4.4707	0
MGH54_P11_A05	NA	black	0	0	0
MGH54_P11_A06	NA	black	0	3.5862	0
MGH54_P11_A08	0.168293845072	red	1	2.2175	0.47405
MGH54_P11_A09	NA	black	0	0	0
MGH54_P11_A10	NA	black	0	3.986	0
MGH54_P11_A11	NA	black	0	4.1998	0
MGH54_P11_A12	NA	black	0	3.9027	0
MGH54_P11_B01	NA	black	0	0	0
MGH54_P11_B02	NA	black	0	0	0
MGH54_P11_B03	NA	black	0	0	0
MGH54_P11_B04	NA	black	0	0	0
MGH54_P11_B05	NA	black	0	0	0.36625
MGH54_P11_B06	NA	black	0	4.6832	0
MGH54_P11_B08	NA	black	0	4.6063	0
MGH54_P11_B09	NA	black	0	3.5584	0
MGH54_P11_B10	NA	black	0	0	0
MGH54_P11_B11	NA	black	0	0	0
MGH54_P11_B12	NA	black	0	0	0
MGH54_P11_C01	NA	black	0	0	0
MGH54_P11_C02	NA	black	0	3.8433	0
MGH54_P11_C03	-0.358772633152	red	1	5.5223	0.35952
MGH54_P11_C04	NA	black	0	1.1237	0
MGH54_P11_C05	0.0104247574321	red	1	2.9362	0.48852
MGH54_P11_C06	NA	black	0	0	0.33685
MGH54_P11_C07	NA	black	0	4.4453	0
MGH54_P11_C08	NA	black	0	2.9609	0
MGH54_P11_C09	NA	black	0	0	0
MGH54_P11_C10	NA	black	0	4.2237	0
MGH54_P11_C12	NA	black	0	0.79992	0
MGH54_P11_D01	NA	black	0	2.4163	0
MGH54_P11_D02	NA	black	0	0	0
MGH54_P11_D03	NA	black	0	5.3217	0
MGH54_P11_D04	NA	black	0	0	0
MGH54_P11_D05	NA	black	0	4.8662	0
MGH54_P11_D06	NA	black	0	1.8864	0
MGH54_P11_D07	NA	black	0	0	0.27381
MGH54_P11_D08	NA	black	0	4.8929	0
MGH54_P11_D09	NA	black	0	4.8019	0
MGH54_P11_D10	NA	black	0	0	0
MGH54_P11_D11	-0.271095986889	red	1	4.1624	0.23389
MGH54_P11_D12	NA	black	0	1.7403	0
MGH54_P11_E01	NA	black	0	4.6047	0
MGH54_P11_E02	NA	black	0	2.5931	0
MGH54_P11_E03	NA	black	0	3.2356	0
MGH54_P11_E04	NA	black	0	2.6199	0
MGH54_P11_E05	NA	black	0	0	0
MGH54_P11_E06	NA	black	0	0	0
MGH54_P11_E07	NA	black	0	0	0
MGH54_P11_E08	NA	black	0	0	0
MGH54_P11_E09	NA	black	0	0	0
MGH54_P11_E10	NA	black	0	6.1006	0
MGH54_P11_E11	NA	black	0	0	0
MGH54_P11_E12	NA	black	0	0	0
MGH54_P11_F01	NA	black	0	2.0093	0
MGH54_P11_F02	NA	black	0	2.7809	0
MGH54_P11_F03	-0.212133118849	red	1	4.2785	0.41576
MGH54_P11_F04	NA	black	0	4.1572	0
MGH54_P11_F05	NA	black	0	1.1744	0
MGH54_P11_F06	NA	black	0	0	0
MGH54_P11_F07	0.399357243816	red	1	1.6485	0.3173
MGH54_P11_F08	-0.163209446818	red	1	3.6992	0.2762
MGH54_P11_F09	NA	black	0	5.1093	0
MGH54_P11_F10	NA	black	0	0	0.37518
MGH54_P11_F11	NA	black	0	0	0
MGH54_P11_F12	NA	black	0	6.1295	0
MGH54_P11_G01	NA	black	0	1.3386	0
MGH54_P11_G02	NA	black	0	4.9684	0
MGH54_P11_G03	NA	black	0	0	0
MGH54_P11_G04	NA	black	0	0	0
MGH54_P11_G05	NA	black	0	5.4709	0
MGH54_P11_G06	NA	black	0	0	0
MGH54_P11_G07	NA	black	0	0	0
MGH54_P11_G08	NA	black	0	5.3867	0
MGH54_P11_G09	NA	black	0	1.0888	0
MGH54_P11_G10	-0.242488340742	red	1	4.1105	0.28214
MGH54_P11_G11	NA	black	0	0	0
MGH54_P11_G12	NA	black	0	0	0
MGH54_P11_H01	NA	black	0	5.3988	0
MGH54_P11_H02	NA	black	0	1.6257	0
MGH54_P11_H03	NA	black	0	0	0
MGH54_P11_H04	NA	black	0	4.4572	0
MGH54_P11_H05	NA	black	0	0.49057	0
MGH54_P11_H06	NA	black	0	0	0
MGH54_P11_H07	NA	black	0	0	0
MGH54_P11_H08	NA	black	0	0	0
MGH54_P11_H09	NA	black	0	6.0011	0
MGH54_P11_H10	NA	black	0	5.7701	0
MGH54_P11_H11	-0.572557284055	red	1	5.866	0.16479
MGH54_P11_H12	0.811598897229	green3	2	0.90535	0.14274
MGH54_P12_A01	NA	black	0	4.1632	0
MGH54_P12_A02	NA	black	0	0	0
MGH54_P12_A03	NA	black	0	0	0
MGH54_P12_A04	NA	black	0	3.7341	0
MGH54_P12_A05	NA	black	0	0.94785	0
MGH54_P12_A06	NA	black	0	2.0851	0
MGH54_P12_A07	NA	black	0	0	0
MGH54_P12_A08	NA	black	0	4.4595	0
MGH54_P12_A09	0.00174244011691	red	1	2.9975	0.34255
MGH54_P12_A10	NA	black	0	0	0.38847
MGH54_P12_A11	NA	black	0	3.7716	0
MGH54_P12_B01	NA	black	0	1.9782	0
MGH54_P12_B02	-0.256221280535	red	1	5.1965	0.46258
MGH54_P12_B03	-0.181947194209	red	1	4.1746	0.45733
MGH54_P12_B04	NA	black	0	0	0
MGH54_P12_B05	NA	black	0	1.4093	0
MGH54_P12_B06	NA	black	0	3.0723	0
MGH54_P12_B07	NA	black	0	3.9294	0
MGH54_P12_B08	NA	black	0	0	0
MGH54_P12_B09	NA	black	0	4.5575	0
MGH54_P12_B10	NA	black	0	0	0.41251
MGH54_P12_B11	-0.180737747107	red	1	3.6955	0.19535
MGH54_P12_C01	NA	black	0	5.3431	0
MGH54_P12_C02	NA	black	0	1.8082	0
MGH54_P12_C03	NA	black	0	3.342	0
MGH54_P12_C04	NA	black	0	0	0
MGH54_P12_C05	NA	black	0	0	0
MGH54_P12_C06	NA	black	0	2.8502	0
MGH54_P12_C07	NA	black	0	0	0
MGH54_P12_C08	NA	black	0	2.5692	0
MGH54_P12_C09	NA	black	0	0	0
MGH54_P12_C11	NA	black	0	0	0.42438
MGH54_P12_C12	NA	black	0	3.2656	0
MGH54_P12_D01	NA	black	0	0	0
MGH54_P12_D02	NA	black	0	0	0
MGH54_P12_D04	NA	black	0	2.0233	0
MGH54_P12_D05	NA	black	0	0	0
MGH54_P12_D06	NA	black	0	0	0
MGH54_P12_D07	NA	black	0	0	0
MGH54_P12_D08	0.0697058399871	red	1	2.6576	0.45943
MGH54_P12_D09	NA	black	0	0	0.11237
MGH54_P12_D10	NA	black	0	0	0
MGH54_P12_D11	NA	black	0	0	0.18903
MGH54_P12_D12	NA	black	0	0	0
MGH54_P12_E01	NA	black	0	1.7207	0
MGH54_P12_E02	NA	black	0	0	0.3471
MGH54_P12_E03	-0.30810747213	red	1	5.0265	0.38073
MGH54_P12_E04	NA	black	0	1.884	0
MGH54_P12_E05	NA	black	0	0	0
MGH54_P12_E06	NA	black	0	4.4824	0
MGH54_P12_E07	NA	black	0	0	0
MGH54_P12_E08	NA	black	0	3.946	0
MGH54_P12_E09	NA	black	0	0	0
MGH54_P12_E10	-0.588403429939	red	1	6.4561	0.1903
MGH54_P12_E11	NA	black	0	4.5694	0
MGH54_P12_E12	NA	black	0	0	0
MGH54_P12_F01	NA	black	0	0	0
MGH54_P12_F02	NA	black	0	0	0
MGH54_P12_F03	NA	black	0	0	0
MGH54_P12_F04	NA	black	0	0	0
MGH54_P12_F05	-0.50271575682	red	1	2.2412	5.6567
MGH54_P12_F06	NA	black	0	3.8667	0
MGH54_P12_F07	NA	black	0	4.3595	0
MGH54_P12_F08	NA	black	0	0	0
MGH54_P12_F09	NA	black	0	4.035	0
MGH54_P12_F10	NA	black	0	0	0
MGH54_P12_F11	-0.385894791437	red	1	4.7637	0.21785
MGH54_P12_F12	NA	black	0	0	0
MGH54_P12_G01	NA	black	0	3.103	0
MGH54_P12_G02	NA	black	0	4.0256	0
MGH54_P12_G03	NA	black	0	0	0
MGH54_P12_G04	NA	black	0	0	0
MGH54_P12_G05	NA	black	0	4.5788	0
MGH54_P12_G06	NA	black	0	4.7422	0
MGH54_P12_G07	NA	black	0	4.5162	0
MGH54_P12_G08	NA	black	0	5.8253	0
MGH54_P12_G09	NA	black	0	4.4816	0
MGH54_P12_G10	-0.280894029896	red	1	4.0819	0.1635
MGH54_P12_G11	NA	black	0	0	0
MGH54_P12_H01	NA	black	0	0	0
MGH54_P12_H02	NA	black	0	0	0
MGH54_P12_H03	NA	black	0	0	0
MGH54_P12_H04	NA	black	0	0	0
MGH54_P12_H05	-0.149104579332	red	1	3.9875	0.48749
MGH54_P12_H06	NA	black	0	0	0
MGH54_P12_H07	NA	black	0	2.5231	0
MGH54_P12_H09	NA	black	0	4.7389	0
MGH54_P12_H10	NA	black	0	0	0
MGH54_P12_H11	NA	black	0	0	0
MGH54_P9_A01	NA	black	0	0	0.36289
MGH54_P9_A02	-0.102039468771	red	1	6.3644	0.58688
MGH54_P9_A03	NA	black	0	5.6321	0
MGH54_P9_A04	NA	black	0	4.6568	0
MGH54_P9_A05	NA	black	0	0	0
MGH54_P9_A06	NA	black	0	2.3285	0
MGH54_P9_A07	NA	black	0	0	0
MGH54_P9_A08	NA	black	0	4.1842	0
MGH54_P9_A09	NA	black	0	4.3587	0
MGH54_P9_A10	NA	black	0	3.1546	0
MGH54_P9_A11	NA	black	0	0	0
MGH54_P9_A12	NA	black	0	4.8782	0
MGH54_P9_B01	-0.302529293464	red	1	4.6461	0.32884
MGH54_P9_B02	NA	black	0	0	0
MGH54_P9_B03	NA	black	0	4.7261	0
MGH54_P9_B04	NA	black	0	0.43082	0
MGH54_P9_B05	NA	black	0	2.0827	0
MGH54_P9_B06	NA	black	0	5.575	0
MGH54_P9_B07	NA	black	0	0	0
MGH54_P9_B10	NA	black	0	4.2778	0
MGH54_P9_B11	NA	black	0	2.996	0
MGH54_P9_B12	NA	black	0	0.21288	0
MGH54_P9_C01	NA	black	0	6.1572	0
MGH54_P9_C02	NA	black	0	0	0
MGH54_P9_C03	NA	black	0	0	0
MGH54_P9_C04	NA	black	0	2.7811	0
MGH54_P9_C05	NA	black	0	2.8928	0
MGH54_P9_C06	-0.113711041384	red	1	3.9794	0.58592
MGH54_P9_C07	NA	black	0	0	0
MGH54_P9_C08	NA	black	0	0	0
MGH54_P9_C09	NA	black	0	0	0.67987
MGH54_P9_C10	NA	black	0	3.997	0
MGH54_P9_C11	NA	black	0	3.6175	0
MGH54_P9_C12	NA	black	0	0	0
MGH54_P9_D01	NA	black	0	4.7209	0
MGH54_P9_D03	NA	black	0	6.0613	0
MGH54_P9_D04	NA	black	0	5.13	0
MGH54_P9_D05	NA	black	0	4.9128	0
MGH54_P9_D07	NA	black	0	0	0
MGH54_P9_D08	NA	black	0	0	0
MGH54_P9_D09	NA	black	0	0	0
MGH54_P9_D10	NA	black	0	0	0
MGH54_P9_D11	NA	black	0	0	0
MGH54_P9_D12	NA	black	0	0	0
MGH54_P9_E01	NA	black	0	0	0
MGH54_P9_E02	NA	black	0	5.3294	0
MGH54_P9_E03	NA	black	0	0	0
MGH54_P9_E04	NA	black	0	0	0
MGH54_P9_E05	NA	black	0	3.8983	0
MGH54_P9_E06	NA	black	0	0	0
MGH54_P9_E07	NA	black	0	4.6614	0
MGH54_P9_E08	NA	black	0	5.9527	0
MGH54_P9_E09	NA	black	0	0	0
MGH54_P9_E10	NA	black	0	2.662	0
MGH54_P9_E11	NA	black	0	0	0
MGH54_P9_E12	NA	black	0	3.0136	0
MGH54_P9_F01	NA	black	0	0.40054	0
MGH54_P9_F02	NA	black	0	2.5943	0
MGH54_P9_F03	NA	black	0	0	0.33571
MGH54_P9_F04	NA	black	0	2.9835	0
MGH54_P9_F05	-0.322705236342	red	1	4.5342	0.26424
MGH54_P9_F06	NA	black	0	0	0
MGH54_P9_F07	NA	black	0	4.8345	0
MGH54_P9_F08	NA	black	0	3.5373	0
MGH54_P9_F09	NA	black	0	3.1728	0
MGH54_P9_F10	NA	black	0	2.9424	0
MGH54_P9_F11	-0.385426867262	red	1	5.1627	0.29396
MGH54_P9_F12	NA	black	0	0	0
MGH54_P9_G01	NA	black	0	2.2063	0
MGH54_P9_G02	NA	black	0	0	0
MGH54_P9_G03	NA	black	0	0	0
MGH54_P9_G04	NA	black	0	2.9328	0
MGH54_P9_G05	NA	black	0	0	0
MGH54_P9_G06	NA	black	0	0	0
MGH54_P9_G07	NA	black	0	0	0
MGH54_P9_G08	NA	black	0	5.5342	0
MGH54_P9_G09	-0.224714093743	red	1	4.4789	0.4351
MGH54_P9_G10	0.175377492694	red	1	2.3173	0.3584
MGH54_P9_G12	NA	black	0	3.1672	0
MGH54_P9_H01	NA	black	0	4.1271	0
MGH54_P9_H02	NA	black	0	0	0
MGH54_P9_H03	-0.340467727504	red	1	5.4235	0.37407
MGH54_P9_H04	NA	black	0	0.40926	0
MGH54_P9_H05	NA	black	0	0.72944	0
MGH54_P9_H06	NA	black	0	4.4447	0
MGH54_P9_H07	NA	black	0	5.5579	0
MGH54_P9_H08	NA	black	0	0	0
MGH54_P9_H09	NA	black	0	0	0
MGH54_P9_H10	0.0164213771627	red	1	2.9275	0.38736
MGH54_P9_H11	NA	black	0	0	0
MGH54_P9_H12	-0.00684337578931	red	1	3.0384	0.24732
MGH54_P2_A05	NA	black	0	0	0.56755
MGH54_P2_A06	NA	black	0	4.4075	0
MGH54_P2_A10	NA	black	0	0	0.2228
MGH54_P2_B03	NA	black	0	4.8908	0
MGH54_P2_B04	NA	black	0	0	0
MGH54_P2_B06	NA	black	0	5.6016	0
MGH54_P2_B09	NA	black	0	3.4384	0
MGH54_P2_B10	NA	black	0	0	0
MGH54_P2_B11	NA	black	0	4.1737	0
MGH54_P2_C01	NA	black	0	0	0.20914
MGH54_P2_C02	NA	black	0	0	0
MGH54_P2_C04	1.2240704568	green3	2	0.24245	0.052416
MGH54_P2_C05	-0.3053144339	red	1	4.2954	0.21412
MGH54_P2_C09	NA	black	0	3.4519	0
MGH54_P2_C10	NA	black	0	0.89064	0
MGH54_P2_C11	NA	black	0	1.8934	0
MGH54_P2_D01	NA	black	0	0	0
MGH54_P2_D02	NA	black	0	2.7645	0
MGH54_P2_D03	NA	black	0	2.6877	0
MGH54_P2_D04	NA	black	0	0	0
MGH54_P2_E01	NA	black	0	2.0179	0
MGH54_P2_E02	NA	black	0	0.79077	0
MGH54_P2_E03	NA	black	0	0	0
MGH54_P2_E04	NA	black	0	0	0
MGH54_P2_E05	NA	black	0	5.3925	0
MGH54_P2_E08	NA	black	0	4.2389	0
MGH54_P2_E11	NA	black	0	0	0
MGH54_P2_E12	NA	black	0	0	0.16607
MGH54_P2_F05	NA	black	0	0.15704	0
MGH54_P2_F06	NA	black	0	0	0
MGH54_P2_F08	NA	black	0	0	0
MGH54_P2_F10	NA	black	0	0	0
MGH54_P2_F12	NA	black	0	0.44784	0
MGH54_P2_G02	NA	black	0	3.268	0
MGH54_P2_G06	NA	black	0	3.6568	0
MGH54_P2_G07	NA	black	0	0	0.29278
MGH54_P2_G08	NA	black	0	0	0
MGH54_P2_G11	NA	black	0	1.3989	0
MGH54_P2_G12	NA	black	0	0	0
MGH54_P2_H02	NA	black	0	0	0.35614
MGH54_P2_H08	NA	black	0	0	0
MGH54_P2_H09	NA	black	0	0	0
MGH54_P2_H11	NA	black	0	0	0
MGH54_P5_A02	NA	black	0	0	0
MGH54_P5_A03	NA	black	0	0	0
MGH54_P5_A04	NA	black	0	4.2077	0
MGH54_P5_A05	NA	black	0	0	0
MGH54_P5_A06	NA	black	0	0	0
MGH54_P5_A07	NA	black	0	0	0
MGH54_P5_A08	NA	black	0	4.7714	0
MGH54_P5_A09	NA	black	0	5.505	0
MGH54_P5_A10	NA	black	0	5.1056	0
MGH54_P5_A11	NA	black	0	0	0
MGH54_P5_A12	NA	black	0	0.74416	0
MGH54_P5_B02	NA	black	0	3.0119	0
MGH54_P5_B03	NA	black	0	4.312	0
MGH54_P5_B04	NA	black	0	0	0
MGH54_P5_B05	NA	black	0	0	0
MGH54_P5_B06	NA	black	0	4.2856	0
MGH54_P5_B07	NA	black	0	0	0
MGH54_P5_B08	NA	black	0	0	0
MGH54_P5_B09	NA	black	0	0.1903	0
MGH54_P5_B10	-0.546189111826	red	1	5.9515	0.19787
MGH54_P5_B11	NA	black	0	0	0
MGH54_P5_B12	NA	black	0	2.7198	0
MGH54_P5_C01	NA	black	0	4.9164	0
MGH54_P5_C02	NA	black	0	5.2155	0
MGH54_P5_C03	NA	black	0	3.4678	0
MGH54_P5_C04	NA	black	0	0	0.21288
MGH54_P5_C05	0.473259989061	red	1	0.77062	0.62012
MGH54_P5_C06	NA	black	0	0	0
MGH54_P5_C07	NA	black	0	2.3411	0
MGH54_P5_C08	NA	black	0	0	0.21164
MGH54_P5_C09	NA	black	0	0	0
MGH54_P5_C10	NA	black	0	0	0.22527
MGH54_P5_C11	NA	black	0	0	0
MGH54_P5_C12	NA	black	0	0	0
MGH54_P5_D01	NA	black	0	0	0.41143
MGH54_P5_D02	NA	black	0	0	0.29278
MGH54_P5_D03	0.635748461821	green3	2	1.0461	0.29278
MGH54_P5_D04	NA	black	0	3.1162	0
MGH54_P5_D05	NA	black	0	0	0
MGH54_P5_D06	NA	black	0	5.7866	0
MGH54_P5_D08	NA	black	0	2.6749	0
MGH54_P5_D09	NA	black	0	0	0
MGH54_P5_D10	NA	black	0	0.24853	0
MGH54_P5_D11	NA	black	0	0	0
MGH54_P5_D12	-0.360947423368	red	1	4.5607	0.20163
MGH54_P5_E01	NA	black	0	0	0
MGH54_P5_E02	NA	black	0	0	0
MGH54_P5_E03	NA	black	0	0	0
MGH54_P5_E04	NA	black	0	0	0
MGH54_P5_E05	NA	black	0	4.5415	0
MGH54_P5_E06	NA	black	0	0	0
MGH54_P5_E07	NA	black	0	0	0
MGH54_P5_E08	NA	black	0	0	0.27023
MGH54_P5_E09	NA	black	0	0	0.14274
MGH54_P5_E10	NA	black	0	0.55876	0
MGH54_P5_E11	1.04773065876	green3	2	0.19409	0.24245
MGH54_P5_E12	NA	black	0	4.3815	0
MGH54_P5_F01	NA	black	0	0	0
MGH54_P5_F02	NA	black	0	0.53705	0
MGH54_P5_F03	NA	black	0	0	0
MGH54_P5_F04	NA	black	0	0	0
MGH54_P5_F05	NA	black	0	0	0.3471
MGH54_P5_F06	-0.219308330614	red	1	5.6474	0.51197
MGH54_P5_F07	0.0845091158458	red	1	2.7621	0.12961
MGH54_P5_F08	NA	black	0	0	0
MGH54_P5_F10	-0.240590124693	red	1	4.0272	0.24367
MGH54_P5_F11	NA	black	0	0	0
MGH54_P5_F12	NA	black	0	3.57	0
MGH54_P5_G01	-0.351454546059	red	1	5.3815	0.3584
MGH54_P5_G02	NA	black	0	0	0
MGH54_P5_G03	NA	black	0	5.6132	0
MGH54_P5_G04	NA	black	0	0	0
