Cell_name	Zvalue	Color	Cluster	ADRA1A	SP1
MGH53_P11_H08	NA	black	0	0	0
MGH53_P11_H09	NA	black	0	0.42331	0
MGH53_P11_H10	NA	black	0	1.1309	0
MGH53_P11_H11	NA	black	0	1.6012	0
MGH53_P11_H12	NA	black	0	0.70399	0
MGH53_P9_A01	NA	black	0	1.1486	0
MGH53_P9_A02	NA	black	0	1.6554	0
MGH53_P9_A03	NA	black	0	0.419	0
MGH53_P9_A04	NA	black	0	1.1763	0
MGH53_P9_A05	-3.92313912392	black	0	4.7593	0.35389
MGH53_P9_A06	NA	black	0	1.1699	0
MGH53_P9_A07	NA	black	0	0	1.4792
MGH53_P9_A08	NA	black	0	1.0587	0
MGH53_P9_A09	NA	black	0	0.96125	0
MGH53_P9_A10	-0.0124388498793	green3	2	1.1467	2.2088
MGH53_P9_A11	NA	black	0	4.2895	0
MGH53_P9_A12	NA	black	0	1.6271	0
MGH53_P9_B01	NA	black	0	1.3578	0
MGH53_P9_B02	NA	black	0	0	2.8349
MGH53_P9_B03	NA	black	0	0.47716	0
MGH53_P9_B04	NA	black	0	1.1467	0
MGH53_P9_B05	-0.0923491006271	green3	2	0.67446	1.7638
MGH53_P9_B06	NA	black	0	0.46258	0
MGH53_P9_B07	NA	black	0	0	0
MGH53_P9_B08	NA	black	0	1.2085	0
MGH53_P9_B09	NA	black	0	0.57821	0
MGH53_P9_B11	0.159958092456	green3	2	0.41251	1.2945
MGH53_P9_B12	NA	black	0	0.50691	0
MGH53_P9_C01	NA	black	0	0.38626	0
MGH53_P9_C02	NA	black	0	0	0
MGH53_P9_C03	-0.199442421947	green3	2	1.5883	1.0307
MGH53_P9_C04	NA	black	0	0.6951	0
MGH53_P9_C05	0.0650304870339	green3	2	0.53804	1.4233
MGH53_P9_C06	-0.994200797711	green3	2	0.36065	2.9458
MGH53_P9_C07	-0.126312479694	green3	2	0.90149	2.0976
MGH53_P9_C08	NA	black	0	0.96051	0
MGH53_P9_C09	NA	black	0	0.84479	0
MGH53_P9_C10	NA	black	0	0	2.5231
MGH53_P9_C11	NA	black	0	0.47508	0
MGH53_P9_C12	-0.658015699815	green3	2	0.78576	3.4603
MGH53_P9_D01	-0.740801904319	green3	2	0.83754	3.9845
MGH53_P9_D02	NA	black	0	0	1.5079
MGH53_P9_D03	NA	black	0	0	0
MGH53_P9_D04	NA	black	0	0.89064	0
MGH53_P9_D05	NA	black	0	0	0
MGH53_P9_D08	NA	black	0	2.6157	0
MGH53_P9_D09	NA	black	0	0.75104	0
MGH53_P9_D10	NA	black	0	0	2.8832
MGH53_P9_D11	NA	black	0	0	0
MGH53_P9_D12	NA	black	0	0.37962	0
MGH53_P9_F04	NA	black	0	0.60217	0
MGH53_P9_F05	NA	black	0	0.92828	0
MGH53_P9_F06	NA	black	0	0.47612	0
MGH53_P9_F07	NA	black	0	0.82456	0
MGH53_P9_F08	NA	black	0	2.2467	0
MGH53_P9_F09	NA	black	0	0	0
MGH53_P9_F10	NA	black	0	0.75531	0
MGH53_P9_F11	NA	black	0	0.83915	0
MGH53_P9_F12	NA	black	0	1.6022	0
MGH53_P9_G01	-0.179295320607	green3	2	3.8823	1.5236
MGH53_P9_G02	1.90344796033	black	0	2.1622	3.8255
MGH53_P9_G03	NA	black	0	4.5978	0
MGH53_P9_G04	NA	black	0	1.3956	0
MGH53_P9_G07	NA	black	0	4.5831	0
MGH53_P9_G08	NA	black	0	0.36849	0
MGH53_P9_G09	NA	black	0	3.0147	0
MGH53_P9_G12	-1.88021880175	black	0	3.2304	0.54498
MGH53_P9_H01	-0.924861693737	green3	2	0.58304	3.3283
MGH53_P9_H02	NA	black	0	0	0
MGH53_P9_H03	0.0251260779178	green3	2	1.4367	1.6645
MGH53_P9_H04	-1.52603641603	black	0	0.51197	4.1415
MGH53_P9_H05	NA	black	0	0	0
MGH53_P9_H06	NA	black	0	2.7856	0
MGH53_P9_H07	NA	black	0	0.31962	0
MGH53_P9_H08	NA	black	0	1.0165	0
MGH53_P9_H09	-0.634270629626	green3	2	0.58111	2.7761
MGH53_P9_H10	NA	black	0	1.3824	0
MGH53_P9_H11	0.151800999266	green3	2	1.0158	0.20539
MGH53_P9_H12	NA	black	0	1.9149	0
MGH53_P4_A07	NA	black	0	0.48336	0
MGH53_P4_B01	NA	black	0	0	0
MGH53_P4_B02	-0.459679264697	green3	2	1.5241	0.16092
MGH53_P4_B08	0.603303128812	green3	2	0.45838	0.53605
MGH53_P4_B09	NA	black	0	0.38626	0
MGH53_P4_B10	-0.0662671128157	green3	2	0.50691	1.6599
MGH53_P4_B11	-1.22972502653	red	1	2.2666	0.30568
MGH53_P4_C03	NA	black	0	1.988	0
MGH53_P4_C11	0.124446302093	green3	2	1.0475	0.069015
MGH53_P4_C12	NA	black	0	1.9007	0
MGH53_P4_D04	NA	black	0	1.067	0
MGH53_P4_D05	NA	black	0	0.9115	0
MGH53_P4_D09	NA	black	0	1.2534	0
MGH53_P4_E01	NA	black	0	0	3.7038
MGH53_P4_E02	NA	black	0	0.81558	0
MGH53_P4_E07	NA	black	0	1.541	0
MGH53_P4_E08	NA	black	0	0.88908	0
MGH53_P4_E09	-0.0618270259324	green3	2	0.99204	1.9616
MGH53_P4_F01	NA	black	0	0.84318	0
MGH53_P4_F02	NA	black	0	0.98623	0
MGH53_P4_F08	-0.510829131298	green3	2	0.82863	3.2251
MGH53_P4_F11	NA	black	0	1.4131	0
MGH53_P4_G02	NA	black	0	0	0.97966
MGH53_P4_G05	-1.7598347758	black	0	0.43082	4.2157
MGH53_P4_G07	NA	black	0	0.28214	0
MGH53_P4_G08	NA	black	0	0.90381	0
MGH53_P4_G09	-0.469585352295	green3	2	0.45418	2.2992
MGH53_P4_H10	-0.0718918588744	green3	2	0.92828	1.9003
MGH53_P4_H11	0.918472323386	green3	2	0.32539	0.24975
MGH53_P4_H12	NA	black	0	1.0158	0
MGH54_P14_A01	NA	black	0	0.73812	0
MGH54_P14_A02	NA	black	0	0	0
MGH54_P14_A03	NA	black	0	0	2.1405
MGH54_P14_A04	NA	black	0	0.76553	0
MGH54_P14_A05	0.709993320396	green3	2	0.54399	0.18269
MGH54_P14_A06	NA	black	0	0.5568	0
MGH54_P14_A07	-0.202512465869	green3	2	1.0888	3.9114
MGH54_P14_A08	NA	black	0	4.1233	0
MGH54_P14_A09	NA	black	0	0	1.7115
MGH54_P14_A10	NA	black	0	0.84157	0
MGH54_P14_A11	NA	black	0	0.69688	0
MGH54_P14_A12	NA	black	0	0	3.5125
MGH54_P14_B01	NA	black	0	0.80157	0
MGH54_P14_B02	NA	black	0	1.4303	0
MGH54_P14_B03	-0.0390671352592	green3	2	1.4212	1.3868
MGH54_P14_B04	-0.0295823731514	green3	2	1.1738	3.9311
MGH54_P14_B05	NA	black	0	0.69866	0
MGH54_P14_B06	NA	black	0	1.067	0
MGH54_P14_B07	NA	black	0	0.60502	0
MGH54_P14_B08	NA	black	0	3.8465	0
MGH54_P14_B09	NA	black	0	0	0
MGH54_P14_B10	NA	black	0	0.8883	0
MGH54_P14_B11	NA	black	0	2.5612	0
MGH54_P14_B12	NA	black	0	0	0
MGH54_P14_C01	NA	black	0	0.96717	0
MGH54_P14_C02	NA	black	0	0	0
MGH54_P14_C03	NA	black	0	0	0
MGH54_P14_C04	NA	black	0	0	0
MGH54_P14_C05	NA	black	0	0.87106	0
MGH54_P14_C06	NA	black	0	2.6019	0
MGH54_P14_C07	NA	black	0	0.94411	0
MGH54_P14_C08	0.7992080213	green3	2	0.42438	0.26544
MGH54_P14_C09	-1.20177409724	red	1	0.47093	3.4902
MGH54_P14_C10	NA	black	0	0	0
MGH54_P14_C11	NA	black	0	0.39287	0
MGH54_P14_C12	-0.00311141366518	green3	2	0.60312	1.5514
MGH54_P14_D01	NA	black	0	0.88127	0
MGH54_P14_D02	NA	black	0	1.6107	0
MGH54_P14_D03	NA	black	0	0.88518	0
MGH54_P14_D04	NA	black	0	0.53804	0
MGH54_P14_D05	NA	black	0	0	0
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	NA	black	0	0.27858	0
MGH54_P14_D08	NA	black	0	0.96864	0
MGH54_P14_D09	NA	black	0	0.32884	0
MGH54_P14_D10	NA	black	0	0.48646	0
MGH54_P14_D11	NA	black	0	1.2491	0
MGH54_P14_D12	NA	black	0	0.63134	0
MGH54_P14_E01	NA	black	0	1.1336	0
MGH54_P14_E02	NA	black	0	0	0
MGH54_P14_E03	NA	black	0	0.61259	0
MGH54_P14_E04	NA	black	0	4.6274	0
MGH54_P14_E05	NA	black	0	0.96717	0
MGH54_P14_E06	NA	black	0	0	0
MGH54_P14_E07	NA	black	0	0	2.0279
MGH54_P14_E08	NA	black	0	0.36849	0
MGH54_P14_E09	NA	black	0	0.32769	0
MGH54_P14_E10	NA	black	0	0.37962	0
MGH54_P14_E11	NA	black	0	4.2905	0
MGH54_P14_E12	0.0663941290935	green3	2	1.0915	0.11636
MGH54_P14_F01	NA	black	0	0.81639	0
MGH54_P14_F02	NA	black	0	0	0.89685
MGH54_P14_F03	NA	black	0	0	3.1429
MGH54_P14_F04	NA	black	0	0	0
MGH54_P14_F06	NA	black	0	0.071763	0
MGH54_P14_F07	0.494069963362	green3	2	0.74588	0.11902
MGH54_P14_F08	NA	black	0	1.2004	0
MGH54_P14_F09	NA	black	0	0.84077	0
MGH54_P14_F10	NA	black	0	0.43616	0
MGH54_P14_F11	NA	black	0	0.91456	0
MGH54_P14_G01	NA	black	0	0.62106	0
MGH54_P14_G02	NA	black	0	0.80735	0
MGH54_P14_G03	NA	black	0	4.3044	0
MGH54_P14_G04	NA	black	0	0.7866	0
MGH54_P14_G05	NA	black	0	4.9113	0
MGH54_P14_G06	NA	black	0	0.57143	0
MGH54_P14_G07	NA	black	0	4.4759	0
MGH54_P14_G08	0.206285205475	green3	2	1.294	3.768
MGH54_P14_G09	NA	black	0	0.51299	0
MGH54_P14_G10	NA	black	0	5.1762	0
MGH54_P14_G11	NA	black	0	1.4531	0
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	NA	black	0	0	0
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0.94486	0
MGH54_P14_H04	NA	black	0	1.4093	0
MGH54_P14_H05	NA	black	0	0.51904	0
MGH54_P14_H06	NA	black	0	3.7362	0
MGH54_P14_H07	NA	black	0	0.31962	0
MGH54_P14_H08	NA	black	0	0.34369	0
MGH54_P14_H09	NA	black	0	0.090853	0
MGH54_P14_H10	NA	black	0	0.3471	0
MGH54_P14_H11	NA	black	0	0.79743	0
MGH54_P14_H12	NA	black	0	0	0
MGH54_P15_A02	NA	black	0	0	0
MGH54_P15_A03	NA	black	0	0.84077	0
MGH54_P15_A04	0.191924841975	green3	2	0.8528	0.81147
MGH54_P15_A05	NA	black	0	0.27977	0
MGH54_P15_A06	0.199285094687	green3	2	0.77231	0.94636
MGH54_P15_A07	NA	black	0	1.5099	0
MGH54_P15_A08	0.164776708833	green3	2	0.47923	1.263
MGH54_P15_A09	NA	black	0	0.338	0
MGH54_P15_A10	NA	black	0	0.58592	0
MGH54_P15_A11	NA	black	0	0.44255	0
MGH54_P15_A12	NA	black	0	0.96051	0
MGH54_P15_B01	NA	black	0	0	3.2305
MGH54_P15_B02	NA	black	0	0	1.4103
MGH54_P15_B03	-0.442523544131	green3	2	0.59264	2.4268
MGH54_P15_B04	NA	black	0	0	0
MGH54_P15_B05	NA	black	0	0	0
MGH54_P15_B06	NA	black	0	0.44679	0
MGH54_P15_B07	NA	black	0	1.0179	0
MGH54_P15_B09	-0.245724690117	green3	2	0.81803	2.3528
MGH54_P15_B10	0.846322560597	green3	2	0.45207	0.13356
MGH54_P15_B11	NA	black	0	0.98185	0
MGH54_P15_C01	NA	black	0	0	0
MGH54_P15_C02	NA	black	0	4.3678	0
MGH54_P15_C03	NA	black	0	0.95457	0
MGH54_P15_C04	NA	black	0	0.71896	0
MGH54_P15_C05	NA	black	0	1.4303	0
MGH54_P15_C06	NA	black	0	0.47405	0
MGH54_P15_C07	-0.784277130161	green3	2	0.57725	3.05
MGH54_P15_C08	NA	black	0	1.4228	0
MGH54_P15_C09	NA	black	0	4.273	0
MGH54_P15_C10	NA	black	0	0.73639	0
MGH54_P15_C11	NA	black	0	0	0
MGH54_P15_C12	NA	black	0	0.88049	0
MGH54_P15_D01	NA	black	0	0	0
MGH54_P15_D02	0.682508279934	green3	2	4.6502	1.8396
MGH54_P15_D03	NA	black	0	2.1696	0
MGH54_P15_D04	NA	black	0	1.2004	0
MGH54_P15_D05	NA	black	0	0.4678	0
MGH54_P15_D07	NA	black	0	0.79161	0
MGH54_P15_D08	NA	black	0	1.6595	0
MGH54_P15_D09	NA	black	0	3.1478	0
MGH54_P15_D10	NA	black	0	1.1309	0
MGH54_P15_D11	NA	black	0	1.7706	0
MGH54_P15_D12	NA	black	0	0.36177	0
MGH54_P15_E01	NA	black	0	2.481	0
MGH54_P15_E02	NA	black	0	0	0.63877
MGH54_P15_E03	NA	black	0	0.44042	0
MGH54_P15_E04	NA	black	0	3.5358	0
MGH54_P15_E05	NA	black	0	1.3254	0
MGH54_P15_E06	NA	black	0	0	0
MGH54_P15_E07	NA	black	0	0.96199	0
MGH54_P15_E08	NA	black	0	0.4916	0
MGH54_P15_E09	NA	black	0	0	0
MGH54_P15_E10	NA	black	0	0.42008	0
MGH54_P15_E11	NA	black	0	0.48852	0
MGH54_P15_E12	NA	black	0	0.77653	0
MGH54_P15_F01	NA	black	0	2.1833	0
MGH54_P15_F02	NA	black	0	0	0
MGH54_P15_F03	NA	black	0	1.1991	0
MGH54_P15_F04	NA	black	0	0	0
MGH54_P15_F05	0.0318629639414	green3	2	1.0731	1.1104
MGH54_P15_F06	NA	black	0	0.30217	0
MGH54_P15_F07	NA	black	0	1.6531	0
MGH54_P15_F08	NA	black	0	0.57434	0
MGH54_P15_F09	NA	black	0	0.92067	0
MGH54_P15_F10	NA	black	0	1.0043	0
MGH54_P15_F11	NA	black	0	0.24245	0
MGH54_P15_F12	NA	black	0	0.71458	0
MGH54_P15_G03	NA	black	0	0.8496	0
MGH54_P15_G04	NA	black	0	0.74244	0
MGH54_P15_G05	-0.241874432268	green3	2	0.6107	2.0465
MGH54_P15_G06	1.5608782446	black	0	3.2428	2.4597
MGH54_P15_G07	-1.48506346223	black	0	0.40163	3.728
MGH54_P15_G08	NA	black	0	0.26424	0
MGH54_P15_G09	NA	black	0	0.39944	0
MGH54_P15_G10	NA	black	0	0.21537	0
MGH54_P15_G11	NA	black	0	0	3.6323
MGH54_P15_G12	NA	black	0	0.93433	0
MGH54_P15_H01	NA	black	0	0	0
MGH54_P15_H03	NA	black	0	0	3.0606
MGH54_P15_H04	-0.650318782063	green3	2	0.32998	2.4319
MGH54_P15_H05	NA	black	0	0	0
MGH54_P15_H06	NA	black	0	0	0
MGH54_P15_H07	-0.142937283396	green3	2	0.67446	1.8821
MGH54_P15_H08	-0.516631854505	green3	2	0.31034	2.2339
MGH54_P15_H09	NA	black	0	0	0.19156
MGH54_P15_H10	NA	black	0	0.34369	0
MGH54_P15_H11	NA	black	0	0	0
MGH54_P15_H12	NA	black	0	0	0
MGH54_P16_A01	NA	black	0	0	0
MGH54_P16_A02	NA	black	0	0	0.73031
MGH54_P16_A04	NA	black	0	0.27739	0
MGH54_P16_A05	NA	black	0	0	0
MGH54_P16_A06	NA	black	0	0.54003	0
MGH54_P16_A07	NA	black	0	0.40599	0
MGH54_P16_A08	NA	black	0	0.66993	0
MGH54_P16_A09	0.477024260889	green3	2	0.77484	0.05797
MGH54_P16_A10	NA	black	0	0	0
MGH54_P16_A11	NA	black	0	0.32423	0
MGH54_P16_A12	-0.789233323482	green3	2	3.0261	1.0983
MGH54_P16_B01	NA	black	0	0.83512	0
MGH54_P16_B02	NA	black	0	1.0881	0
MGH54_P16_B03	NA	black	0	0	0
MGH54_P16_B04	NA	black	0	0.5509	0
MGH54_P16_B05	NA	black	0	0.38294	0
MGH54_P16_B06	NA	black	0	0.4916	0
MGH54_P16_B07	NA	black	0	0.31383	0
MGH54_P16_B08	NA	black	0	0.49057	0
MGH54_P16_B09	0.0535822940515	green3	2	0.45207	1.4552
MGH54_P16_B10	-0.0440277323856	green3	2	0.56852	1.6299
MGH54_P16_B11	NA	black	0	0	0
MGH54_P16_B12	NA	black	0	0.38073	0
MGH54_P16_C01	NA	black	0	0	0
MGH54_P16_C02	NA	black	0	0	0
MGH54_P16_C03	NA	black	0	0.66539	0
MGH54_P16_C04	NA	black	0	3.9334	0
MGH54_P16_C05	NA	black	0	0.63506	0
MGH54_P16_C06	NA	black	0	1.1941	0
MGH54_P16_C07	NA	black	0	0.49672	0
MGH54_P16_C08	NA	black	0	0	3.282
MGH54_P16_C09	NA	black	0	0.24245	0
MGH54_P16_C10	NA	black	0	0	0
MGH54_P16_C11	NA	black	0	0.5656	0
MGH54_P16_C12	-0.983739047805	green3	2	0.57531	3.4147
MGH54_P16_D01	NA	black	0	0.64247	0
MGH54_P16_D02	NA	black	0	0.976	0
MGH54_P16_D03	NA	black	0	0.88753	0
MGH54_P16_D04	NA	black	0	0.5656	0
MGH54_P16_D05	NA	black	0	1.0503	0
MGH54_P16_D06	NA	black	0	0.91227	0
MGH54_P16_D07	NA	black	0	0	1.4054
MGH54_P16_D09	NA	black	0	1.037	0
MGH54_P16_D10	-0.601251807678	green3	2	0.31499	2.3508
MGH54_P16_D11	-0.399040689118	green3	2	0.22404	2.0268
MGH54_P16_D12	-0.0528234849317	green3	2	1.3357	1.216
MGH54_P16_E01	NA	black	0	0.40817	0
MGH54_P16_E02	NA	black	0	0	0
MGH54_P16_E03	-0.509554613347	green3	2	0.42008	2.3254
MGH54_P16_E04	NA	black	0	0.47612	0
MGH54_P16_E05	NA	black	0	0.99349	0
MGH54_P16_E06	-0.898070719032	green3	2	3.5002	1.1506
MGH54_P16_E07	NA	black	0	0.66812	0
MGH54_P16_E08	NA	black	0	0.50691	0
MGH54_P16_E09	NA	black	0	0	0
MGH54_P16_E10	NA	black	0	0.37295	0
MGH54_P16_E11	NA	black	0	0.67717	0
MGH54_P16_E12	NA	black	0	0.98768	0
MGH54_P16_F01	NA	black	0	0	0
MGH54_P16_F03	NA	black	0	0.57143	0
MGH54_P16_F04	NA	black	0	3.5596	0
MGH54_P16_F05	NA	black	0	0	0
MGH54_P16_F06	NA	black	0	0.3115	0
MGH54_P16_F07	-0.0577074152044	green3	2	1.7769	1.4568
MGH54_P16_F08	0.215721508965	green3	2	0.87499	0.64801
MGH54_P16_F09	NA	black	0	0.92524	0
MGH54_P16_F10	-0.211729421113	green3	2	1.0503	3.4046
MGH54_P16_F11	NA	black	0	0	1.5499
MGH54_P16_G01	NA	black	0	1.6425	0
MGH54_P16_G02	NA	black	0	1.0279	0
MGH54_P16_G03	NA	black	0	0.28806	0
MGH54_P16_G04	NA	black	0	0.89453	0
MGH54_P16_G05	NA	black	0	0	0
MGH54_P16_G06	NA	black	0	0.44042	0
MGH54_P16_G07	NA	black	0	1.0531	0
MGH54_P16_G08	-2.06077190057	black	0	0.4351	4.6721
MGH54_P16_G09	0.0858314821122	green3	2	0.8213	1.2546
MGH54_P16_G10	NA	black	0	1.0929	0
MGH54_P16_G11	NA	black	0	1.26	0
MGH54_P16_G12	NA	black	0	0	0
MGH54_P16_H01	NA	black	0	1.6318	0
MGH54_P16_H02	NA	black	0	0	0
MGH54_P16_H03	NA	black	0	0	0
MGH54_P16_H04	NA	black	0	0.66993	0
MGH54_P16_H05	0.0578421595323	green3	2	0.72683	1.3929
MGH54_P16_H06	NA	black	0	0.35163	0
MGH54_P16_H07	NA	black	0	0.30918	0
MGH54_P16_H08	NA	black	0	0.49672	0
MGH54_P16_H09	NA	black	0	0	0
MGH54_P16_H10	NA	black	0	0.60881	0
MGH54_P16_H11	0.0400041136486	green3	2	1.113	0.086784
MGH54_P16_H12	NA	black	0	1.4292	0
MGH54_P17_A01	NA	black	0	1.516	0
MGH54_P17_A02	NA	black	0	0.80405	0
MGH54_P17_A03	0.857180364819	green3	2	1.648	3.7023
MGH54_P17_A04	NA	black	0	0.27739	0
MGH54_P17_A05	-0.0659822646258	green3	2	0.99277	1.9902
MGH54_P17_A06	NA	black	0	2.639	0
MGH54_P17_A07	NA	black	0	0	0
MGH54_P17_A08	0.483828052526	green3	2	1.3885	4.4306
MGH54_P17_A09	NA	black	0	0.47405	0
MGH54_P17_A10	NA	black	0	0.52206	0
MGH54_P17_A11	NA	black	0	0.91762	0
MGH54_P17_A12	NA	black	0	1.4746	0
MGH54_P17_B01	0.0487610645331	green3	2	0.94935	1.2815
MGH54_P17_B02	NA	black	0	1.334	0
MGH54_P17_B03	-0.0645646495476	green3	2	1.1998	0.18269
MGH54_P17_B05	NA	black	0	0.5509	0
MGH54_P17_B06	NA	black	0	5.5945	0
MGH54_P17_B07	-0.000920441284879	green3	2	1.1342	1.5926
MGH54_P17_B08	NA	black	0	0	0
MGH54_P17_B09	NA	black	0	0	1.4071
MGH54_P17_B10	NA	black	0	0.82456	0
MGH54_P17_B11	0.118912753054	green3	2	0.83835	1.1177
MGH54_P17_B12	NA	black	0	1.1654	0
MGH54_P17_C02	0.51400069749	green3	2	0.72596	0.13225
MGH54_P17_C03	NA	black	0	0	0
MGH54_P17_C04	NA	black	0	0.73985	0
MGH54_P17_C05	-0.00699571611206	green3	2	1.1629	2.4766
MGH54_P17_C06	NA	black	0	1.0969	0
MGH54_P17_C07	NA	black	0	0.65901	0
MGH54_P17_C08	NA	black	0	0.15186	0
MGH54_P17_C09	NA	black	0	0	0
MGH54_P17_C10	NA	black	0	0.29866	0
MGH54_P17_C11	0.689970107358	green3	2	1.7212	3.0286
MGH54_P17_C12	NA	black	0	0	0
MGH54_P17_D01	-0.816783742494	green3	2	0.73379	3.6373
MGH54_P17_D02	NA	black	0	1.5256	0
MGH54_P17_D03	NA	black	0	1.3824	0
MGH54_P17_D04	NA	black	0	0.52005	0
MGH54_P17_D05	0.307517596363	green3	2	1.3465	3.7747
MGH54_P17_D06	-0.497946672766	green3	2	0.73985	2.8637
MGH54_P17_D07	NA	black	0	0	0
MGH54_P17_D09	NA	black	0	0	3.2016
MGH54_P17_D10	NA	black	0	1.0902	0
MGH54_P17_D12	NA	black	0	1.5782	0
MGH54_P17_E01	NA	black	0	0	0
MGH54_P17_E02	NA	black	0	1.1473	0
MGH54_P17_E03	NA	black	0	2.9323	0
MGH54_P17_E04	NA	black	0	3.005	0
MGH54_P17_E05	-0.64728319172	green3	2	3.0238	1.1852
MGH54_P17_E06	NA	black	0	3.2826	0
MGH54_P17_E07	NA	black	0	0	1.5845
MGH54_P17_E08	NA	black	0	0.5656	0
MGH54_P17_E09	0.268039821537	green3	2	0.37184	1.1473
MGH54_P17_E10	NA	black	0	0.35389	0
MGH54_P17_E11	NA	black	0	3.4078	0
MGH54_P17_E12	NA	black	0	0.34255	0
MGH54_P17_F01	0.24265935792	green3	2	0.91609	0.34028
MGH54_P17_F02	NA	black	0	0.62761	0
MGH54_P17_F03	NA	black	0	0.42008	0
MGH54_P17_F04	NA	black	0	0	0
MGH54_P17_F05	0.560609307962	green3	2	0.68527	0.14012
MGH54_P17_F07	NA	black	0	0.852	0
MGH54_P17_F08	NA	black	0	0.61353	0
MGH54_P17_F09	NA	black	0	0.81147	0
MGH54_P17_F10	NA	black	0	0.64801	0
MGH54_P17_F11	0.113399019499	green3	2	0.73118	1.2406
MGH54_P17_F12	NA	black	0	0	0
MGH54_P17_G01	NA	black	0	0	0
MGH54_P17_G02	0.978874241791	green3	2	1.8528	3.2456
MGH54_P17_G03	NA	black	0	0	0
MGH54_P17_G04	NA	black	0	0.44784	0
MGH54_P17_G05	NA	black	0	0	1.1667
MGH54_P17_G06	NA	black	0	0.66266	0
MGH54_P17_G07	NA	black	0	0.54992	0
MGH54_P17_G08	NA	black	0	1.1124	0
MGH54_P17_G09	NA	black	0	1.5753	0
MGH54_P17_G10	NA	black	0	0.29631	0
MGH54_P17_G11	NA	black	0	0.35502	0
MGH54_P17_G12	NA	black	0	0.57821	0
MGH54_P17_H01	0.516320485443	green3	2	0.63041	0.39506
MGH54_P17_H02	NA	black	0	0	0.27262
MGH54_P17_H05	NA	black	0	0	1.9153
MGH54_P17_H06	0.459794552962	green3	2	0.41034	0.82782
MGH54_P17_H07	NA	black	0	0.63227	0
MGH54_P17_H08	-0.543226464325	green3	2	0.54794	2.547
MGH54_P17_H09	-0.826986121877	green3	2	0.55287	3.0692
MGH54_P17_H10	NA	black	0	0	0
MGH54_P17_H11	NA	black	0	0	0
MGH54_P17_H12	-0.00116515867952	green3	2	1.2606	1.5425
MGH54_P6_A01	NA	black	0	1.2594	0
MGH54_P6_A02	NA	black	0	3.3796	0
MGH54_P6_A03	NA	black	0	0	0
MGH54_P6_A04	NA	black	0	3.3083	0
MGH54_P6_A05	6.02853117764	black	0	4.8673	3.5177
MGH54_P6_A06	NA	black	0	0.82375	0
MGH54_P6_A07	NA	black	0	0.96717	0
MGH54_P6_A08	0.399233311366	green3	2	1.5998	2.6415
MGH54_P6_A09	0.166884360359	green3	2	0.54201	1.2314
MGH54_P6_A10	NA	black	0	0.94711	0
MGH54_P6_A11	NA	black	0	1.1493	0
MGH54_P6_A12	NA	black	0	1.4054	0
MGH54_P6_B01	NA	black	0	0.4489	0
MGH54_P6_B02	NA	black	0	0	0
MGH54_P6_B03	NA	black	0	0	0
MGH54_P6_B04	0.0857218176109	green3	2	1.2648	2.6383
MGH54_P6_B05	NA	black	0	0	0
MGH54_P6_B06	NA	black	0	1.4049	0
MGH54_P6_B07	0.559371693868	green3	2	0.53903	0.48646
MGH54_P6_B08	NA	black	0	0	0
MGH54_P6_B09	NA	black	0	0.10969	0
MGH54_P6_B10	NA	black	0	0	0
MGH54_P6_B11	NA	black	0	0.18523	0
MGH54_P6_B12	NA	black	0	0	0
MGH54_P6_C01	0.94151855575	green3	2	0.37407	0.13225
MGH54_P6_C02	NA	black	0	0.73812	0
MGH54_P6_C03	NA	black	0	0.848	0
MGH54_P6_C04	NA	black	0	0.40381	0
MGH54_P6_C06	NA	black	0	0.98841	0
MGH54_P6_C07	NA	black	0	0.60217	0
MGH54_P6_C08	NA	black	0	2.7866	0
MGH54_P6_C09	-1.20198055829	red	1	4.3602	1.1731
MGH54_P6_C10	NA	black	0	3.3988	0
MGH54_P6_C11	NA	black	0	0	0
MGH54_P6_C12	NA	black	0	1.1616	0
MGH54_P6_D01	NA	black	0	0	0
MGH54_P6_D02	NA	black	0	0	0
MGH54_P6_D03	NA	black	0	0	0
MGH54_P6_D04	NA	black	0	0.47508	0
MGH54_P6_D05	-0.769480731083	green3	2	0.57918	3.027
MGH54_P6_D07	NA	black	0	1.0229	0
MGH54_P6_D08	-0.274969835892	green3	2	1.5356	0.73466
MGH54_P6_D09	NA	black	0	1.5801	0
MGH54_P6_D10	NA	black	0	1.3431	0
MGH54_P6_D11	NA	black	0	0	1.6425
MGH54_P6_D12	-1.13726763312	green3	2	2.1223	0.22651
MGH54_P6_E02	NA	black	0	1.1017	0
MGH54_P6_E03	NA	black	0	0.85519	0
MGH54_P6_E04	NA	black	0	0	0
MGH54_P6_E05	NA	black	0	1.1846	0
MGH54_P6_E07	NA	black	0	1.257	0
MGH54_P6_E08	-0.293466982174	green3	2	0.46153	2.0225
MGH54_P6_E09	NA	black	0	1.0731	0
MGH54_P6_E10	NA	black	0	0.47197	0
MGH54_P6_E11	NA	black	0	0	0
MGH54_P6_E12	NA	black	0	1.3601	0
MGH54_P6_F01	NA	black	0	1.4136	0
MGH54_P6_F02	NA	black	0	4.5468	0
MGH54_P6_F03	NA	black	0	0	1.9355
MGH54_P6_F05	NA	black	0	0.67175	0
