Cell_name	Zvalue	Color	Cluster	F3	SP1
MGH54_P14_A05	NA	black	0	0	0.18269
MGH54_P14_A06	NA	black	0	0	0
MGH54_P14_A07	NA	black	0	0	3.9114
MGH54_P14_A08	NA	black	0	0	0
MGH54_P14_A09	NA	black	0	0	1.7115
MGH54_P14_A10	NA	black	0	0	0
MGH54_P14_A11	NA	black	0	0	0
MGH54_P14_A12	NA	black	0	0	3.5125
MGH54_P14_B01	NA	black	0	0	0
MGH54_P14_B02	NA	black	0	0	0
MGH54_P14_B03	NA	black	0	0	1.3868
MGH54_P14_B04	-1.19105845815	red	1	0.35502	3.9311
MGH54_P14_B05	NA	black	0	0	0
MGH54_P14_B06	NA	black	0	0.81147	0
MGH54_P14_B07	NA	black	0	0.39835	0
MGH54_P14_B08	NA	black	0	0.43296	0
MGH54_P14_B09	NA	black	0	0.41359	0
MGH54_P14_B10	NA	black	0	0	0
MGH54_P14_B11	NA	black	0	0	0
MGH54_P14_B12	NA	black	0	0	0
MGH54_P14_C01	NA	black	0	0	0
MGH54_P14_C02	NA	black	0	0.81967	0
MGH54_P14_C03	NA	black	0	0	0
MGH54_P14_C04	NA	black	0	0	0
MGH54_P14_C05	NA	black	0	0	0
MGH54_P14_C06	NA	black	0	0	0
MGH54_P14_C07	NA	black	0	0	0
MGH54_P14_C08	NA	black	0	0	0.26544
MGH54_P14_C09	-0.978508900005	red	1	0.33228	3.4902
MGH54_P14_C10	NA	black	0	0	0
MGH54_P14_C11	NA	black	0	0	0
MGH54_P14_C12	NA	black	0	0	1.5514
MGH54_P14_D01	NA	black	0	0	0
MGH54_P14_D02	NA	black	0	1.0433	0
MGH54_P14_D03	NA	black	0	0	0
MGH54_P14_D04	NA	black	0	0	0
MGH54_P14_D05	NA	black	0	0	0
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	NA	black	0	0.60407	0
MGH54_P14_D08	NA	black	0	0	0
MGH54_P14_D09	NA	black	0	0.61353	0
MGH54_P14_D10	NA	black	0	0	0
MGH54_P14_D11	NA	black	0	0	0
MGH54_P14_D12	NA	black	0	0	0
MGH54_P14_E01	NA	black	0	0	0
MGH54_P14_E02	NA	black	0	0	0
MGH54_P14_E03	NA	black	0	0	0
MGH54_P14_E04	NA	black	0	0	0
MGH54_P14_E05	NA	black	0	0	0
MGH54_P14_E06	NA	black	0	0	0
MGH54_P14_E07	NA	black	0	0	2.0279
MGH54_P14_E08	NA	black	0	0	0
MGH54_P14_E09	NA	black	0	0	0
MGH54_P14_E10	NA	black	0	0	0
MGH54_P14_E11	NA	black	0	0	0
MGH54_P14_E12	0.46254948611	red	1	0.34937	0.11636
MGH54_P14_F01	NA	black	0	0	0
MGH54_P14_F02	NA	black	0	0	0.89685
MGH54_P14_F03	NA	black	0	0	3.1429
MGH54_P14_F04	NA	black	0	0	0
MGH54_P14_F06	NA	black	0	0	0
MGH54_P14_F07	0.194166389587	red	1	0.68616	0.11902
MGH54_P14_F08	NA	black	0	0	0
MGH54_P14_F09	NA	black	0	0.49467	0
MGH54_P14_F10	NA	black	0	0	0
MGH54_P14_F11	NA	black	0	0.38515	0
MGH54_P14_G01	NA	black	0	0	0
MGH54_P14_G02	NA	black	0	0	0
MGH54_P14_G03	NA	black	0	0	0
MGH54_P14_G04	NA	black	0	0	0
MGH54_P14_G05	NA	black	0	0	0
MGH54_P14_G06	NA	black	0	0	0
MGH54_P14_G07	NA	black	0	2.3832	0
MGH54_P14_G08	3.80609224873	black	0	4.0516	3.768
MGH54_P14_G09	NA	black	0	0	0
MGH54_P14_G10	NA	black	0	0	0
MGH54_P14_G11	NA	black	0	0.44042	0
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	NA	black	0	5.6911	0
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0	0
MGH54_P14_H04	NA	black	0	0	0
MGH54_P14_H05	NA	black	0	0	0
MGH54_P14_H06	NA	black	0	0	0
MGH54_P14_H07	NA	black	0	0	0
MGH54_P14_H08	NA	black	0	0	0
MGH54_P14_H09	NA	black	0	0	0
MGH54_P14_H10	NA	black	0	0	0
MGH54_P14_H11	NA	black	0	0	0
MGH54_P14_H12	NA	black	0	5.0306	0
MGH54_P15_A02	NA	black	0	0	0
MGH54_P15_A03	NA	black	0	0	0
MGH54_P15_A04	NA	black	0	0	0.81147
MGH54_P15_A05	NA	black	0	0.90458	0
MGH54_P15_A06	NA	black	0	0	0.94636
MGH54_P15_A07	NA	black	0	0.72944	0
MGH54_P15_A08	NA	black	0	0	1.263
MGH54_P15_A09	NA	black	0	0	0
MGH54_P15_A10	NA	black	0	0	0
MGH54_P15_A11	NA	black	0	0	0
MGH54_P15_A12	NA	black	0	0.55189	0
MGH54_P15_B01	NA	black	0	0	3.2305
MGH54_P15_B02	NA	black	0	0	1.4103
MGH54_P15_B03	NA	black	0	0	2.4268
MGH54_P15_B04	NA	black	0	1.6388	0
MGH54_P15_B05	NA	black	0	0	0
MGH54_P15_B06	NA	black	0	0	0
MGH54_P15_B07	NA	black	0	0	0
MGH54_P15_B09	NA	black	0	0	2.3528
MGH54_P15_B10	NA	black	0	0	0.13356
MGH54_P15_B11	NA	black	0	0	0
MGH54_P15_C01	NA	black	0	0	0
MGH54_P15_C02	NA	black	0	0	0
MGH54_P15_C03	NA	black	0	0.4049	0
MGH54_P15_C04	NA	black	0	0	0
MGH54_P15_C05	NA	black	0	0	0
MGH54_P15_C06	NA	black	0	0	0
MGH54_P15_C07	-0.487651664138	red	1	0.59264	3.05
MGH54_P15_C08	NA	black	0	0	0
MGH54_P15_C09	NA	black	0	0	0
MGH54_P15_C10	NA	black	0	0	0
MGH54_P15_C11	NA	black	0	0	0
MGH54_P15_C12	NA	black	0	0.34142	0
MGH54_P15_D01	NA	black	0	0	0
MGH54_P15_D02	NA	black	0	0	1.8396
MGH54_P15_D03	NA	black	0	1.1916	0
MGH54_P15_D04	NA	black	0	0.53306	0
MGH54_P15_D05	NA	black	0	1.1283	0
MGH54_P15_D07	NA	black	0	0	0
MGH54_P15_D08	NA	black	0	0	0
MGH54_P15_D09	NA	black	0	0.48027	0
MGH54_P15_D10	NA	black	0	0	0
MGH54_P15_D11	NA	black	0	0	0
MGH54_P15_D12	NA	black	0	0	0
MGH54_P15_E01	NA	black	0	0	0
MGH54_P15_E02	NA	black	0	0	0.63877
MGH54_P15_E03	NA	black	0	1.3051	0
MGH54_P15_E04	NA	black	0	0	0
MGH54_P15_E05	NA	black	0	0.38736	0
MGH54_P15_E06	NA	black	0	0	0
MGH54_P15_E07	NA	black	0	0.51904	0
MGH54_P15_E08	NA	black	0	0.84479	0
MGH54_P15_E09	NA	black	0	0	0
MGH54_P15_E10	NA	black	0	0.43189	0
MGH54_P15_E11	NA	black	0	0	0
MGH54_P15_E12	NA	black	0	0.35502	0
MGH54_P15_F01	NA	black	0	0	0
MGH54_P15_F02	NA	black	0	0	0
MGH54_P15_F03	NA	black	0	0.43829	0
MGH54_P15_F04	NA	black	0	0	0
MGH54_P15_F05	NA	black	0	0	1.1104
MGH54_P15_F06	NA	black	0	0	0
MGH54_P15_F07	NA	black	0	0	0
MGH54_P15_F08	NA	black	0	0.042644	0
MGH54_P15_F09	NA	black	0	0	0
MGH54_P15_F10	NA	black	0	0	0
MGH54_P15_F11	NA	black	0	0	0
MGH54_P15_F12	NA	black	0	0	0
MGH54_P15_G03	NA	black	0	0.36401	0
MGH54_P15_G04	NA	black	0	0	0
MGH54_P15_G05	NA	black	0	0	2.0465
MGH54_P15_G06	NA	black	0	0	2.4597
MGH54_P15_G07	NA	black	0	0	3.728
MGH54_P15_G08	NA	black	0	0	0
MGH54_P15_G09	NA	black	0	0	0
MGH54_P15_G10	NA	black	0	0	0
MGH54_P15_G11	-0.659762025528	red	1	0.62947	3.6323
MGH54_P15_G12	NA	black	0	0	0
MGH54_P15_H01	NA	black	0	0	0
MGH54_P15_H03	NA	black	0	0	3.0606
MGH54_P15_H04	-0.426837988229	red	1	0.34937	2.4319
MGH54_P15_H05	NA	black	0	0	0
MGH54_P15_H06	NA	black	0	0	0
MGH54_P15_H07	NA	black	0	0	1.8821
MGH54_P15_H08	NA	black	0	0	2.2339
MGH54_P15_H09	0.290584051189	red	1	0.54893	0.19156
MGH54_P15_H10	NA	black	0	0.33685	0
MGH54_P15_H11	NA	black	0	0	0
MGH54_P15_H12	NA	black	0	0.64524	0
MGH54_P16_A01	NA	black	0	0	0
MGH54_P16_A02	NA	black	0	0	0.73031
MGH54_P16_A04	NA	black	0	0	0
MGH54_P16_A05	NA	black	0	0	0
MGH54_P16_A06	NA	black	0	0.30451	0
MGH54_P16_A07	NA	black	0	0.59741	0
MGH54_P16_A08	NA	black	0	0	0
MGH54_P16_A09	NA	black	0	0	0.05797
MGH54_P16_A10	NA	black	0	0	0
MGH54_P16_A11	NA	black	0	0.60407	0
MGH54_P16_A12	-0.536918875207	red	1	2.9538	1.0983
MGH54_P16_B01	NA	black	0	0	0
MGH54_P16_B02	NA	black	0	1.1124	0
MGH54_P16_B03	NA	black	0	0.38957	0
MGH54_P16_B04	NA	black	0	0	0
MGH54_P16_B05	NA	black	0	1.8848	0
MGH54_P16_B06	NA	black	0	0	0
MGH54_P16_B07	NA	black	0	0	0
MGH54_P16_B08	NA	black	0	0	0
MGH54_P16_B09	-0.00383181251706	red	1	0.419	1.4552
MGH54_P16_B10	-0.079815879725	red	1	0.31962	1.6299
MGH54_P16_B11	NA	black	0	0	0
MGH54_P16_B12	NA	black	0	0	0
MGH54_P16_C01	NA	black	0	0	0
MGH54_P16_C02	NA	black	0	0	0
MGH54_P16_C03	NA	black	0	0.3774	0
MGH54_P16_C04	NA	black	0	0.36289	0
MGH54_P16_C05	NA	black	0	0.34823	0
MGH54_P16_C06	NA	black	0	0	0
MGH54_P16_C07	NA	black	0	3.5644	0
MGH54_P16_C08	-0.875288457327	red	1	0.32423	3.282
MGH54_P16_C09	NA	black	0	0	0
MGH54_P16_C10	NA	black	0	0	0
MGH54_P16_C11	NA	black	0	0	0
MGH54_P16_C12	NA	black	0	0	3.4147
MGH54_P16_D01	NA	black	0	0.65901	0
MGH54_P16_D02	NA	black	0	0	0
MGH54_P16_D03	NA	black	0	0	0
MGH54_P16_D04	NA	black	0	5.3722	0
MGH54_P16_D05	NA	black	0	0	0
MGH54_P16_D06	NA	black	0	1.2085	0
MGH54_P16_D07	NA	black	0	0	1.4054
MGH54_P16_D09	NA	black	0	0	0
MGH54_P16_D10	NA	black	0	0	2.3508
MGH54_P16_D11	-0.275812618002	red	1	0.26424	2.0268
MGH54_P16_D12	NA	black	0	0	1.216
MGH54_P16_E01	NA	black	0	0.46362	0
MGH54_P16_E02	NA	black	0	4.8299	0
MGH54_P16_E03	NA	black	0	0	2.3254
MGH54_P16_E04	NA	black	0	0	0
MGH54_P16_E05	NA	black	0	0	0
MGH54_P16_E06	NA	black	0	0	1.1506
MGH54_P16_E07	NA	black	0	0	0
MGH54_P16_E08	NA	black	0	0	0
MGH54_P16_E09	NA	black	0	0	0
MGH54_P16_E10	NA	black	0	0	0
MGH54_P16_E11	NA	black	0	4.9513	0
MGH54_P16_E12	NA	black	0	0.75958	0
MGH54_P16_F01	NA	black	0	0	0
MGH54_P16_F03	NA	black	0	0	0
MGH54_P16_F04	NA	black	0	0	0
MGH54_P16_F05	NA	black	0	0	0
MGH54_P16_F06	NA	black	0	0	0
MGH54_P16_F07	-3.28772463329e-05	red	1	1.0086	1.4568
MGH54_P16_F08	NA	black	0	0	0.64801
MGH54_P16_F09	NA	black	0	0	0
MGH54_P16_F10	5.96565858278	black	0	7.0757	3.4046
MGH54_P16_F11	-0.0482901875023	red	1	0.29042	1.5499
MGH54_P16_G01	NA	black	0	5.6847	0
MGH54_P16_G02	NA	black	0	0	0
MGH54_P16_G03	NA	black	0	0.2302	0
MGH54_P16_G04	NA	black	0	0	0
MGH54_P16_G05	NA	black	0	0.45733	0
MGH54_P16_G06	NA	black	0	0.24123	0
MGH54_P16_G07	NA	black	0	0	0
MGH54_P16_G08	NA	black	0	0	4.6721
MGH54_P16_G09	NA	black	0	0	1.2546
MGH54_P16_G10	NA	black	0	0	0
MGH54_P16_G11	NA	black	0	0	0
MGH54_P16_G12	NA	black	0	0	0
MGH54_P16_H01	NA	black	0	0	0
MGH54_P16_H02	NA	black	0	0	0
MGH54_P16_H03	NA	black	0	0	0
MGH54_P16_H04	NA	black	0	0	0
MGH54_P16_H05	NA	black	0	0	1.3929
MGH54_P16_H06	NA	black	0	0	0
MGH54_P16_H07	NA	black	0	0	0
MGH54_P16_H08	NA	black	0	0	0
MGH54_P16_H09	NA	black	0	0	0
MGH54_P16_H10	NA	black	0	0	0
MGH54_P16_H11	NA	black	0	0	0.086784
MGH54_P16_H12	NA	black	0	0	0
MGH54_P17_A01	NA	black	0	0	0
MGH54_P17_A02	NA	black	0	0	0
MGH54_P17_A03	0.725778556638	red	1	1.6794	3.7023
MGH54_P17_A04	NA	black	0	0	0
MGH54_P17_A05	NA	black	0	0	1.9902
MGH54_P17_A06	NA	black	0	0	0
MGH54_P17_A07	NA	black	0	0.43082	0
MGH54_P17_A08	-1.29321555873	red	1	0.45733	4.4306
MGH54_P17_A09	NA	black	0	0.8504	0
MGH54_P17_A10	NA	black	0	0	0
MGH54_P17_A11	NA	black	0	0.10165	0
MGH54_P17_A12	NA	black	0	1.0321	0
MGH54_P17_B01	NA	black	0	0	1.2815
MGH54_P17_B02	NA	black	0	0	0
MGH54_P17_B03	NA	black	0	0	0.18269
MGH54_P17_B05	NA	black	0	0.97306	0
MGH54_P17_B06	NA	black	0	0	0
MGH54_P17_B07	0.0420468821315	red	1	1.7562	1.5926
MGH54_P17_B08	NA	black	0	0	0
MGH54_P17_B09	NA	black	0	0	1.4071
MGH54_P17_B10	NA	black	0	0.34028	0
MGH54_P17_B11	NA	black	0	0	1.1177
MGH54_P17_B12	NA	black	0	0.38184	0
MGH54_P17_C02	NA	black	0	0	0.13225
MGH54_P17_C03	NA	black	0	0	0
MGH54_P17_C04	NA	black	0	0	0
MGH54_P17_C05	-0.428231709139	red	1	0.37962	2.4766
MGH54_P17_C06	NA	black	0	3.949	0
MGH54_P17_C07	NA	black	0	0	0
MGH54_P17_C08	NA	black	0	0.48749	0
MGH54_P17_C09	NA	black	0	0	0
MGH54_P17_C10	NA	black	0	0	0
MGH54_P17_C11	-0.554175095395	red	1	0.51602	3.0286
MGH54_P17_C12	NA	black	0	0	0
MGH54_P17_D01	-0.874801118348	red	1	0.46989	3.6373
MGH54_P17_D02	NA	black	0	0	0
MGH54_P17_D03	NA	black	0	0	0
MGH54_P17_D04	NA	black	0	0.47405	0
MGH54_P17_D05	-0.911033636686	red	1	0.49057	3.7747
MGH54_P17_D06	-0.575860814756	red	1	0.41576	2.8637
MGH54_P17_D07	NA	black	0	0	0
MGH54_P17_D09	NA	black	0	0	3.2016
MGH54_P17_D10	NA	black	0	0	0
MGH54_P17_D12	NA	black	0	0.52607	0
MGH54_P17_E01	NA	black	0	0	0
MGH54_P17_E02	NA	black	0	0	0
MGH54_P17_E03	NA	black	0	0.62574	0
MGH54_P17_E04	NA	black	0	0	0
MGH54_P17_E05	NA	black	0	0	1.1852
MGH54_P17_E06	NA	black	0	0	0
MGH54_P17_E07	NA	black	0	0	1.5845
MGH54_P17_E08	NA	black	0	0	0
MGH54_P17_E09	NA	black	0	0	1.1473
MGH54_P17_E10	NA	black	0	0	0
MGH54_P17_E11	NA	black	0	0	0
MGH54_P17_E12	NA	black	0	0	0
MGH54_P17_F01	NA	black	0	0	0.34028
MGH54_P17_F02	NA	black	0	0.64062	0
MGH54_P17_F03	NA	black	0	0	0
MGH54_P17_F04	NA	black	0	0	0
MGH54_P17_F05	-2.55302081518	black	0	3.8565	0.14012
MGH54_P17_F07	NA	black	0	0	0
MGH54_P17_F08	NA	black	0	0	0
MGH54_P17_F09	NA	black	0	0.28096	0
MGH54_P17_F10	NA	black	0	0	0
MGH54_P17_F11	0.0703650176204	red	1	0.42223	1.2406
MGH54_P17_F12	NA	black	0	0	0
MGH54_P17_G01	NA	black	0	0	0
MGH54_P17_G02	NA	black	0	0	3.2456
MGH54_P17_G03	NA	black	0	0	0
MGH54_P17_G04	NA	black	0	0	0
MGH54_P17_G05	0.0860977702021	red	1	0.48027	1.1667
MGH54_P17_G06	NA	black	0	0	0
MGH54_P17_G07	NA	black	0	0	0
MGH54_P17_G08	NA	black	0	0	0
MGH54_P17_G09	NA	black	0	0	0
MGH54_P17_G10	NA	black	0	0	0
MGH54_P17_G11	NA	black	0	0.76299	0
MGH54_P17_G12	NA	black	0	0	0
MGH54_P17_H01	NA	black	0	0	0.39506
MGH54_P17_H02	0.348295046817	red	1	0.44467	0.27262
MGH54_P17_H05	NA	black	0	0	1.9153
MGH54_P17_H06	NA	black	0	0	0.82782
MGH54_P17_H07	NA	black	0	0	0
MGH54_P17_H08	NA	black	0	0	2.547
MGH54_P17_H09	NA	black	0	0	3.0692
MGH54_P17_H10	NA	black	0	0.35727	0
MGH54_P17_H11	NA	black	0	0	0
MGH54_P17_H12	NA	black	0	0	1.5425
MGH54_P6_A01	NA	black	0	2.7566	0
MGH54_P6_A02	NA	black	0	0	0
MGH54_P6_A03	NA	black	0	0	0
MGH54_P6_A04	NA	black	0	0	0
MGH54_P6_A05	-0.16518319511	red	1	0.99059	3.5177
MGH54_P6_A06	NA	black	0	0	0
MGH54_P6_A07	NA	black	0	0.57821	0
MGH54_P6_A08	NA	black	0	0	2.6415
MGH54_P6_A09	NA	black	0	0	1.2314
MGH54_P6_A10	NA	black	0	0	0
MGH54_P6_A11	NA	black	0	5.1132	0
MGH54_P6_A12	NA	black	0	0	0
MGH54_P6_B01	NA	black	0	0	0
MGH54_P6_B02	NA	black	0	0	0
MGH54_P6_B03	NA	black	0	0	0
MGH54_P6_B04	NA	black	0	0	2.6383
MGH54_P6_B05	NA	black	0	0	0
MGH54_P6_B06	NA	black	0	5.6163	0
MGH54_P6_B07	NA	black	0	0	0.48646
MGH54_P6_B08	NA	black	0	0	0
MGH54_P6_B09	NA	black	0	0	0
MGH54_P6_B10	NA	black	0	0	0
MGH54_P6_B11	NA	black	0	0	0
MGH54_P6_B12	NA	black	0	0.61636	0
MGH54_P6_C01	0.407688659103	red	1	0.41359	0.13225
MGH54_P6_C02	NA	black	0	0	0
MGH54_P6_C03	NA	black	0	0	0
MGH54_P6_C04	NA	black	0	0	0
MGH54_P6_C06	NA	black	0	4.8307	0
MGH54_P6_C07	NA	black	0	0.61918	0
MGH54_P6_C08	NA	black	0	0.46048	0
MGH54_P6_C09	0.00309655097015	red	1	0.97012	1.1731
MGH54_P6_C10	NA	black	0	0	0
MGH54_P6_C11	NA	black	0	0.62199	0
MGH54_P6_C12	NA	black	0	0.7031	0
MGH54_P6_D01	NA	black	0	0	0
MGH54_P6_D02	NA	black	0	0	0
MGH54_P6_D03	NA	black	0	0	0
MGH54_P6_D04	NA	black	0	0.66357	0
MGH54_P6_D05	NA	black	0	0	3.027
MGH54_P6_D07	NA	black	0	0	0
MGH54_P6_D08	NA	black	0	0	0.73466
MGH54_P6_D09	NA	black	0	0	0
MGH54_P6_D10	NA	black	0	2.3702	0
MGH54_P6_D11	-0.0516944408339	red	1	0.57046	1.6425
MGH54_P6_D12	-0.138928008438	red	1	1.1164	0.22651
MGH54_P6_E02	NA	black	0	0	0
MGH54_P6_E03	NA	black	0	0	0
MGH54_P6_E04	NA	black	0	0	0
MGH54_P6_E05	NA	black	0	0.61636	0
MGH54_P6_E07	NA	black	0	0.56365	0
MGH54_P6_E08	NA	black	0	0	2.0225
MGH54_P6_E09	NA	black	0	0.54003	0
MGH54_P6_E10	NA	black	0	0	0
MGH54_P6_E11	NA	black	0	0	0
MGH54_P6_E12	NA	black	0	0	0
MGH54_P6_F01	NA	black	0	0.5509	0
MGH54_P6_F02	NA	black	0	0	0
MGH54_P6_F03	-0.128290328115	red	1	0.59455	1.9355
MGH54_P6_F05	NA	black	0	0	0
MGH54_P6_F06	NA	black	0	0	0
MGH54_P6_F07	NA	black	0	0	0
MGH54_P6_F08	0.299018011959	red	1	0.50284	0.3115
MGH54_P6_F09	NA	black	0	0	0
MGH54_P6_F10	NA	black	0	1.3426	0
MGH54_P6_F11	NA	black	0	0	0.18396
MGH54_P6_F12	NA	black	0	0	0
MGH54_P6_G01	NA	black	0	0	2.6274
MGH54_P6_G02	NA	black	0	0	2.8321
MGH54_P6_G03	NA	black	0	0	0
MGH54_P6_G04	NA	black	0	0	0.86869
MGH54_P6_G06	NA	black	0	0	0
MGH54_P6_G07	NA	black	0	0	0.3774
MGH54_P6_G08	NA	black	0	0	0
MGH54_P6_G09	NA	black	0	0	0
MGH54_P6_G10	NA	black	0	0	0
MGH54_P6_G11	NA	black	0	0	2.4839
MGH54_P6_G12	NA	black	0	0	0.32423
MGH54_P6_H01	NA	black	0	0	2.9902
MGH54_P6_H03	NA	black	0	2.3835	0
MGH54_P6_H05	NA	black	0	0	0.09356
MGH54_P6_H06	NA	black	0	0.63134	0
MGH54_P6_H07	NA	black	0	0	1.2091
MGH54_P6_H08	NA	black	0	1.107	0
MGH54_P6_H09	NA	black	0	0	0
MGH54_P6_H10	NA	black	0	0	0
MGH54_P6_H11	NA	black	0	0	2.373
MGH54_P6_H12	NA	black	0	0	0
MGH54_P7_A02	NA	black	0	0.27381	0
MGH54_P7_A03	NA	black	0	0.64247	0
MGH54_P7_A04	NA	black	0	0.36513	0
MGH54_P7_A06	NA	black	0	0.28451	0
MGH54_P7_A07	0.283605132717	red	1	0.57821	0.1003
MGH54_P7_A08	NA	black	0	0	0
MGH54_P7_A10	NA	black	0	0.43082	0
MGH54_P7_A11	NA	black	0	0	0
MGH54_P7_A12	NA	black	0	0	0
MGH54_P7_B01	NA	black	0	0	0
MGH54_P7_B03	NA	black	0	0	0
MGH54_P7_B04	NA	black	0	0.338	0
MGH54_P7_B05	NA	black	0	0	0
MGH54_P7_B06	NA	black	0	0.46362	0
MGH54_P7_B07	NA	black	0	0	4.0565
MGH54_P7_B08	NA	black	0	0	0
MGH54_P7_B09	NA	black	0	0.40708	0
MGH54_P7_B10	NA	black	0	0.35276	0
MGH54_P7_B12	NA	black	0	0	0
MGH54_P7_C01	NA	black	0	0.29514	0
MGH54_P7_C03	NA	black	0	0	0
MGH54_P7_C04	NA	black	0	0.6248	0
MGH54_P7_C05	NA	black	0	0	1.9895
MGH54_P7_C06	NA	black	0	0.41143	0
MGH54_P7_C07	NA	black	0	0.52907	0
MGH54_P7_C08	NA	black	0	0.32998	0
MGH54_P7_C09	NA	black	0	0	0
MGH54_P7_C10	NA	black	0	0.5568	0
MGH54_P7_C11	NA	black	0	0	0
MGH54_P7_C12	NA	black	0	0.54399	0
MGH54_P7_D01	NA	black	0	0	0
MGH54_P7_D02	NA	black	0	0.71809	0
MGH54_P7_D03	NA	black	0	1.06	0
MGH54_P7_D04	NA	black	0	0	0
MGH54_P7_D05	NA	black	0	0	0
MGH54_P7_D06	NA	black	0	0	4.3134
MGH54_P7_D08	NA	black	0	0.56657	0
MGH54_P7_D11	NA	black	0	0	1.0286
MGH54_P7_D12	NA	black	0	0	1.9211
MGH54_P7_E01	NA	black	0	0	0
MGH54_P7_E02	NA	black	0	0	0
MGH54_P7_E03	NA	black	0	0	0
MGH54_P7_E04	NA	black	0	0.38294	0
MGH54_P7_E05	NA	black	0	0	0
MGH54_P7_E06	NA	black	0	0.43082	0
MGH54_P7_E08	NA	black	0	0	0
MGH54_P7_E09	NA	black	0	0	0
MGH54_P7_E10	NA	black	0	0	0
MGH54_P7_E11	NA	black	0	0	0
MGH54_P7_E12	NA	black	0	0.94636	0
MGH54_P7_F01	NA	black	0	0	0
MGH54_P7_F02	0.455424921672	red	1	0.32539	0.19787
MGH54_P7_F03	NA	black	0	0.45101	0
MGH54_P7_F04	NA	black	0	0.39067	0
MGH54_P7_F05	NA	black	0	0	0
MGH54_P7_F06	NA	black	0	0.35614	0
MGH54_P7_F08	NA	black	0	0.96643	0
MGH54_P7_F10	NA	black	0	0	0
MGH54_P7_F11	NA	black	0	0	0
MGH54_P7_G01	NA	black	0	0.33685	0
MGH54_P7_G02	NA	black	0	0	0
MGH54_P7_G03	NA	black	0	0	0
MGH54_P7_G04	NA	black	0	0.61918	0
MGH54_P7_G06	NA	black	0	0.49365	0
MGH54_P7_G07	NA	black	0	2.9079	0
MGH54_P7_G08	NA	black	0	0	0
MGH54_P7_G09	NA	black	0	0	0
MGH54_P7_G10	0.00167442437918	red	1	0.24245	1.4335
MGH54_P7_G11	NA	black	0	6.5148	0
MGH54_P7_H01	NA	black	0	0	0
MGH54_P7_H02	NA	black	0	1.9601	0
MGH54_P7_H04	NA	black	0	0	0
MGH54_P7_H05	NA	black	0	0.34255	0
MGH54_P7_H09	NA	black	0	0	0
MGH54_P7_H10	NA	black	0	0.32077	0
MGH54_P8_A01	NA	black	0	0.39944	0
MGH54_P8_A06	NA	black	0	0	0
MGH54_P8_A07	NA	black	0	0	0
MGH54_P8_A09	NA	black	0	0.20914	0
MGH54_P8_A10	NA	black	0	0	0
MGH54_P8_A11	NA	black	0	0	0
MGH54_P8_A12	NA	black	0	0.14926	0
MGH54_P8_B01	NA	black	0	0	0
MGH54_P8_B02	NA	black	0	0	0
MGH54_P8_B04	NA	black	0	0.51501	0
MGH54_P8_B08	NA	black	0	3.892	0
MGH54_P8_B09	NA	black	0	0	0
MGH54_P8_B12	NA	black	0	0.16221	0
MGH54_P8_C02	NA	black	0	0	0
MGH54_P8_C04	NA	black	0	0	0.088142
MGH54_P8_C06	NA	black	0	0	0
MGH54_P8_C07	-1.22206702696	red	1	0.21288	3.6396
MGH54_P8_C09	-1.4329028477	black	0	0.45733	4.6896
MGH54_P8_C12	NA	black	0	0.53207	0
MGH54_P8_D01	NA	black	0	0	0
MGH54_P8_D03	NA	black	0	0	0
MGH54_P8_D04	NA	black	0	0	0
MGH54_P8_D05	NA	black	0	0.25701	0
MGH54_P8_D06	NA	black	0	0.46884	0
MGH54_P8_D07	NA	black	0	0	2.9256
MGH54_P8_D08	0.667989469381	red	1	0.12961	0.038436
MGH54_P8_D10	NA	black	0	0.25217	0
MGH54_P8_D11	NA	black	0	0	0
MGH54_P8_D12	NA	black	0	0.52507	0
MGH54_P8_E01	-0.333854897613	red	1	0.83188	3.3981
MGH54_P8_E04	NA	black	0	0.31962	0
MGH54_P8_E05	NA	black	0	0	0.20163
MGH54_P8_E07	NA	black	0	0.32308	0
MGH54_P8_E08	NA	black	0	0.5888	0
MGH54_P8_E10	NA	black	0	0.18903	0
MGH54_P8_F01	-0.0138136947687	red	1	0.28333	1.4704
MGH54_P8_F02	NA	black	0	0.46153	0
MGH54_P8_F04	NA	black	0	0.25338	0
MGH54_P8_F05	NA	black	0	0	0
MGH54_P8_F06	NA	black	0	0	0
MGH54_P8_F08	NA	black	0	0.49774	0
MGH54_P8_F09	0.244480686594	red	1	0.40054	0.72421
MGH54_P8_F10	NA	black	0	0.4813	0
MGH54_P8_F11	NA	black	0	3.7881	0
MGH54_P8_F12	NA	black	0	0	0
MGH54_P8_G01	NA	black	0	0	0
MGH54_P8_G03	NA	black	0	0	0
MGH54_P8_G04	NA	black	0	0	0
MGH54_P8_G05	NA	black	0	0.78827	0
MGH54_P8_G06	NA	black	0	0	0
MGH54_P8_G07	NA	black	0	0	0
MGH54_P8_G08	NA	black	0	0.23756	0
MGH54_P8_G09	NA	black	0	0	0
MGH54_P8_G10	NA	black	0	0.18015	0
MGH54_P8_G11	NA	black	0	0.37295	0
MGH54_P8_G12	NA	black	0	0.40599	0
MGH54_P8_H01	NA	black	0	1.1473	0
MGH54_P8_H03	NA	black	0	1.0956	0
