Cell_name	Zvalue	Color	Cluster	POU2AF1	POU2F1
MGH54_P12_B08	-0.724102883125	green3	2	0.32654	3.1536
MGH54_P12_B09	0.558984166291	green3	2	0.21288	0.04684
MGH54_P12_B10	-0.854411207375	green3	2	0.23756	2.5602
MGH54_P12_B11	-0.115848988521	green3	2	0.46989	0.26183
MGH54_P12_C01	NA	black	0	0.95977	0
MGH54_P12_C02	NA	black	0	0	0
MGH54_P12_C03	NA	black	0	0	0
MGH54_P12_C04	NA	black	0	0	2.0036
MGH54_P12_C05	NA	black	0	0	3.4059
MGH54_P12_C06	NA	black	0	0	3.2441
MGH54_P12_C07	NA	black	0	0	0
MGH54_P12_C08	NA	black	0	0	0
MGH54_P12_C09	0.223156265544	green3	2	0.51602	2.2247
MGH54_P12_C11	NA	black	0	0	2.3277
MGH54_P12_C12	NA	black	0	0	0
MGH54_P12_D01	NA	black	0	0	1.8127
MGH54_P12_D02	0.60797607565	green3	2	0.55189	3.5182
MGH54_P12_D04	0.07268040767	green3	2	0.4678	3.1819
MGH54_P12_D05	NA	black	0	0.23634	0
MGH54_P12_D06	-0.0231339719125	green3	2	0.42438	0.056584
MGH54_P12_D07	-1.61614743244	black	0	0.26544	4.0394
MGH54_P12_D08	-0.192390809371	green3	2	0.4916	0.14535
MGH54_P12_D09	NA	black	0	0.72421	0
MGH54_P12_D10	0.438226095283	green3	2	0.25096	0.090853
MGH54_P12_D11	-0.316057165672	green3	2	0.3774	2.7031
MGH54_P12_D12	0.132552284464	green3	2	0.36737	0.088142
MGH54_P12_E01	NA	black	0	0.39287	0
MGH54_P12_E02	-0.482995553674	green3	2	0.37518	3.2753
MGH54_P12_E03	1.24485546975	green3	2	1.1434	1.8343
MGH54_P12_E04	NA	black	0	0.68975	0
MGH54_P12_E05	NA	black	0	0	1.852
MGH54_P12_E06	-0.762511964052	green3	2	0.2228	2.3254
MGH54_P12_E07	NA	black	0	0	0
MGH54_P12_E08	0.137659970914	green3	2	0.35502	0.28688
MGH54_P12_E09	-0.0545703295792	green3	2	0.25822	1.1814
MGH54_P12_E10	NA	black	0	0	1.5074
MGH54_P12_E11	0.236273683032	green3	2	0.33228	0.035624
MGH54_P12_E12	NA	black	0	0	2.6425
MGH54_P12_F01	NA	black	0	0	0
MGH54_P12_F02	NA	black	0	0	0
MGH54_P12_F03	NA	black	0	0	0.25096
MGH54_P12_F04	NA	black	0	0	1.3443
MGH54_P12_F05	NA	black	0	0	4.5677
MGH54_P12_F06	NA	black	0	0.81065	0
MGH54_P12_F07	NA	black	0	0	2.4534
MGH54_P12_F08	NA	black	0	0	1.0257
MGH54_P12_F09	0.328211233404	green3	2	0.19912	0.51501
MGH54_P12_F10	NA	black	0	0.49467	0
MGH54_P12_F11	NA	black	0	0	0.053806
MGH54_P12_F12	-0.691922167209	green3	2	0.75617	0.37518
MGH54_P12_G01	NA	black	0	0	1.3477
MGH54_P12_G02	NA	black	0	0	0
MGH54_P12_G03	1.53642566361	black	0	0.76723	2.926
MGH54_P12_G04	NA	black	0	0	2.1067
MGH54_P12_G05	-0.07420041337	green3	2	0.54102	0.86552
MGH54_P12_G06	NA	black	0	0	0.41143
MGH54_P12_G07	NA	black	0	0	0
MGH54_P12_G08	0.158242144615	green3	2	0.3584	0.074505
MGH54_P12_G09	NA	black	0	0	2.5028
MGH54_P12_G10	-0.736272436271	green3	2	0.26424	2.5462
MGH54_P12_G11	-0.325819205196	green3	2	0.55582	0.23389
MGH54_P12_H01	NA	black	0	0	1.4271
MGH54_P12_H02	NA	black	0	0	0
MGH54_P12_H03	NA	black	0	0	2.3989
MGH54_P12_H04	0.860283080929	green3	2	0.041243	0.19535
MGH54_P12_H05	NA	black	0	0	1.6964
MGH54_P12_H06	NA	black	0	0	0.123
MGH54_P12_H07	0.14840643873	green3	2	0.48336	3.8932
MGH54_P12_H09	-0.000320626341839	green3	2	0.42223	0.53007
MGH54_P12_H10	-1.08007934494	green3	2	0.18269	2.5561
MGH54_P12_H11	NA	black	0	0	1.488
MGH54_P9_A01	0.00722595855853	green3	2	0.38515	1.0201
MGH54_P9_A02	NA	black	0	0	0
MGH54_P9_A03	NA	black	0	0.22527	0
MGH54_P9_A04	NA	black	0	0	2.6107
MGH54_P9_A05	0.388757886551	green3	2	0.19409	0.42546
MGH54_P9_A06	NA	black	0	0	0
MGH54_P9_A07	NA	black	0	0	1.7062
MGH54_P9_A08	NA	black	0	0	0.61447
MGH54_P9_A09	NA	black	0	0.35952	0
MGH54_P9_A10	NA	black	0	0	0
MGH54_P9_A11	NA	black	0	0	0
MGH54_P9_A12	NA	black	0	0	1.6406
MGH54_P9_B01	0.223381556353	green3	2	0.87578	1.3334
MGH54_P9_B02	NA	black	0	0.58785	0
MGH54_P9_B03	NA	black	0	0	0
MGH54_P9_B04	NA	black	0	0	0
MGH54_P9_B05	-0.104876431096	green3	2	0.46467	0.2558
MGH54_P9_B06	0.135794358031	green3	2	0.35276	0.32998
MGH54_P9_B07	-0.717853863652	green3	2	0.26303	2.5036
MGH54_P9_B10	NA	black	0	0	0.079975
MGH54_P9_B11	-0.466494768612	green3	2	3.0282	1.369
MGH54_P9_B12	NA	black	0	0	1.3219
MGH54_P9_C01	NA	black	0	0	0.24367
MGH54_P9_C02	NA	black	0	0	1.115
MGH54_P9_C03	NA	black	0	0	3.2818
MGH54_P9_C04	0.749145685707	green3	2	0.88362	1.7668
MGH54_P9_C05	NA	black	0	0	0
MGH54_P9_C06	NA	black	0	0	0.08134
MGH54_P9_C07	NA	black	0	0	0.53804
MGH54_P9_C08	1.21627899012	green3	2	0.80405	2.3849
MGH54_P9_C09	NA	black	0	0	0
MGH54_P9_C10	NA	black	0	0	2.2243
MGH54_P9_C11	NA	black	0	0	0
MGH54_P9_C12	NA	black	0	0	0
MGH54_P9_D01	-1.0081528559	green3	2	0.77231	0.092207
MGH54_P9_D03	NA	black	0	0.44573	0
MGH54_P9_D04	NA	black	0	0	0
MGH54_P9_D05	NA	black	0	0	0.79244
MGH54_P9_D07	NA	black	0	0	3.2976
MGH54_P9_D08	-0.789242323075	green3	2	0.33342	3.4097
MGH54_P9_D09	-0.188739513248	green3	2	0.36289	1.9782
MGH54_P9_D10	NA	black	0	0	3.0844
MGH54_P9_D11	NA	black	0	0	0
MGH54_P9_D12	NA	black	0	0	0.2228
MGH54_P9_E01	NA	black	0	0	0
MGH54_P9_E02	NA	black	0	0	0
MGH54_P9_E03	-0.0822696908409	green3	2	0.61164	0.9486
MGH54_P9_E04	0.234938333706	green3	2	0.32998	0.074505
MGH54_P9_E05	0.0550083837201	green3	2	0.39616	0.09356
MGH54_P9_E06	NA	black	0	0.36401	0
MGH54_P9_E07	NA	black	0	0	1.8123
MGH54_P9_E08	NA	black	0	0	0.12829
MGH54_P9_E09	NA	black	0	0	0
MGH54_P9_E10	-0.843445965909	green3	2	0.71282	0.079975
MGH54_P9_E11	NA	black	0	0	1.5205
MGH54_P9_E12	NA	black	0	0	0.95754
MGH54_P9_F01	NA	black	0	0	0
MGH54_P9_F02	0.492471825826	green3	2	0.61164	2.1836
MGH54_P9_F03	NA	black	0	0	1.5883
MGH54_P9_F04	NA	black	0	0	0.24489
MGH54_P9_F05	NA	black	0	0	2.0759
MGH54_P9_F06	NA	black	0	0	3.1765
MGH54_P9_F07	NA	black	0	0.23143	0
MGH54_P9_F08	-0.0092192394094	green3	2	0.36625	1.1329
MGH54_P9_F09	NA	black	0	0	2.7545
MGH54_P9_F10	NA	black	0	0	0.077243
MGH54_P9_F11	NA	black	0	0	0.70221
MGH54_P9_F12	NA	black	0	0	0.54794
MGH54_P9_G01	NA	black	0	0	1.7647
MGH54_P9_G02	-0.0722065650388	green3	2	0.42975	2.5811
MGH54_P9_G03	NA	black	0	0	0
MGH54_P9_G04	NA	black	0	0	0
MGH54_P9_G05	NA	black	0	0	1.7172
MGH54_P9_G06	NA	black	0	0	1.1283
MGH54_P9_G07	NA	black	0	1.269	0
MGH54_P9_G08	0.0938002287686	green3	2	0.54597	1.4087
MGH54_P9_G09	NA	black	0	0	2.1953
MGH54_P9_G10	NA	black	0	0.38073	0
MGH54_P9_G12	NA	black	0	0	0
MGH54_P9_H01	NA	black	0	0	1.3601
MGH54_P9_H02	NA	black	0	0	1.5768
MGH54_P9_H03	NA	black	0	0	1.8524
MGH54_P9_H04	0.703318364888	green3	2	0.15316	0.067639
MGH54_P9_H05	NA	black	0	0.46362	0
MGH54_P9_H06	-1.01962275449	green3	2	0.76977	0.073135
MGH54_P9_H07	0.0651357506361	green3	2	0.39287	0.049631
MGH54_P9_H08	NA	black	0	0	1.2023
MGH54_P9_H09	NA	black	0	0	2.9063
MGH54_P9_H10	NA	black	0	0	0.56169
MGH54_P9_H11	NA	black	0	0	3.4877
MGH54_P9_H12	0.2895996316	green3	2	0.26424	0.38294
MGH54_P2_A05	-0.159416032491	green3	2	0.37962	2.0391
MGH54_P2_A06	NA	black	0	0	0
MGH54_P2_A10	-0.543146711402	green3	2	0.81311	0.62761
MGH54_P2_B03	NA	black	0	0	2.4247
MGH54_P2_B04	NA	black	0	0	0.13093
MGH54_P2_B06	-0.711527014838	green3	2	0.66993	0.088142
MGH54_P2_B09	NA	black	0	0	0
MGH54_P2_B10	-0.141127573922	green3	2	0.37962	1.9456
MGH54_P2_B11	NA	black	0	0	1.2004
MGH54_P2_C01	-0.00219788574184	green3	2	0.41684	0.051024
MGH54_P2_C02	1.61245143377	black	0	0.99928	2.232
MGH54_P2_C04	0.218908540038	green3	2	0.32423	0.21661
MGH54_P2_C05	-0.0536252082666	green3	2	0.4351	0.052416
MGH54_P2_C09	NA	black	0	0	3.2848
MGH54_P2_C10	NA	black	0	0	0
MGH54_P2_C11	0.686333291701	green3	2	0.16736	0.037031
MGH54_P2_D01	-0.00201593098062	green3	2	0.41684	1.144
MGH54_P2_D02	NA	black	0	0	0.13881
MGH54_P2_D03	NA	black	0	0	3.2366
MGH54_P2_D04	NA	black	0	0	2.4024
MGH54_P2_E01	1.2117534532	green3	2	0.75702	2.5719
MGH54_P2_E02	NA	black	0	0.75788	0
MGH54_P2_E03	-0.0466278065325	green3	2	0.42331	2.0559
MGH54_P2_E04	NA	black	0	0.48749	0
MGH54_P2_E05	NA	black	0	0	0
MGH54_P2_E08	NA	black	0	0	0.34142
MGH54_P2_E11	NA	black	0	0	2.8949
MGH54_P2_E12	-0.37810439402	green3	2	0.33113	2.3051
MGH54_P2_F05	0.00224518786371	green3	2	0.24732	1.0587
MGH54_P2_F06	-0.426940770465	green3	2	0.56755	0.069015
MGH54_P2_F08	-0.0627604800522	green3	2	0.17632	1.1447
MGH54_P2_F10	-0.839128941543	green3	2	0.31034	3.2024
MGH54_P2_F12	NA	black	0	0	0
MGH54_P2_G02	-0.597653873557	green3	2	0.64062	0.13356
MGH54_P2_G06	0.444755063406	green3	2	0.23389	0.17121
MGH54_P2_G07	NA	black	0	0	0.035624
MGH54_P2_G08	0.130027551559	green3	2	0.51904	1.6776
MGH54_P2_G11	NA	black	0	0	0
MGH54_P2_G12	NA	black	0	0	1.5758
MGH54_P2_H02	NA	black	0	0	0
MGH54_P2_H08	NA	black	0	0	1.4714
MGH54_P2_H09	NA	black	0	0	0.68347
MGH54_P2_H11	NA	black	0	0	1.0531
MGH54_P5_A02	NA	black	0	0	2.1033
MGH54_P5_A03	NA	black	0	0	0.50182
MGH54_P5_A04	NA	black	0	0.8528	0
MGH54_P5_A05	NA	black	0	0	2.6704
MGH54_P5_A06	-0.529686197778	green3	2	0.31499	2.5467
MGH54_P5_A07	-0.0682264456711	green3	2	0.27143	1.224
MGH54_P5_A08	NA	black	0	0	2.3205
MGH54_P5_A09	0.523815834372	green3	2	0.21661	0.096262
MGH54_P5_A10	NA	black	0	0	0
MGH54_P5_A11	NA	black	0	0	0.094912
MGH54_P5_A12	NA	black	0	0	0.11902
MGH54_P5_B02	NA	black	0	0	0
MGH54_P5_B03	NA	black	0	0	0
MGH54_P5_B04	-1.54099724801	black	0	0.30918	4.5592
MGH54_P5_B05	0.365419263225	green3	2	0.28214	0.066261
MGH54_P5_B06	NA	black	0	0	1.7592
MGH54_P5_B07	NA	black	0	0	2.5092
MGH54_P5_B08	NA	black	0	0	0
MGH54_P5_B09	-0.800803659192	green3	2	0.25338	2.5809
MGH54_P5_B10	NA	black	0	0.69421	0
MGH54_P5_B11	-0.0560700098256	green3	2	0.36177	1.3702
MGH54_P5_B12	0.340369189215	green3	2	0.23879	0.37184
MGH54_P5_C01	0.138694826541	green3	2	0.36513	0.086784
MGH54_P5_C02	NA	black	0	0	0.064883
MGH54_P5_C03	NA	black	0	0	0
MGH54_P5_C04	-0.74785423061	green3	2	0.23756	2.3868
MGH54_P5_C05	-0.20947735331	green3	2	0.24001	1.46
MGH54_P5_C06	NA	black	0	0	0.1776
MGH54_P5_C07	-3.17117214357	black	0	0.048236	3.8508
MGH54_P5_C08	-0.0902823425468	green3	2	0.42223	2.4727
MGH54_P5_C09	-0.642140743259	green3	2	0.22897	2.167
MGH54_P5_C10	0.458648751026	green3	2	0.24001	0.10836
MGH54_P5_C11	NA	black	0	0	0.2302
MGH54_P5_C12	NA	black	0	0	2.2717
MGH54_P5_D01	-0.187459855158	green3	2	0.48646	0.10702
MGH54_P5_D02	NA	black	0	0	0
MGH54_P5_D03	NA	black	0	0.37407	0
MGH54_P5_D04	-0.533486284657	green3	2	0.33685	2.8047
MGH54_P5_D05	NA	black	0	0	1.3277
MGH54_P5_D06	NA	black	0	0	2.4139
MGH54_P5_D08	NA	black	0	0	0.05797
MGH54_P5_D09	NA	black	0	0	0
MGH54_P5_D10	-0.0430891007551	green3	2	0.36513	1.3167
MGH54_P5_D11	NA	black	0	0.26784	0
MGH54_P5_D12	NA	black	0	0.21537	0
MGH54_P5_E01	NA	black	0	0	3.1958
MGH54_P5_E02	-0.908401859083	green3	2	0.73725	0.088142
MGH54_P5_E03	NA	black	0	0	1.3967
MGH54_P5_E04	NA	black	0	0.25701	0
MGH54_P5_E05	-0.736833288508	green3	2	0.2762	2.6418
MGH54_P5_E06	-0.0278561902386	green3	2	0.41576	1.6069
MGH54_P5_E07	-1.0497933753	green3	2	0.80983	0.15575
MGH54_P5_E08	NA	black	0	0	0.36401
MGH54_P5_E09	NA	black	0	0	0.034216
MGH54_P5_E10	0.29442903417	green3	2	0.56267	1.9895
MGH54_P5_E11	-0.74619340541	green3	2	0.28451	2.7325
MGH54_P5_E12	0.506600931856	green3	2	0.23143	0.052416
MGH54_P5_F01	NA	black	0	0.38294	0
MGH54_P5_F02	NA	black	0	0.20163	0
MGH54_P5_F03	NA	black	0	0	0.051024
MGH54_P5_F04	NA	black	0	0	0.086784
MGH54_P5_F05	-0.604732886923	green3	2	0.34028	3.0444
MGH54_P5_F06	-0.884091355165	green3	2	0.72334	0.069015
MGH54_P5_F07	0.0395693410518	green3	2	0.46048	3.0133
MGH54_P5_F08	NA	black	0	0	0.055196
MGH54_P5_F10	0.281938146801	green3	2	0.25942	0.42223
MGH54_P5_F11	NA	black	0	0	0
MGH54_P5_F12	0.00161474624676	green3	2	0.54201	1.1084
MGH54_P5_G01	NA	black	0	0	2.3499
MGH54_P5_G02	0.206213692278	green3	2	0.32998	0.21412
MGH54_P5_G03	-0.794785182706	green3	2	0.71984	0.16092
MGH54_P5_G04	NA	black	0	0	0.097611
MGH54_P5_G05	NA	black	0	0	2.5993
MGH54_P5_G06	NA	black	0	0.25942	0
MGH54_P5_G07	-0.574402175139	green3	2	0.32193	2.7307
MGH54_P5_G08	-1.09032739769	green3	2	0.21288	2.7523
MGH54_P5_G09	NA	black	0	0	2.7338
MGH54_P5_G10	NA	black	0	0	0.14274
MGH54_P5_G11	-0.0295222809735	green3	2	0.42653	0.051024
MGH54_P5_G12	NA	black	0	0	1.1197
MGH54_P5_H01	NA	black	0	0	1.877
MGH54_P5_H02	0.0831151422682	green3	2	0.34823	0.67265
MGH54_P5_H03	NA	black	0	0.28688	0
MGH54_P5_H04	NA	black	0	0	1.7545
MGH54_P5_H05	NA	black	0	0	2.0325
MGH54_P5_H06	NA	black	0	0	1.1263
MGH54_P5_H07	NA	black	0	0	0
MGH54_P5_H08	NA	black	0	0	2.024
MGH54_P5_H09	NA	black	0	0	1.0151
MGH54_P5_H10	NA	black	0	0	1.3595
MGH54_P5_H11	0.250380863234	green3	2	0.21785	0.6107
MGH54_P5_H12	NA	black	0	0	0
MGH54_P13_A02	NA	black	0	0	2.6586
MGH54_P13_A03	NA	black	0	0	0
MGH54_P13_A04	NA	black	0	0	0.14796
MGH54_P13_A05	NA	black	0	0	1.3802
MGH54_P13_A06	NA	black	0	0	2.2594
MGH54_P13_A07	NA	black	0	0	1.8953
MGH54_P13_A09	0.133053003399	green3	2	0.60502	1.3956
MGH54_P13_A10	3.19427906246	black	0	1.0936	3.0142
MGH54_P13_A11	0.104064303448	green3	2	0.64247	1.2981
MGH54_P13_B01	NA	black	0	0	0
MGH54_P13_B02	NA	black	0	0	2.8074
MGH54_P13_B03	NA	black	0	0	0
MGH54_P13_B04	NA	black	0	0	0
MGH54_P13_B05	NA	black	0	0	0
MGH54_P13_B06	NA	black	0	0	0.18269
MGH54_P13_B07	NA	black	0	0	0
MGH54_P13_B08	NA	black	0	0	2.6439
MGH54_P13_B10	NA	black	0	0	2.4378
MGH54_P13_B11	NA	black	0	0	0
MGH54_P13_B12	NA	black	0	0	0.24732
MGH54_P13_C01	NA	black	0	0	2.1519
MGH54_P13_C02	NA	black	0	0	1.1795
MGH54_P13_C03	NA	black	0	0.32308	0
MGH54_P13_C04	NA	black	0	0	0.7476
MGH54_P13_C05	NA	black	0	0	0
MGH54_P13_C06	NA	black	0	0	3.8379
MGH54_P13_C07	NA	black	0	0	0.2762
MGH54_P13_C09	NA	black	0	0	2.4774
MGH54_P13_C10	NA	black	0	0.30217	0
MGH54_P13_C11	NA	black	0	0	1.9057
MGH54_P13_C12	-0.289924960496	green3	2	0.52707	0.13225
MGH54_P13_D01	-0.248260229571	green3	2	0.52607	0.25217
MGH54_P13_D02	NA	black	0	0	0.22897
MGH54_P13_D03	0.710626957414	green3	2	0.69777	2.1463
MGH54_P13_D04	NA	black	0	0	2.2366
MGH54_P13_D05	NA	black	0	0.31383	0
MGH54_P13_D06	0.12698833831	green3	2	0.48852	2.0861
MGH54_P13_D07	NA	black	0	0	1.8671
MGH54_P13_D09	NA	black	0	0.46258	0
MGH54_P13_D10	NA	black	0	0	0.63413
MGH54_P13_D11	NA	black	0	0	0
MGH54_P13_D12	0.333385199075	green3	2	0.66812	1.648
MGH54_P13_E01	NA	black	0	0	1.9392
MGH54_P13_E02	NA	black	0	0.5955	0
MGH54_P13_E03	-0.215835595188	green3	2	0.88206	0.97453
MGH54_P13_E04	NA	black	0	0	1.7786
MGH54_P13_E05	NA	black	0	0	1.9222
MGH54_P13_E06	NA	black	0	0	1.517
MGH54_P13_E07	NA	black	0	0	0.40708
MGH54_P13_E08	NA	black	0	0	3.9383
MGH54_P13_E09	5.30834652585	black	0	1.8262	2.702
MGH54_P13_E10	NA	black	0	0	2.108
MGH54_P13_E11	NA	black	0	0	1.5236
MGH54_P13_E12	-0.571432959765	green3	2	0.77653	0.54201
MGH54_P13_F01	NA	black	0	0	0.17377
MGH54_P13_F02	NA	black	0	0	0
MGH54_P13_F03	NA	black	0	0.21288	0
MGH54_P13_F04	NA	black	0	0	0.13881
MGH54_P13_F05	-0.211894365563	green3	2	0.21909	1.4233
MGH54_P13_F06	NA	black	0	0	0.28096
MGH54_P13_F07	-0.205333477759	green3	2	0.088142	1.2618
MGH54_P13_F08	NA	black	0	0.57918	0
MGH54_P13_F09	NA	black	0	0	2.5268
MGH54_P13_F10	0.144495417154	green3	2	0.26664	0.72944
MGH54_P13_F11	NA	black	0	0	2.5797
MGH54_P13_F12	NA	black	0	0	0.10836
MGH54_P13_G01	NA	black	0	0	1.7941
MGH54_P13_G02	0.383405805451	green3	2	0.25942	0.17377
MGH54_P13_G03	NA	black	0	0	1.2963
MGH54_P13_G05	NA	black	0	0	2.5059
MGH54_P13_G06	NA	black	0	0.31499	0
MGH54_P13_G07	NA	black	0	0.76043	0
MGH54_P13_G08	-0.94183743549	green3	2	0.25096	2.8018
MGH54_P13_G09	NA	black	0	0.25338	0
MGH54_P13_G10	0.226897964528	green3	2	0.60407	1.606
MGH54_P13_G11	NA	black	0	0	1.2203
MGH54_P13_G12	NA	black	0	0	0.077243
MGH54_P13_H02	0.682020184252	green3	2	0.16864	0.038436
MGH54_P13_H03	0.756376113368	green3	2	1.1852	1.5612
MGH54_P13_H04	NA	black	0	0.58976	0
MGH54_P13_H05	NA	black	0	0	0
MGH54_P13_H06	NA	black	0	0	2.2088
MGH54_P13_H07	NA	black	0	0	2.251
MGH54_P13_H08	NA	black	0	0	0.15834
MGH54_P13_H09	NA	black	0	0.33685	0
MGH54_P13_H10	NA	black	0	0.47508	0
MGH54_P13_H11	NA	black	0	0	0
MGH60_P4_A01	NA	black	0	0	3.9474
MGH60_P4_A02	NA	black	0	1.7879	0
MGH60_P4_A03	0.039392076577	green3	2	0.45733	1.8667
MGH60_P4_A04	NA	black	0	0	0
MGH60_P4_A05	NA	black	0	0	0
MGH60_P4_A06	0.661073602377	green3	2	0.60786	2.6348
MGH60_P4_A07	0.0241718608602	green3	2	0.30217	1
MGH60_P4_A08	-0.158426057237	green3	2	0.56267	0.68616
MGH60_P4_A09	NA	black	0	0	2.7231
MGH60_P4_A10	NA	black	0	0.42546	0
MGH60_P4_A11	NA	black	0	0	0.12697
MGH60_P4_A12	NA	black	0	0	0.19787
MGH60_P4_B01	-0.876030459175	green3	2	0.14405	2.1306
MGH60_P4_B02	NA	black	0	0.67175	0
MGH60_P4_B03	NA	black	0	0	0.17121
MGH60_P4_B04	NA	black	0	0	0
MGH60_P4_B05	NA	black	0	0	0.47716
MGH60_P4_B06	NA	black	0	0	0
MGH60_P4_B07	NA	black	0	0.95457	0
MGH60_P4_B08	NA	black	0	0	0.16864
MGH60_P4_B09	NA	black	0	0	0
MGH60_P4_B10	NA	black	0	0.26063	0
MGH60_P4_B11	NA	black	0	0	0.13225
MGH60_P4_B12	NA	black	0	0	0.20414
MGH60_P4_C01	0.0613203085202	green3	2	0.49057	1.4947
MGH60_P4_C02	NA	black	0	0	2.5455
MGH60_P4_C03	-0.031201219501	green3	2	0.37518	1.2845
MGH60_P4_C04	-0.0667605204522	green3	2	0.64432	1.0036
MGH60_P4_C05	NA	black	0	0	2.7774
MGH60_P4_C06	NA	black	0	0	0.79826
MGH60_P4_C07	NA	black	0	0	2.6429
MGH60_P4_C09	0.240799598503	green3	2	0.25096	0.54696
MGH60_P4_C11	-1.05576020383	green3	2	0.30685	3.6049
MGH60_P4_C12	0.175837285217	green3	2	0.20414	0.76469
MGH60_P4_D01	NA	black	0	0	1.3528
MGH60_P4_D02	NA	black	0	0	0.28688
MGH60_P4_D03	NA	black	0	0	0
MGH60_P4_D04	0.216243687527	green3	2	0.32539	0.21661
MGH60_P4_D05	NA	black	0	0	0
MGH60_P4_D06	NA	black	0	0	0
MGH60_P4_D07	NA	black	0	0	0
MGH60_P4_D08	NA	black	0	0	0.34596
MGH60_P4_D10	NA	black	0	0	0
MGH60_P4_D12	NA	black	0	0	2.3612
MGH60_P4_E01	NA	black	0	0	0.61824
MGH60_P4_E02	NA	black	0	0	1.2054
MGH60_P4_E03	NA	black	0	0	0.11503
MGH60_P4_E04	NA	black	0	0	0.7031
MGH60_P4_E05	NA	black	0	0	1.7744
MGH60_P4_E06	NA	black	0	0	1.9753
MGH60_P4_E07	NA	black	0	0	0
MGH60_P4_E08	NA	black	0	1.2981	0
MGH60_P4_E09	NA	black	0	0	0
MGH60_P4_E11	NA	black	0	0	3.2519
MGH60_P4_E12	NA	black	0	0	0
MGH60_P4_F01	0.253769948442	green3	2	0.32308	0.073135
MGH60_P4_F02	NA	black	0	0.47508	0
MGH60_P4_F03	NA	black	0	0.77989	0
MGH60_P4_F04	-0.321118276536	green3	2	0.60975	0.48543
MGH60_P4_F05	NA	black	0	0	0.12697
MGH60_P4_F06	NA	black	0	0	0
MGH60_P4_F07	NA	black	0	0	0.24123
MGH60_P4_F08	NA	black	0	0.48027	0
MGH60_P4_F09	NA	black	0	0	0
MGH60_P4_F10	NA	black	0	0	2.1603
MGH60_P4_F11	NA	black	0	0	3.1949
MGH60_P4_F12	NA	black	0	0	3.5912
MGH60_P4_G01	NA	black	0	0	0.020058
MGH60_P4_G02	NA	black	0	0	1.0635
MGH60_P4_G03	NA	black	0	0	0.53207
MGH60_P4_G04	NA	black	0	0	0.07861
MGH60_P4_G05	NA	black	0	0	0.098958
MGH60_P4_G06	0.564836996757	green3	2	0.99059	1.5375
MGH60_P4_G07	0.102722003797	green3	2	0.36961	0.32193
MGH60_P4_G08	NA	black	0	0.89064	0
MGH60_P4_G09	NA	black	0	0	2.2098
MGH60_P4_G10	0.0923389988118	green3	2	0.25701	0.86394
MGH60_P4_G11	NA	black	0	0	1.7463
MGH60_P4_G12	0.621185383917	green3	2	0.17377	0.1137
MGH60_P4_H01	-0.224511774845	green3	2	0.20289	1.4158
MGH60_P4_H03	NA	black	0	2.3496	0
MGH60_P4_H04	NA	black	0	0	0.071763
MGH60_P4_H06	NA	black	0	0	0
MGH60_P4_H07	NA	black	0	0.64247	0
MGH60_P4_H08	2.95217113119	black	0	1.2085	2.6234
MGH60_P4_H09	-0.626031084082	green3	2	0.62854	0.032806
MGH60_P4_H10	-0.0201201074443	green3	2	0.47923	0.95233
MGH60_P4_H11	0.153886943107	green3	2	0.35952	0.085425
MGH60_P4_H12	NA	black	0	0	0
MGH60_P5_A01	NA	black	0	0	0
MGH60_P5_A02	NA	black	0	0	2.5036
MGH60_P5_A03	NA	black	0	0.78492	0
MGH60_P5_A04	-0.0310854408815	green3	2	0.36737	1.2588
MGH60_P5_A05	NA	black	0	0	0.13488
MGH60_P5_A06	NA	black	0	0	3.5489
MGH60_P5_A07	NA	black	0	0	0.6107
MGH60_P5_A08	NA	black	0	0	0
MGH60_P5_A09	NA	black	0	0	0.25338
MGH60_P5_A10	NA	black	0	0	1.3271
MGH60_P5_A11	0.194348045043	green3	2	0.29042	0.52607
MGH60_P5_A12	-0.283902547125	green3	2	0.51904	0.082703
MGH60_P5_B01	NA	black	0	0	0.088142
MGH60_P5_B02	NA	black	0	0.25096	0
MGH60_P5_B03	NA	black	0	0	0.17632
MGH60_P5_B04	NA	black	0	0	1.3994
MGH60_P5_B05	0.186040586072	green3	2	0.338	0.2228
MGH60_P5_B06	NA	black	0	0	0.086784
MGH60_P5_B07	NA	black	0	0.65352	0
MGH60_P5_B08	0.455936476279	green3	2	0.61824	2.0594
MGH60_P5_B09	NA	black	0	0	0.27501
MGH60_P5_B10	-0.16018496483	green3	2	0.3584	1.8176
MGH60_P5_B12	-0.881424627978	green3	2	0.20789	2.4217
MGH60_P5_C01	NA	black	0	0	0.13619
MGH60_P5_C02	NA	black	0	0	0.044044
MGH60_P5_C03	NA	black	0	0.30334	0
MGH60_P5_C04	NA	black	0	0	2.0566
MGH60_P5_C05	NA	black	0	0	0.1137
MGH60_P5_C06	NA	black	0	0	0.59646
MGH60_P5_C07	0.0407007336619	green3	2	0.64616	1.1865
MGH60_P5_C08	NA	black	0	0	1.4297
MGH60_P5_C09	NA	black	0	0.52406	0
MGH60_P5_C10	NA	black	0	0	0.13093
MGH60_P5_C11	NA	black	0	0	0.89685
MGH60_P5_C12	NA	black	0	0.12168	0
MGH60_P5_D01	NA	black	0	0	2.9326
MGH60_P5_D02	NA	black	0	0	0.10836
MGH60_P5_D03	NA	black	0	0	1.2185
MGH60_P5_D04	-0.506899208555	green3	2	1.3818	1.0208
