Cell_name	Zvalue	Color	Cluster	BRCA1	MTA1
MGH53_P9_G12	NA	black	0	0	0
MGH53_P9_H01	NA	black	0	0.23266	0
MGH53_P9_H02	NA	black	0	0	3.4261
MGH53_P9_H03	NA	black	0	0	1.596
MGH53_P9_H04	NA	black	0	0	2.1414
MGH53_P9_H05	NA	black	0	0	0
MGH53_P9_H06	-0.00481566900537	green3	2	0.3505	1.1763
MGH53_P9_H07	NA	black	0	0	0.68437
MGH53_P9_H08	NA	black	0	0	1.0607
MGH53_P9_H09	NA	black	0	0	0.85519
MGH53_P9_H10	0.3873655414	green3	2	0.21412	0.34255
MGH53_P9_H11	NA	black	0	0	0.87814
MGH53_P9_H12	NA	black	0	0.16993	0
MGH53_P4_A07	NA	black	0	0.52206	0
MGH53_P4_B01	-1.39363421228	black	0	2.7353	0.58688
MGH53_P4_B02	NA	black	0	0.30568	0
MGH53_P4_B08	NA	black	0	3.9387	0
MGH53_P4_B09	NA	black	0	0.34255	0
MGH53_P4_B10	NA	black	0	0	0
MGH53_P4_B11	NA	black	0	0	0
MGH53_P4_C03	NA	black	0	0.38626	0
MGH53_P4_C11	-0.0865899479296	green3	2	0.13488	1.3068
MGH53_P4_C12	0.214269285851	green3	2	0.21288	0.71721
MGH53_P4_D04	NA	black	0	0.15834	0
MGH53_P4_D05	NA	black	0	0.18142	0
MGH53_P4_D09	-0.553936947401	red	1	0.14143	2.0922
MGH53_P4_E01	NA	black	0	0	0
MGH53_P4_E02	NA	black	0	0	0
MGH53_P4_E07	0.130191809673	green3	2	0.38405	0.72857
MGH53_P4_E08	-0.0542393345488	green3	2	0.17887	1.2606
MGH53_P4_E09	NA	black	0	0.1776	0
MGH53_P4_F01	-0.826126532166	red	1	1.7757	0.50691
MGH53_P4_F02	NA	black	0	0	0
MGH53_P4_F08	NA	black	0	2.8707	0
MGH53_P4_F11	NA	black	0	0	0
MGH53_P4_G02	NA	black	0	0	0
MGH53_P4_G05	NA	black	0	0	0.52607
MGH53_P4_G07	NA	black	0	0	0.97085
MGH53_P4_G08	NA	black	0	0	0
MGH53_P4_G09	NA	black	0	0.10299	0
MGH53_P4_H10	NA	black	0	0	0
MGH53_P4_H11	NA	black	0	0.22033	0
MGH53_P4_H12	-0.131724567775	green3	2	0.28451	1.4714
MGH54_P14_A01	NA	black	0	0	0.62854
MGH54_P14_A02	NA	black	0	0	2.105
MGH54_P14_A03	NA	black	0	0	1.0454
MGH54_P14_A04	NA	black	0	0	0
MGH54_P14_A05	NA	black	0	0.18903	0
MGH54_P14_A06	NA	black	0	0	1.1077
MGH54_P14_A07	NA	black	0	0.30451	0
MGH54_P14_A08	NA	black	0	0	0
MGH54_P14_A09	NA	black	0	0	0
MGH54_P14_A10	NA	black	0	0	1.0621
MGH54_P14_A11	NA	black	0	0	0
MGH54_P14_A12	NA	black	0	0	4.1624
MGH54_P14_B01	NA	black	0	0	0
MGH54_P14_B02	NA	black	0	0	0
MGH54_P14_B03	NA	black	0	0	0
MGH54_P14_B04	NA	black	0	0	0
MGH54_P14_B05	0.369049435047	green3	2	0.2461	0.31962
MGH54_P14_B06	NA	black	0	0	4.123
MGH54_P14_B07	NA	black	0	0	0
MGH54_P14_B08	0.098623859691	green3	2	0.31846	0.8984
MGH54_P14_B09	NA	black	0	0.25942	0
MGH54_P14_B10	NA	black	0	0	0
MGH54_P14_B11	NA	black	0	0	0
MGH54_P14_B12	NA	black	0	0	0
MGH54_P14_C01	NA	black	0	0	2.3994
MGH54_P14_C02	NA	black	0	0	1.4957
MGH54_P14_C03	0.0162758782426	green3	2	0.28806	1.1217
MGH54_P14_C04	NA	black	0	0	0
MGH54_P14_C05	NA	black	0	0	0
MGH54_P14_C06	NA	black	0	0	0
MGH54_P14_C07	NA	black	0	0	0
MGH54_P14_C08	NA	black	0	0	0
MGH54_P14_C09	NA	black	0	0	0.69332
MGH54_P14_C10	NA	black	0	0.2916	0
MGH54_P14_C11	NA	black	0	0	0
MGH54_P14_C12	NA	black	0	0	0
MGH54_P14_D01	NA	black	0	0	0.75446
MGH54_P14_D02	NA	black	0	0	0
MGH54_P14_D03	NA	black	0	0	0
MGH54_P14_D04	NA	black	0	0	0
MGH54_P14_D05	NA	black	0	0.33571	0
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	NA	black	0	0.20789	0
MGH54_P14_D08	NA	black	0	0	0
MGH54_P14_D09	NA	black	0	0	0.50487
MGH54_P14_D10	NA	black	0	0	0.59455
MGH54_P14_D11	NA	black	0	0	2.5097
MGH54_P14_D12	NA	black	0	0	0
MGH54_P14_E01	NA	black	0	0	0
MGH54_P14_E02	NA	black	0	0	0
MGH54_P14_E03	0.129678458467	green3	2	1.1117	1.4536
MGH54_P14_E04	NA	black	0	0.31383	0
MGH54_P14_E05	NA	black	0	0	1.1447
MGH54_P14_E06	NA	black	0	0	0
MGH54_P14_E07	NA	black	0	0.64524	0
MGH54_P14_E08	NA	black	0	0	0
MGH54_P14_E09	NA	black	0	0.19409	0
MGH54_P14_E10	NA	black	0	0	0
MGH54_P14_E11	NA	black	0	0	0
MGH54_P14_E12	-1.27811326805	black	0	1.976	0.29983
MGH54_P14_F01	NA	black	0	0	1.2738
MGH54_P14_F02	NA	black	0	0	1.7515
MGH54_P14_F03	NA	black	0	0	0
MGH54_P14_F04	NA	black	0	0	0
MGH54_P14_F06	NA	black	0	0	0
MGH54_P14_F07	NA	black	0	0	0
MGH54_P14_F08	NA	black	0	0	0
MGH54_P14_F09	NA	black	0	0	0
MGH54_P14_F10	NA	black	0	0	0
MGH54_P14_F11	-0.168073560588	green3	2	1.4185	0.97673
MGH54_P14_G01	NA	black	0	0	0
MGH54_P14_G02	NA	black	0	0	0
MGH54_P14_G03	NA	black	0	0	0.48336
MGH54_P14_G04	NA	black	0	0.53107	0
MGH54_P14_G05	NA	black	0	0	0
MGH54_P14_G06	NA	black	0	0	1.3746
MGH54_P14_G07	0.239545145317	green3	2	0.26424	0.59837
MGH54_P14_G08	NA	black	0	0	0
MGH54_P14_G09	NA	black	0	0	0
MGH54_P14_G10	NA	black	0	0	0
MGH54_P14_G11	NA	black	0	0.35727	0
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	NA	black	0	0	1.3471
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0	0
MGH54_P14_H04	NA	black	0	0	0.74244
MGH54_P14_H05	-0.0397058012153	green3	2	0.34028	1.2726
MGH54_P14_H06	NA	black	0	0	0
MGH54_P14_H07	NA	black	0	0	0
MGH54_P14_H08	0.313249013882	green3	2	0.19912	0.52607
MGH54_P14_H09	NA	black	0	0	0
MGH54_P14_H10	NA	black	0	0.22404	0
MGH54_P14_H11	NA	black	0	0.21412	0
MGH54_P14_H12	NA	black	0	0	0
MGH54_P15_A02	NA	black	0	0	0
MGH54_P15_A03	0.681651642276	green3	2	1.1427	2.6114
MGH54_P15_A04	NA	black	0	0	1.2029
MGH54_P15_A05	NA	black	0	0	1.9111
MGH54_P15_A06	NA	black	0	0	0.8883
MGH54_P15_A07	NA	black	0	0.47716	0
MGH54_P15_A08	NA	black	0	0	0.70664
MGH54_P15_A09	NA	black	0	0	0.87971
MGH54_P15_A10	NA	black	0	0	2.0973
MGH54_P15_A11	NA	black	0	0	1.4536
MGH54_P15_A12	NA	black	0	0	1.6848
MGH54_P15_B01	NA	black	0	0	0
MGH54_P15_B02	NA	black	0	0.35502	0
MGH54_P15_B03	NA	black	0	0.17121	0
MGH54_P15_B04	NA	black	0	0	0
MGH54_P15_B05	NA	black	0	0	0
MGH54_P15_B06	NA	black	0	0	0.37518
MGH54_P15_B07	NA	black	0	0	0
MGH54_P15_B09	NA	black	0	0.26664	0
MGH54_P15_B10	-0.0955736182365	green3	2	0.26303	1.3752
MGH54_P15_B11	NA	black	0	0.24001	0
MGH54_P15_C01	NA	black	0	0	0
MGH54_P15_C02	NA	black	0	0	0
MGH54_P15_C03	NA	black	0	0	0.32998
MGH54_P15_C04	NA	black	0	0	0.61164
MGH54_P15_C05	NA	black	0	0	0
MGH54_P15_C06	NA	black	0	0	0.81721
MGH54_P15_C07	NA	black	0	0.74588	0
MGH54_P15_C08	NA	black	0	0	0
MGH54_P15_C09	NA	black	0	0	0
MGH54_P15_C10	NA	black	0	0	0
MGH54_P15_C11	NA	black	0	0	0.39726
MGH54_P15_C12	NA	black	0	0	1.7338
MGH54_P15_D01	NA	black	0	0	0
MGH54_P15_D02	NA	black	0	0	0.67175
MGH54_P15_D03	NA	black	0	0	0
MGH54_P15_D04	NA	black	0	0	0.43723
MGH54_P15_D05	NA	black	0	0	0
MGH54_P15_D07	NA	black	0	0	0
MGH54_P15_D08	NA	black	0	0.34369	0
MGH54_P15_D09	NA	black	0	0	0
MGH54_P15_D10	NA	black	0	0	0
MGH54_P15_D11	NA	black	0	0	1.189
MGH54_P15_D12	NA	black	0	0	4.973
MGH54_P15_E01	NA	black	0	0	0
MGH54_P15_E02	NA	black	0	2.7945	0
MGH54_P15_E03	NA	black	0	0	1.5563
MGH54_P15_E04	NA	black	0	0	1.852
MGH54_P15_E05	NA	black	0	0	0
MGH54_P15_E06	NA	black	0	0	1.1972
MGH54_P15_E07	NA	black	0	0	1.9819
MGH54_P15_E08	NA	black	0	0	0
MGH54_P15_E09	NA	black	0	0	0
MGH54_P15_E10	NA	black	0	0	0
MGH54_P15_E11	NA	black	0	0.25701	0
MGH54_P15_E12	NA	black	0	0	0.28806
MGH54_P15_F01	NA	black	0	0	0.78576
MGH54_P15_F02	NA	black	0	0	0
MGH54_P15_F03	NA	black	0	0	0
MGH54_P15_F04	NA	black	0	0	1.4813
MGH54_P15_F05	NA	black	0	0	0
MGH54_P15_F06	NA	black	0	0	0.25217
MGH54_P15_F07	NA	black	0	0	0
MGH54_P15_F08	NA	black	0	0.17632	0
MGH54_P15_F09	NA	black	0	0	0
MGH54_P15_F10	NA	black	0	0.55974	0
MGH54_P15_F11	NA	black	0	0	2.7828
MGH54_P15_F12	NA	black	0	0	0
MGH54_P15_G03	NA	black	0	0	0.54102
MGH54_P15_G04	NA	black	0	0	1.7795
MGH54_P15_G05	NA	black	0	0	0
MGH54_P15_G06	0.348562100063	green3	2	0.26063	0.338
MGH54_P15_G07	NA	black	0	0	0
MGH54_P15_G08	NA	black	0	0	0
MGH54_P15_G09	NA	black	0	0	0
MGH54_P15_G10	NA	black	0	0	1.9373
MGH54_P15_G11	NA	black	0	0	0
MGH54_P15_G12	0.084461238838	green3	2	1.4087	1.2898
MGH54_P15_H01	NA	black	0	0	0
MGH54_P15_H03	NA	black	0	0	0.51904
MGH54_P15_H04	0.303844178211	green3	2	0.21785	0.51904
MGH54_P15_H05	NA	black	0	0	1.189
MGH54_P15_H06	NA	black	0	0	0
MGH54_P15_H07	NA	black	0	0	0
MGH54_P15_H08	NA	black	0	0	1.8303
MGH54_P15_H09	NA	black	0	0	0
MGH54_P15_H10	NA	black	0	0.20914	0
MGH54_P15_H11	NA	black	0	5.5793	0
MGH54_P15_H12	NA	black	0	0	0.5656
MGH54_P16_A01	NA	black	0	0	1.1362
MGH54_P16_A02	NA	black	0	0	2.3777
MGH54_P16_A04	NA	black	0	0	4.8996
MGH54_P16_A05	-1.57161627209	black	0	0.20539	3.9468
MGH54_P16_A06	NA	black	0	1.6452	0
MGH54_P16_A07	NA	black	0	0	1.8651
MGH54_P16_A08	NA	black	0	0	0.98768
MGH54_P16_A09	NA	black	0	0	1.7634
MGH54_P16_A10	NA	black	0	0	0
MGH54_P16_A11	NA	black	0	0	0
MGH54_P16_A12	NA	black	0	0	0
MGH54_P16_B01	NA	black	0	3.2133	0
MGH54_P16_B02	NA	black	0	0.43082	0
MGH54_P16_B03	NA	black	0	0	2.1313
MGH54_P16_B04	NA	black	0	0	0.24489
MGH54_P16_B05	NA	black	0	0	0
MGH54_P16_B06	NA	black	0	0	1.4865
MGH54_P16_B07	NA	black	0	0	1.0976
MGH54_P16_B08	NA	black	0	0	0
MGH54_P16_B09	0.487902888329	green3	2	3.7031	1.3791
MGH54_P16_B10	NA	black	0	0	4.1826
MGH54_P16_B11	NA	black	0	0	0
MGH54_P16_B12	NA	black	0	0	1.8922
MGH54_P16_C01	NA	black	0	0	0
MGH54_P16_C02	NA	black	0	0	1.8404
MGH54_P16_C03	NA	black	0	0	0
MGH54_P16_C04	NA	black	0	0	1.7879
MGH54_P16_C05	0.0500097385768	green3	2	0.21661	1.0573
MGH54_P16_C06	NA	black	0	0	0
MGH54_P16_C07	NA	black	0	0	0
MGH54_P16_C08	NA	black	0	0	0
MGH54_P16_C09	NA	black	0	0	0.8024
MGH54_P16_C10	NA	black	0	0	0.65901
MGH54_P16_C11	NA	black	0	0	3.6236
MGH54_P16_C12	NA	black	0	0	3.0273
MGH54_P16_D01	NA	black	0	0.42546	0
MGH54_P16_D02	NA	black	0	0	2.3118
MGH54_P16_D03	NA	black	0	0.001442	0
MGH54_P16_D04	NA	black	0	0.25338	0
MGH54_P16_D05	NA	black	0	0.22033	0
MGH54_P16_D06	NA	black	0	0.33342	0
MGH54_P16_D07	NA	black	0	0	0
MGH54_P16_D09	NA	black	0	0	0
MGH54_P16_D10	NA	black	0	0.20038	0
MGH54_P16_D11	NA	black	0	0	0.96791
MGH54_P16_D12	NA	black	0	0	1.266
MGH54_P16_E01	NA	black	0	0	0.67807
MGH54_P16_E02	NA	black	0	0	2.6927
MGH54_P16_E03	NA	black	0	0	0.35276
MGH54_P16_E04	NA	black	0	0	0
MGH54_P16_E05	0.049956948216	green3	2	0.43936	0.96051
MGH54_P16_E06	0.241787894284	green3	2	0.20038	0.67265
MGH54_P16_E07	NA	black	0	0	1.7685
MGH54_P16_E08	5.96641508399	black	0	4.2016	2.8367
MGH54_P16_E09	NA	black	0	0	2.2222
MGH54_P16_E10	NA	black	0	0	2.8217
MGH54_P16_E11	0.0787251950555	green3	2	0.24853	0.98623
MGH54_P16_E12	NA	black	0	0	0
MGH54_P16_F01	NA	black	0	0	0
MGH54_P16_F03	NA	black	0	0	0.84318
MGH54_P16_F04	NA	black	0	0	1.2827
MGH54_P16_F05	NA	black	0	0	0
MGH54_P16_F06	NA	black	0	0	2.6624
MGH54_P16_F07	NA	black	0	0	0
MGH54_P16_F08	NA	black	0	0	3.9797
MGH54_P16_F09	NA	black	0	0	2.376
MGH54_P16_F10	NA	black	0	0	1.7355
MGH54_P16_F11	NA	black	0	0	0
MGH54_P16_G01	NA	black	0	0	0
MGH54_P16_G02	NA	black	0	0	1.275
MGH54_P16_G03	NA	black	0	0	0
MGH54_P16_G04	NA	black	0	0	2.726
MGH54_P16_G05	NA	black	0	0	1.3103
MGH54_P16_G06	-0.0233691345908	green3	2	0.14926	1.1998
MGH54_P16_G07	NA	black	0	0	1.3505
MGH54_P16_G08	NA	black	0	0	0
MGH54_P16_G09	0.39338474945	green3	2	0.12961	0.46571
MGH54_P16_G10	NA	black	0	0	1.7828
MGH54_P16_G11	NA	black	0	0	0.75104
MGH54_P16_G12	NA	black	0	0	0
MGH54_P16_H01	NA	black	0	0	2.1528
MGH54_P16_H02	NA	black	0	0	0.95829
MGH54_P16_H03	NA	black	0	0	4.0922
MGH54_P16_H04	-0.414915902607	green3	2	0.17505	1.9096
MGH54_P16_H05	NA	black	0	0	0.91991
MGH54_P16_H06	NA	black	0	0	2.3414
MGH54_P16_H07	NA	black	0	0	1.0136
MGH54_P16_H08	-0.0940590215685	green3	2	0.17249	1.3323
MGH54_P16_H09	-0.0044261628935	green3	2	0.16221	1.1667
MGH54_P16_H10	NA	black	0	0	1.4782
MGH54_P16_H11	NA	black	0	0	1.9027
MGH54_P16_H12	NA	black	0	0	2.1622
MGH54_P17_A01	NA	black	0	0	0
MGH54_P17_A02	NA	black	0	0	1.1177
MGH54_P17_A03	0.211011190359	green3	2	0.16864	0.76299
MGH54_P17_A04	NA	black	0	0	0.47301
MGH54_P17_A05	NA	black	0	0	0
MGH54_P17_A06	NA	black	0	0	0.56365
MGH54_P17_A07	NA	black	0	0	0
MGH54_P17_A08	NA	black	0	0.28924	0
MGH54_P17_A09	-1.01737487189	red	1	0.49774	4.9224
MGH54_P17_A10	0.175458741564	green3	2	0.45838	0.32884
MGH54_P17_A11	NA	black	0	0.24123	0
MGH54_P17_A12	NA	black	0	0.39067	0
MGH54_P17_B01	NA	black	0	0.57918	0
MGH54_P17_B02	NA	black	0	0	0.4813
MGH54_P17_B03	NA	black	0	0	1.0779
MGH54_P17_B05	NA	black	0	0	0
MGH54_P17_B06	NA	black	0	0	0
MGH54_P17_B07	NA	black	0	0.29866	0
MGH54_P17_B08	NA	black	0	0	0
MGH54_P17_B09	NA	black	0	0	0
MGH54_P17_B10	NA	black	0	0	0.70664
MGH54_P17_B11	NA	black	0	0	0
MGH54_P17_B12	NA	black	0	0	0
MGH54_P17_C02	NA	black	0	0	1.2216
MGH54_P17_C03	NA	black	0	0	2.438
MGH54_P17_C04	NA	black	0	0	0.63041
MGH54_P17_C05	NA	black	0	0	0.31034
MGH54_P17_C06	NA	black	0	0.43189	0
MGH54_P17_C07	NA	black	0	0	0
MGH54_P17_C08	NA	black	0	2.9475	0
MGH54_P17_C09	-2.55653816788	black	0	3.228	0.29631
MGH54_P17_C10	NA	black	0	0	0
MGH54_P17_C11	NA	black	0	0	1.605
MGH54_P17_C12	NA	black	0	0	0
MGH54_P17_D01	-0.705939170213	red	1	3.0234	0.93734
MGH54_P17_D02	NA	black	0	0	0
MGH54_P17_D03	NA	black	0	0	0
MGH54_P17_D04	NA	black	0	0.29983	0
MGH54_P17_D05	NA	black	0	0	0
MGH54_P17_D06	NA	black	0	0	0
MGH54_P17_D07	0.204963154949	green3	2	0.28333	0.65718
MGH54_P17_D09	NA	black	0	0.23143	0
MGH54_P17_D10	NA	black	0	0	3.18
MGH54_P17_D12	NA	black	0	0	0
MGH54_P17_E01	NA	black	0	0	0
MGH54_P17_E02	NA	black	0	0	0
MGH54_P17_E03	NA	black	0	0	0.88518
MGH54_P17_E04	NA	black	0	0	0
MGH54_P17_E05	NA	black	0	0	1.9653
MGH54_P17_E06	0.00142570062899	green3	2	0.54597	1.1557
MGH54_P17_E07	NA	black	0	0	4.0438
MGH54_P17_E08	NA	black	0	0	3.4592
MGH54_P17_E09	NA	black	0	0	0
MGH54_P17_E10	NA	black	0	0	0
MGH54_P17_E11	NA	black	0	0	0
MGH54_P17_E12	NA	black	0	0	0
MGH54_P17_F01	NA	black	0	0	1.0676
MGH54_P17_F02	NA	black	0	0	2.1821
MGH54_P17_F03	NA	black	0	0	1.2104
MGH54_P17_F04	NA	black	0	0	0
MGH54_P17_F05	NA	black	0	0	0
MGH54_P17_F07	NA	black	0	0	0
MGH54_P17_F08	NA	black	0	0	1.8266
MGH54_P17_F09	NA	black	0	0	0
MGH54_P17_F10	NA	black	0	0	0
MGH54_P17_F11	NA	black	0	0	1.8655
MGH54_P17_F12	NA	black	0	0	0.80735
MGH54_P17_G01	NA	black	0	0	0.86394
MGH54_P17_G02	0.127755586288	green3	2	3.7241	1.2684
MGH54_P17_G03	NA	black	0	0	0.54992
MGH54_P17_G04	NA	black	0	0	0
MGH54_P17_G05	NA	black	0	0	3.7633
MGH54_P17_G06	NA	black	0	0	1.2945
MGH54_P17_G07	-2.0103815868	black	0	3.939	0.66175
MGH54_P17_G08	NA	black	0	0	0.96347
MGH54_P17_G09	-0.10971393931	green3	2	0.27262	1.4125
MGH54_P17_G10	NA	black	0	0	0.24975
MGH54_P17_G11	0.121693784376	green3	2	0.35502	0.7966
MGH54_P17_G12	NA	black	0	0	0
MGH54_P17_H01	NA	black	0	0	0
MGH54_P17_H02	-0.182885760769	green3	2	0.28096	1.5854
MGH54_P17_H05	NA	black	0	0	1.1342
MGH54_P17_H06	NA	black	0	0	0
MGH54_P17_H07	NA	black	0	0	0
MGH54_P17_H08	NA	black	0	0	1.7133
MGH54_P17_H09	NA	black	0	1.7706	0
MGH54_P17_H10	0.402930625391	green3	2	0.2228	0.29042
MGH54_P17_H11	NA	black	0	0	0
MGH54_P17_H12	NA	black	0	0	0
MGH54_P6_A01	NA	black	0	0.42761	0
MGH54_P6_A02	NA	black	0	0	2.5893
MGH54_P6_A03	NA	black	0	0	0.41359
MGH54_P6_A04	NA	black	0	0.32308	0
MGH54_P6_A05	NA	black	0	0.37518	0
MGH54_P6_A06	NA	black	0	0	0
MGH54_P6_A07	NA	black	0	0.37295	0
MGH54_P6_A08	NA	black	0	0	2.9514
MGH54_P6_A09	NA	black	0	0	0
MGH54_P6_A10	NA	black	0	0	0
MGH54_P6_A11	NA	black	0	0.42008	0
MGH54_P6_A12	NA	black	0	0	0.74588
MGH54_P6_B01	NA	black	0	0	0.3774
MGH54_P6_B02	NA	black	0	0	0
MGH54_P6_B03	NA	black	0	3.244	0
MGH54_P6_B04	NA	black	0	0.36849	0
MGH54_P6_B05	NA	black	0	3.2431	0
MGH54_P6_B06	0.290241797764	green3	2	4.2144	1.3156
MGH54_P6_B07	-1.06320989283	red	1	0.27501	3.3882
MGH54_P6_B08	-2.6079463552	black	0	3.5797	0.39616
MGH54_P6_B09	NA	black	0	0.38515	0
MGH54_P6_B10	-0.155787943571	green3	2	0.96421	0.69955
MGH54_P6_B11	NA	black	0	0	0
MGH54_P6_B12	NA	black	0	0	0
MGH54_P6_C01	NA	black	0	0	0
MGH54_P6_C02	5.16073258205	black	0	3.3327	3.0583
MGH54_P6_C03	NA	black	0	0	1.7411
MGH54_P6_C04	NA	black	0	0.48336	0
MGH54_P6_C06	NA	black	0	0	0
MGH54_P6_C07	NA	black	0	0	4.1374
MGH54_P6_C08	NA	black	0	0	0
MGH54_P6_C09	NA	black	0	0	0.81721
MGH54_P6_C10	NA	black	0	0	1.0482
MGH54_P6_C11	NA	black	0	0	0
MGH54_P6_C12	NA	black	0	0	0
MGH54_P6_D01	NA	black	0	0	0.50792
MGH54_P6_D02	NA	black	0	0	0.8024
MGH54_P6_D03	NA	black	0	0	0
MGH54_P6_D04	NA	black	0	0	1.4579
MGH54_P6_D05	NA	black	0	0.14535	0
MGH54_P6_D07	NA	black	0	0	0.86552
MGH54_P6_D08	0.936396538973	green3	2	1.0942	3.5098
MGH54_P6_D09	NA	black	0	0	2.9672
MGH54_P6_D10	NA	black	0	0	3.4517
MGH54_P6_D11	NA	black	0	0.36849	0
MGH54_P6_D12	NA	black	0	0	0
MGH54_P6_E02	NA	black	0	0	0
MGH54_P6_E03	NA	black	0	0.085425	0
MGH54_P6_E04	NA	black	0	0	1.8576
MGH54_P6_E05	NA	black	0	0	0
MGH54_P6_E07	NA	black	0	0	0
MGH54_P6_E08	NA	black	0	0	2.846
MGH54_P6_E09	NA	black	0	0.18903	0
MGH54_P6_E10	NA	black	0	0	0
MGH54_P6_E11	NA	black	0	0	0
MGH54_P6_E12	NA	black	0	0	0.79161
MGH54_P6_F01	NA	black	0	0.18777	0
MGH54_P6_F02	NA	black	0	0.62854	0
MGH54_P6_F03	0.19695139765	green3	2	0.38515	0.49057
MGH54_P6_F05	NA	black	0	0	0
MGH54_P6_F06	NA	black	0	0	1.2066
MGH54_P6_F07	NA	black	0	0	0
MGH54_P6_F08	NA	black	0	0	0.41359
MGH54_P6_F09	NA	black	0	0	0
MGH54_P6_F10	NA	black	0	0.54201	0
MGH54_P6_F11	NA	black	0	0	0
MGH54_P6_F12	NA	black	0	0	0
MGH54_P6_G01	NA	black	0	0	0.40381
MGH54_P6_G02	NA	black	0	0	0
MGH54_P6_G03	-0.435437415985	green3	2	1.1859	0.42008
MGH54_P6_G04	NA	black	0	0	0
MGH54_P6_G06	NA	black	0	0	1.3835
MGH54_P6_G07	NA	black	0	0	1.6045
MGH54_P6_G08	0.0665773348164	green3	2	0.3173	0.9855
MGH54_P6_G09	NA	black	0	0	1.2898
MGH54_P6_G10	NA	black	0	0	0
MGH54_P6_G11	NA	black	0	0	0
MGH54_P6_G12	NA	black	0	0	0
MGH54_P6_H01	NA	black	0	0.92752	0
MGH54_P6_H03	NA	black	0	0	0
MGH54_P6_H05	-0.0472025531146	green3	2	0.49365	1.4049
MGH54_P6_H06	NA	black	0	0	0
MGH54_P6_H07	NA	black	0	0.38626	0
MGH54_P6_H08	NA	black	0	0	2.2219
MGH54_P6_H09	NA	black	0	0	0
MGH54_P6_H10	NA	black	0	0	1.1499
MGH54_P6_H11	NA	black	0	0	0.65076
MGH54_P6_H12	NA	black	0	0	0
MGH54_P7_A02	NA	black	0	0	0
MGH54_P7_A03	NA	black	0	0	0
MGH54_P7_A04	NA	black	0	0	1.3802
MGH54_P7_A06	NA	black	0	0	0.59741
MGH54_P7_A07	NA	black	0	0	0
MGH54_P7_A08	NA	black	0	0	0
MGH54_P7_A10	NA	black	0	0.27262	0
MGH54_P7_A11	NA	black	0	0.18142	0
MGH54_P7_A12	NA	black	0	0.25701	0
MGH54_P7_B01	NA	black	0	0	1.2066
MGH54_P7_B03	NA	black	0	0.18777	0
MGH54_P7_B04	NA	black	0	0	1.6271
MGH54_P7_B05	NA	black	0	0.21412	0
MGH54_P7_B06	NA	black	0	0.32193	0
MGH54_P7_B07	NA	black	0	0.30918	0
MGH54_P7_B08	NA	black	0	0	0
MGH54_P7_B09	NA	black	0	0.25701	0
MGH54_P7_B10	NA	black	0	0.42653	0
MGH54_P7_B12	NA	black	0	0.25459	0
MGH54_P7_C01	NA	black	0	0.23389	0
MGH54_P7_C03	NA	black	0	0	0
MGH54_P7_C04	NA	black	0	0	0
MGH54_P7_C05	NA	black	0	0.22404	0
MGH54_P7_C06	NA	black	0	0.26063	0
MGH54_P7_C07	NA	black	0	0	0
MGH54_P7_C08	-0.228193440595	green3	2	0.20664	1.6055
MGH54_P7_C09	NA	black	0	0	0.96199
MGH54_P7_C10	0.452431747671	green3	2	0.19156	0.24732
MGH54_P7_C11	NA	black	0	0	0
MGH54_P7_C12	0.452343129655	green3	2	0.19283	0.24489
MGH54_P7_D01	NA	black	0	0	0
MGH54_P7_D02	NA	black	0	3.4154	0
MGH54_P7_D03	NA	black	0	0	0
MGH54_P7_D04	NA	black	0	0	0
MGH54_P7_D05	NA	black	0	0	0.93508
MGH54_P7_D06	NA	black	0	0	0
MGH54_P7_D08	NA	black	0	0	0
MGH54_P7_D11	NA	black	0	0	0
MGH54_P7_D12	NA	black	0	0	0
MGH54_P7_E01	NA	black	0	0.23756	0
MGH54_P7_E02	NA	black	0	0	0.82538
MGH54_P7_E03	NA	black	0	0	0.22651
MGH54_P7_E04	NA	black	0	0	0
MGH54_P7_E05	NA	black	0	0	0
MGH54_P7_E06	NA	black	0	0	0
MGH54_P7_E08	NA	black	0	0	0
MGH54_P7_E09	NA	black	0	0	0
MGH54_P7_E10	NA	black	0	0	0
MGH54_P7_E11	NA	black	0	0	0
MGH54_P7_E12	NA	black	0	0	0.3173
MGH54_P7_F01	NA	black	0	0.76299	0
MGH54_P7_F02	NA	black	0	0	1.3663
MGH54_P7_F03	0.200559578486	green3	2	0.28688	0.66357
MGH54_P7_F04	NA	black	0	0.45733	0
MGH54_P7_F05	NA	black	0	0.44467	0
MGH54_P7_F06	NA	black	0	0	0
MGH54_P7_F08	NA	black	0	0.36289	0
MGH54_P7_F10	NA	black	0	0	0
MGH54_P7_F11	NA	black	0	0	0
MGH54_P7_G01	NA	black	0	0	0
MGH54_P7_G02	NA	black	0	0.14535	0
MGH54_P7_G03	NA	black	0	0	0
MGH54_P7_G04	NA	black	0	0	0
MGH54_P7_G06	NA	black	0	0	0
MGH54_P7_G07	NA	black	0	0	0
MGH54_P7_G08	NA	black	0	0	2.167
MGH54_P7_G09	-0.383996221623	green3	2	0.30685	2.0881
MGH54_P7_G10	NA	black	0	0	0
MGH54_P7_G11	NA	black	0	0.21412	0
