Cell_name	Zvalue	Color	Cluster	POU2F1	SNAPC1
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	0.473588424498	green3	2	0.097611	0.43829
MGH53_P6_D02	0.247109195222	red	1	0.61636	0.44042
MGH53_P6_D03	NA	black	0	0.52907	0
MGH53_P6_D05	0.543773205606	green3	2	0.12829	0.3173
MGH53_P6_D07	NA	black	0	0	1.0468
MGH53_P6_D08	NA	black	0	1.4027	0
MGH53_P6_D09	NA	black	0	3.0801	0
MGH53_P6_D10	NA	black	0	3.4048	0
MGH53_P6_D11	NA	black	0	0	0
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	NA	black	0	0	0
MGH53_P6_E02	-1.55990635558	red	1	3.5994	0.17887
MGH53_P6_E03	NA	black	0	0.045443	0
MGH53_P6_E04	-0.748550677114	red	1	2.7908	0.43936
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0
MGH53_P6_E09	NA	black	0	0.40163	0
MGH53_P6_E10	NA	black	0	0.15834	0
MGH53_P6_F01	NA	black	0	0	0.19912
MGH53_P6_F02	-0.916205372292	red	1	2.6271	0.1865
MGH53_P6_F03	NA	black	0	0.03984	0
MGH53_P6_F04	0.416993173523	green3	2	0.11237	0.50995
MGH53_P6_F05	NA	black	0	0	0.086784
MGH53_P6_F06	NA	black	0	0	0
MGH53_P6_F07	NA	black	0	0	0
MGH53_P6_F08	-1.15331078191	red	1	0.80983	5.3551
MGH53_P6_F09	NA	black	0	2.169	0
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	NA	black	0	0	0.44255
MGH53_P6_G02	NA	black	0	0	4.3703
MGH53_P6_G03	NA	black	0	0	0.31499
MGH53_P6_G04	-1.05345655006	red	1	2.9032	0.22157
MGH53_P6_G05	1.22779868472	red	1	1.7398	4.6402
MGH53_P6_G06	NA	black	0	0.40926	0
MGH53_P6_G07	NA	black	0	2.5977	0
MGH53_P6_G08	NA	black	0	0.16092	0
MGH53_P6_G09	-1.06043338177	red	1	3.1723	0.34255
MGH53_P6_G10	NA	black	0	0.70487	0
MGH53_P6_G11	NA	black	0	0	0
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	0.100574136119	red	1	0.97453	0.34937
MGH53_P6_H03	NA	black	0	0.2762	0
MGH53_P6_H04	NA	black	0	0.90458	0
MGH53_P6_H05	NA	black	0	3.8887	0
MGH53_P6_H07	0.357480517082	red	1	0.13093	0.58592
MGH53_P6_H09	NA	black	0	3.3734	0
MGH53_P6_H10	NA	black	0	0	0
MGH53_P6_H11	-0.580115398864	red	1	2.2467	0.31615
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	-1.01601190218	red	1	3.7799	0.56169
MGH53_P7_A03	0.180509630151	red	1	0.10702	0.8472
MGH53_P7_A04	NA	black	0	0.22651	0
MGH53_P7_A05	NA	black	0	1.6383	0
MGH53_P7_A06	NA	black	0	1.545	0
MGH53_P7_A07	NA	black	0	3.0045	0
MGH53_P7_A09	NA	black	0	0	0.63041
MGH53_P7_A11	NA	black	0	0.14012	0
MGH53_P7_A12	NA	black	0	0.41359	0
MGH53_P7_B01	NA	black	0	0	0
MGH53_P7_B02	NA	black	0	0	0.72247
MGH53_P7_B03	NA	black	0	0.40381	0
MGH53_P7_B04	0.397357365487	red	1	0.43082	0.29866
MGH53_P7_B05	6.03343696381	black	0	3.29	5.553
MGH53_P7_B06	0.489537259115	green3	2	0.35614	0.20038
MGH53_P7_B07	-0.0294507841417	red	1	1.2284	0.32077
MGH53_P7_B08	-0.274423532802	red	1	1.7394	0.39287
MGH53_P7_B10	0.874553522282	red	1	2.2507	2.3735
MGH53_P7_B11	NA	black	0	1.6369	0
MGH53_P7_B12	NA	black	0	0.11503	0
MGH53_P7_C01	NA	black	0	0	4.4955
MGH53_P7_C02	NA	black	0	0.61542	0
MGH53_P7_C03	NA	black	0	2.9454	0
MGH53_P7_C04	0.484071192367	green3	2	0.20789	0.3471
MGH53_P7_C05	NA	black	0	0	0
MGH53_P7_C06	-0.0612642066724	red	1	1.3768	0.65901
MGH53_P7_C07	NA	black	0	0	0
MGH53_P7_C09	-0.273893970039	red	1	1.583	0.12035
MGH53_P7_C11	NA	black	0	0	0
MGH53_P7_C12	-1.10396374872	red	1	3.1015	0.27858
MGH53_P7_D01	NA	black	0	0	0.5656
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	0	3.982
MGH53_P7_D04	-0.779365721953	red	1	2.5286	0.26784
MGH53_P7_D05	-1.42907280447	red	1	3.99	0.38736
MGH53_P7_D06	-0.00463596248193	red	1	0.077243	1.107
MGH53_P7_D07	NA	black	0	0.14535	0
MGH53_P7_D10	NA	black	0	0	0.64155
MGH53_P7_D11	NA	black	0	3.5699	0
MGH53_P7_D12	-0.119019701354	red	1	1.0881	2.7784
MGH53_P7_E01	NA	black	0	0.082703	0
MGH53_P7_E02	NA	black	0	0	0
MGH53_P7_E03	0.177318174096	red	1	0.54696	0.68257
MGH53_P7_E04	NA	black	0	0	0
MGH53_P7_E05	NA	black	0	0	5.459
MGH53_P7_E06	0.0902699680555	red	1	0.89685	0.62387
MGH53_P7_E07	NA	black	0	0.048236	0
MGH53_P7_E08	NA	black	0	0.048236	0
MGH53_P7_E09	0.612942014397	green3	2	0.12697	0.21785
MGH53_P7_E10	NA	black	0	0	1.4547
MGH53_P7_E11	NA	black	0	0	0.26544
MGH53_P7_E12	NA	black	0	0.26784	0
MGH53_P7_F01	-1.60332683638	red	1	3.3071	0.012926
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	-1.27343090434	red	1	3.3389	0.25822
MGH53_P7_F05	NA	black	0	0	0.30334
MGH53_P7_F06	NA	black	0	0	0.67897
MGH53_P7_F08	-0.637563441217	red	1	2.6902	0.50182
MGH53_P7_F09	NA	black	0	1.0545	0
MGH53_P7_F10	0.528033645919	green3	2	0.044044	0.39616
MGH53_P7_F11	-2.49317044789	black	0	0.051024	4.3433
MGH53_P7_F12	0.17039410856	red	1	0.038436	0.87499
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0	0
MGH53_P7_G04	NA	black	0	2.6933	0
MGH53_P7_G05	0.585602413149	green3	2	0.14405	0.24367
MGH53_P7_G06	NA	black	0	0	0
MGH53_P7_G07	NA	black	0	0.035624	0
MGH53_P7_G08	0.564051137484	green3	2	0.16092	0.26183
MGH53_P7_G09	NA	black	0	0.055196	0
MGH53_P7_G10	NA	black	0	0	0
MGH53_P7_G11	NA	black	0	0	0
MGH53_P7_G12	NA	black	0	0	0
MGH53_P7_H01	NA	black	0	0	0
MGH53_P7_H02	NA	black	0	0	0.73118
MGH53_P7_H03	NA	black	0	0	1.3646
MGH53_P7_H04	-1.51448003367	red	1	3.608	0.21039
MGH53_P7_H05	NA	black	0	0.04684	0
MGH53_P7_H06	0.324877338625	red	1	0.60502	0.24489
MGH53_P7_H07	0.358884962759	red	1	0.28214	0.49774
MGH53_P7_H08	-2.69675775267	black	0	0.067639	4.6515
MGH53_P7_H10	NA	black	0	0.40926	0
MGH53_P7_H11	NA	black	0	0	0
MGH53_P7_H12	NA	black	0	0	0
MGH53_P8_A01	NA	black	0	0	0
MGH53_P8_A02	-0.618205422575	red	1	2.2048	0.22774
MGH53_P8_A03	NA	black	0	0.032806	0
MGH53_P8_A04	NA	black	0	0.067639	0
MGH53_P8_A05	NA	black	0	0.084064	0
MGH53_P8_A06	-0.909885522948	red	1	3.0547	0.41143
MGH53_P8_A07	-0.58478010907	red	1	2.0946	0.17377
MGH53_P8_A08	NA	black	0	0	0
MGH53_P8_A09	0.391255279013	red	1	0.079975	0.56267
MGH53_P8_A10	0.468225033791	green3	2	0.1776	0.39397
MGH53_P8_A11	NA	black	0	0.46467	0
MGH53_P8_A12	-0.0716058299126	red	1	1.5534	0.8335
MGH53_P8_B03	NA	black	0	0	0
MGH53_P8_B04	NA	black	0	3.8462	0
MGH53_P8_B08	-0.436381543489	red	1	2.059	0.38515
MGH53_P8_B09	-0.0966865112639	red	1	0.6107	1.3623
MGH53_P8_B10	1.39153575451	red	1	1.8156	4.6067
MGH53_P8_B11	NA	black	0	0.09356	0
MGH53_P8_B12	0.00548189024511	red	1	1.1622	0.33457
MGH53_P8_C01	NA	black	0	0	0
MGH53_P8_C02	NA	black	0	0	3.347
MGH53_P8_C03	0.524938524684	green3	2	0.18142	0.30451
MGH53_P8_C04	NA	black	0	0	4.6821
MGH53_P8_C08	NA	black	0	0	0
MGH53_P8_C09	NA	black	0	0.089498	0
MGH53_P8_C10	7.50659067245	black	0	3.818	5.5227
MGH53_P8_C11	0.393835342802	red	1	0.35502	0.37962
MGH53_P8_C12	NA	black	0	0.32077	0
MGH53_P8_D01	NA	black	0	0	0
MGH53_P8_D02	-0.440512714675	red	1	0.027154	1.6727
MGH53_P8_D03	NA	black	0	0	0.73552
MGH53_P8_D04	0.324235055732	red	1	0.077243	0.65627
MGH53_P8_D05	NA	black	0	0	0.39726
MGH53_P8_D06	NA	black	0	0.063503	0
MGH53_P8_D07	NA	black	0	0.4351	0
MGH53_P8_D08	5.27131618556	black	0	4.46	3.6037
MGH53_P8_D09	0.45430642462	green3	2	0.4049	0.21288
MGH53_P8_D10	NA	black	0	1.037	0
MGH53_P8_D11	NA	black	0	0.082703	0
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	NA	black	0	1.6844	0
MGH53_P8_E05	NA	black	0	0.18777	0
MGH53_P8_E06	NA	black	0	1.364	0
MGH53_P8_E07	NA	black	0	3.7919	0
MGH53_P8_E08	-0.132783457201	red	1	0.93584	1.9061
MGH53_P8_E09	NA	black	0	0.71896	0
MGH53_P8_E10	NA	black	0	0.30568	0
MGH53_P8_E11	NA	black	0	0	0
MGH53_P8_F01	-1.02656823943	red	1	3.9211	0.58785
MGH53_P8_F02	NA	black	0	0	5.3154
MGH53_P8_F04	-2.4603880471	black	0	0.075875	4.3704
MGH53_P8_F05	NA	black	0	3.2429	0
MGH53_P8_F06	-1.19448211663	red	1	0.65718	4.3624
MGH53_P8_F07	3.73730231468	black	0	3.0208	4.2531
MGH53_P8_F08	0.600871894773	green3	2	0.073135	0.27739
MGH53_P8_F09	NA	black	0	0	0.11902
MGH53_P8_F11	NA	black	0	0.045443	0
MGH53_P8_G01	NA	black	0	0	0
MGH53_P8_G02	NA	black	0	0.096262	0
MGH53_P8_G03	-0.0038364182385	red	1	0.93433	1.1355
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	-0.735298148965	red	1	2.9986	0.53207
MGH53_P8_G06	-0.283612303215	red	1	1.8867	0.52507
MGH53_P8_G07	NA	black	0	2.8476	0
MGH53_P8_G08	NA	black	0	1.144	0
MGH53_P8_G09	NA	black	0	0	0
MGH53_P8_G10	NA	black	0	0	3.7256
MGH53_P8_G11	NA	black	0	0.020058	0
MGH53_P8_G12	NA	black	0	2.3488	0
MGH53_P8_H01	NA	black	0	0.2857	0
MGH53_P8_H02	NA	black	0	0.066261	0
MGH53_P8_H03	0.569534171569	green3	2	0.14796	0.26424
MGH53_P8_H04	-2.733890413	black	0	0.24123	5.3214
MGH53_P8_H05	NA	black	0	0.301	0
MGH53_P8_H06	0.108507472725	red	1	0.077243	0.95233
MGH53_P8_H07	0.177625553267	red	1	0.3505	0.78073
MGH53_P8_H08	-0.927753636892	red	1	3.859	0.62947
MGH53_P8_H09	-1.24621108244	red	1	0.53406	3.9007
MGH53_P8_H10	NA	black	0	0.11636	0
MGH53_P8_H11	NA	black	0	0.077243	0
MGH53_P8_H12	0.111625977902	red	1	0.24001	0.92372
MGH53_P1_A03	NA	black	0	0	0.23266
MGH53_P1_A04	0.689206704671	red	1	0.063503	0.1635
MGH53_P1_A06	NA	black	0	2.2057	0
MGH53_P1_A07	-0.379019017858	red	1	1.9407	0.38184
MGH53_P1_A08	NA	black	0	0	0
MGH53_P1_B04	NA	black	0	3.4428	0
MGH53_P1_B08	-0.500598325251	red	1	2.0257	0.24367
MGH53_P1_B09	NA	black	0	1.5835	0
MGH53_P1_B11	NA	black	0	0	0.26063
MGH53_P1_C03	-0.74322719251	red	1	2.8385	0.46467
MGH53_P1_C06	NA	black	0	0.085425	0
MGH53_P1_C09	-0.630097035969	red	1	2.3007	0.28924
MGH53_P1_C10	NA	black	0	0.1003	0
MGH53_P1_D01	NA	black	0	0.10969	0
MGH53_P1_D05	NA	black	0	2.5785	0
MGH53_P1_D12	NA	black	0	0	0
MGH53_P1_E09	NA	black	0	0	0
MGH53_P1_E12	-0.315825749335	red	1	2.1006	0.61353
MGH53_P12_A01	NA	black	0	1.8624	0
MGH53_P12_A02	NA	black	0	0	0
MGH53_P12_A03	NA	black	0	0.40054	0
MGH53_P12_A04	0.623338531885	green3	2	0.092207	0.23143
MGH53_P12_A05	0.476196551783	green3	2	0.077243	0.44679
MGH53_P12_A06	NA	black	0	0.055196	0
MGH53_P12_A08	NA	black	0	0	0
MGH53_P12_A09	NA	black	0	0	0
MGH53_P12_A10	-1.29326691333	red	1	0.049631	2.7997
MGH53_P12_A11	NA	black	0	0	3.8455
MGH53_P12_A12	NA	black	0	0	0.36849
MGH53_P12_B01	NA	black	0	0.086784	0
MGH53_P12_B02	NA	black	0	3.3564	0
MGH53_P12_B03	-0.528434363891	red	1	2.0952	0.26544
MGH53_P12_B04	-0.125111444218	red	1	1.4457	0.42653
MGH53_P12_B05	0.628665204423	green3	2	0.14535	0.17887
MGH53_P12_B06	-0.126590032832	red	1	1.384	0.22033
MGH53_P12_B07	-0.112782458501	red	1	1.4463	0.49467
MGH53_P12_B08	NA	black	0	0	0.62387
MGH53_P12_B09	NA	black	0	0.071763	0
MGH53_P12_B11	NA	black	0	0.97085	0
MGH53_P12_B12	0.00651772871444	red	1	1.157	0.56949
MGH53_P12_C01	NA	black	0	0.042644	0
MGH53_P12_C02	-1.88517616096	red	1	0.14274	3.7761
MGH53_P12_C03	0.508386777637	green3	2	0.060739	0.41251
MGH53_P12_C04	-2.29158424821	black	0	0.097611	4.2095
MGH53_P12_C05	0.547394082629	green3	2	0.12433	0.31499
MGH53_P12_C06	NA	black	0	0	0.24367
MGH53_P12_C07	NA	black	0	0	0
MGH53_P12_C08	-0.173606570193	red	1	1.5931	0.49672
MGH53_P12_C09	NA	black	0	0	0
MGH53_P12_C10	-1.78024388214	red	1	3.6637	0.071763
MGH53_P12_C11	NA	black	0	2.982	0
MGH53_P12_C12	NA	black	0	0.17887	0
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0	1.0503
MGH53_P12_D04	NA	black	0	0	0
MGH53_P12_D05	NA	black	0	0	0.46571
MGH53_P12_D06	NA	black	0	3.104	0
MGH53_P12_D07	NA	black	0	0.77062	0
MGH53_P12_D08	NA	black	0	0.38957	0
MGH53_P12_D09	NA	black	0	0	0
MGH53_P12_D10	NA	black	0	2.3508	0
MGH53_P12_D11	0.54004034678	green3	2	0.13093	0.32077
MGH53_P12_D12	NA	black	0	0.070389	0
MGH53_P12_E01	NA	black	0	0.12433	0
MGH53_P12_E02	0.236695145791	red	1	0.6526	0.42438
MGH53_P12_E03	NA	black	0	2.5511	0
MGH53_P12_E04	NA	black	0	0.10299	0
MGH53_P12_E05	0.125547362412	red	1	0.87892	0.47093
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	NA	black	0	0	0
MGH53_P12_E08	NA	black	0	0	0
MGH53_P12_E09	NA	black	0	0.074505	0
MGH53_P12_E10	-2.48589769963	black	0	0.066261	4.3763
MGH53_P12_E12	NA	black	0	0	0
MGH53_P12_F01	NA	black	0	0.066261	0
MGH53_P12_F02	2.92541713072	black	0	2.9871	3.6126
MGH53_P12_F03	NA	black	0	2.1303	0
MGH53_P12_F04	-0.56082177902	red	1	3.3199	0.74932
MGH53_P12_F06	-0.979190611126	red	1	2.717	0.18142
MGH53_P12_F07	0.396256860904	red	1	0.063503	0.56365
MGH53_P12_F08	-0.0370217450779	red	1	1.5059	0.94935
MGH53_P12_F09	NA	black	0	0	0.23756
MGH53_P12_F10	NA	black	0	0	0
MGH53_P12_F11	-0.304982618462	red	1	1.7655	0.34823
MGH53_P12_F12	-0.570426300135	red	1	2.207	0.29866
MGH53_P12_G01	NA	black	0	0	0.26544
MGH53_P12_G03	NA	black	0	0.044044	0
MGH53_P12_G04	NA	black	0	0	0.24975
MGH53_P12_G07	NA	black	0	0	0.73552
MGH53_P12_G08	NA	black	0	0.88675	0
MGH53_P12_G09	NA	black	0	0.049631	0
MGH53_P12_G10	NA	black	0	0.027154	0
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	0.366872052627	red	1	0.069015	0.60122
MGH53_P12_H01	0.601241558745	green3	2	0.032806	0.30568
MGH53_P12_H02	-0.095148755226	red	1	1.3516	0.3173
MGH53_P12_H03	NA	black	0	0	0
MGH53_P12_H04	NA	black	0	0	4.0327
MGH53_P12_H05	NA	black	0	0	0.58015
MGH53_P12_H06	-1.47726734768	red	1	0.2857	3.5306
MGH53_P12_H07	NA	black	0	0	2.9714
MGH53_P12_H08	-0.751502859065	red	1	2.3214	0.14666
MGH53_P12_H09	-0.551847843063	red	1	2.1184	0.24975
MGH53_P12_H10	-0.0640777405662	red	1	1.2768	0.20038
MGH53_P12_H11	NA	black	0	1.2461	0
MGH53_P12_H12	0.0345258928896	red	1	1.2247	3.2045
MGH53_P2_A09	NA	black	0	0	0.25942
MGH53_P2_A11	0.727685650527	red	1	0.051024	0.12168
MGH53_P2_A12	2.80573278238	black	0	2.9851	3.5126
MGH53_P2_B05	0.0532294419073	red	1	1.0827	0.21288
MGH53_P2_B07	0.493422906144	green3	2	0.049631	0.43936
MGH53_P2_B09	NA	black	0	0.077243	0
MGH53_P2_B10	NA	black	0	0.15186	0
MGH53_P2_C01	NA	black	0	1.7416	0
MGH53_P2_C02	NA	black	0	0.33228	0
MGH53_P2_C03	0.665249670074	red	1	0.042644	0.21288
MGH53_P2_C07	0.19807095773	red	1	0.65901	0.53007
MGH53_P2_C09	-0.216837941663	red	1	1.7049	0.50691
MGH53_P2_D01	NA	black	0	0.037031	0
MGH53_P2_D02	NA	black	0	0	0
MGH53_P2_D07	NA	black	0	0.094912	0
MGH53_P2_D08	-0.155417757256	red	1	1.9046	0.80323
MGH53_P2_D12	0.328163386303	red	1	0.44255	0.42975
MGH53_P2_E04	-0.776654617144	red	1	2.4877	0.24367
MGH53_P2_E10	NA	black	0	0	0.72072
MGH53_P2_F02	NA	black	0	0	0
MGH53_P2_F03	NA	black	0	0	0.29514
MGH53_P2_F04	-0.284850279861	red	1	2.051	0.63691
MGH53_P2_F05	NA	black	0	0	0.83269
MGH53_P2_G02	-3.58680606206	black	0	0.1003	5.9192
MGH53_P2_G07	NA	black	0	0	0
MGH53_P2_H01	-0.175815470444	red	1	1.6026	0.50284
MGH53_P10_A01	-0.824289546415	red	1	3.5199	0.61636
MGH53_P10_A02	NA	black	0	0.04684	0
MGH53_P10_A03	NA	black	0	0.059355	0
MGH53_P10_A04	0.535118300765	green3	2	0.23266	0.24489
MGH53_P10_A05	NA	black	0	0	0
MGH53_P10_A06	0.17638136034	red	1	0.67897	0.57337
MGH53_P10_A07	NA	black	0	3.3381	0
MGH53_P10_A08	-0.116726931847	red	1	0.074505	1.2594
MGH53_P10_A09	0.530136682771	green3	2	0.041243	0.39506
MGH53_P10_A10	NA	black	0	0.89763	0
MGH53_P10_A11	-1.20949150227	red	1	3.2222	0.25338
MGH53_P10_A12	NA	black	0	2.4457	0
MGH53_P10_B01	-0.391565447461	red	1	2.0264	0.4351
MGH53_P10_B02	-1.54968451772	red	1	3.6953	0.2228
MGH53_P10_B03	NA	black	0	0	0
MGH53_P10_B04	NA	black	0	0	0.38515
MGH53_P10_B05	NA	black	0	2.1994	0
MGH53_P10_B06	NA	black	0	0	3.6482
MGH53_P10_B07	NA	black	0	3.8389	0
MGH53_P10_B08	NA	black	0	0	0.39506
MGH53_P10_B09	NA	black	0	0.05797	0
MGH53_P10_B10	NA	black	0	0	0
MGH53_P10_B11	-0.374438544278	red	1	2.8217	0.7941
MGH53_P10_B12	NA	black	0	0	0.36737
MGH53_P10_C01	0.641802149694	green3	2	0.04684	0.24123
MGH53_P10_C02	NA	black	0	0	0.30685
MGH53_P10_C03	0.478191641118	green3	2	0.35727	0.22033
MGH53_P10_C04	NA	black	0	2.5205	0
MGH53_P10_C05	NA	black	0	0	0
MGH53_P10_C06	-0.135936872403	red	1	1.4131	0.26903
MGH53_P10_C07	NA	black	0	0.096262	0
MGH53_P10_C08	-0.902300892861	red	1	2.7788	0.29042
MGH53_P10_C09	-0.789048252647	red	1	2.8335	0.42116
MGH53_P10_C10	NA	black	0	0	0.21412
MGH53_P10_C11	NA	black	0	0	0
MGH53_P10_C12	NA	black	0	0	0
MGH53_P10_D01	0.654257802233	red	1	0.032806	0.23511
MGH53_P10_D02	NA	black	0	0	0.27977
MGH53_P10_D03	NA	black	0	0.10969	0
MGH53_P10_D04	NA	black	0	0	0
MGH53_P10_D05	NA	black	0	3.247	0
MGH53_P10_D06	NA	black	0	2.6922	0
MGH53_P10_D07	-0.552989879925	red	1	2.409	0.45733
MGH53_P10_D08	NA	black	0	0	0.44148
MGH53_P10_D09	NA	black	0	0.16479	0
MGH53_P10_D12	NA	black	0	2.3727	0
MGH53_P10_E01	0.647244857926	red	1	0.04684	0.23389
MGH53_P10_E03	NA	black	0	0	0
MGH53_P10_E04	NA	black	0	0	0
MGH53_P10_E05	NA	black	0	0.54399	0
MGH53_P10_E06	NA	black	0	0	5.1472
MGH53_P10_E07	NA	black	0	0.91686	0
MGH53_P10_E08	NA	black	0	0	4.0031
MGH53_P10_E09	NA	black	0	0.069015	0
MGH53_P10_E10	NA	black	0	0	0
MGH53_P10_E11	NA	black	0	0	0.34937
MGH53_P10_E12	-1.39584457155	red	1	3.9814	0.40272
MGH53_P10_F01	NA	black	0	0	0.28214
MGH53_P10_F02	NA	black	0	0	0
MGH53_P10_F03	0.425038078546	green3	2	0.1137	0.49774
MGH53_P10_F04	-0.25661583879	red	1	1.8061	0.51197
MGH53_P10_F05	NA	black	0	0.33685	0
MGH53_P10_F06	NA	black	0	3.2895	0
MGH53_P10_F07	-0.224304918108	red	1	1.5768	0.2857
MGH53_P10_F08	NA	black	0	2.4367	0
MGH53_P10_F09	0.618614064477	green3	2	0.077243	0.24975
MGH53_P10_F10	-0.248088536439	red	1	1.9884	0.6663
MGH53_P10_F12	0.661396812671	red	1	0.029983	0.22774
MGH53_P10_G01	NA	black	0	0.60786	0
MGH53_P10_G02	NA	black	0	0.26424	0
MGH53_P10_G03	0.666873035982	red	1	0.03984	0.21288
MGH53_P10_G04	-0.709730281437	red	1	2.7489	0.45733
MGH53_P10_G05	NA	black	0	0.049631	0
MGH53_P10_G07	NA	black	0	2.9407	0
MGH53_P10_G08	NA	black	0	0	0.19156
MGH53_P10_G09	0.526151685385	green3	2	0.33457	0.15704
MGH53_P10_G11	NA	black	0	0	0.14012
MGH53_P10_H01	NA	black	0	0.96125	0
MGH53_P10_H02	1.89686619688	red	1	2.629	3.1336
MGH53_P10_H04	0.625088354262	green3	2	0.092207	0.22897
MGH53_P10_H05	NA	black	0	1.9705	0
MGH53_P10_H06	NA	black	0	0	0.99349
MGH53_P10_H07	0.348039269691	red	1	0.053806	0.6332
MGH53_P10_H08	NA	black	0	1.5622	0
MGH53_P10_H09	0.72139496105	red	1	0.029983	0.14796
MGH53_P10_H10	NA	black	0	0	2.715
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0	3.8498
MGH53_P11_A02	NA	black	0	1.9971	0
MGH53_P11_A03	-1.82601114215	red	1	0.041243	3.4703
MGH53_P11_A04	0.596767043198	green3	2	0.1776	0.19787
MGH53_P11_A06	-1.62375427789	red	1	0.57531	4.9312
MGH53_P11_A08	NA	black	0	0.044044	0
MGH53_P11_A09	0.667685822219	red	1	0.038436	0.21288
MGH53_P11_A10	NA	black	0	1.2382	0
MGH53_P11_A11	NA	black	0	0.05797	0
MGH53_P11_A12	NA	black	0	0	0
MGH53_P11_B01	0.749311817326	red	1	0.067639	0.077243
MGH53_P11_B02	NA	black	0	0	2.4913
MGH53_P11_B04	NA	black	0	0.92448	0
MGH53_P11_B05	NA	black	0	0.088142	0
MGH53_P11_B06	0.409183865168	green3	2	0.13093	0.51096
MGH53_P11_B07	0.0160042675498	red	1	1.1414	0.3505
MGH53_P11_B08	NA	black	0	0	0
MGH53_P11_B09	NA	black	0	0	0
MGH53_P11_B11	-0.96086822702	red	1	3.3885	0.49057
MGH53_P11_B12	-0.211417205279	red	1	0.07861	1.389
MGH53_P11_C01	NA	black	0	0.0043216	0
MGH53_P11_C02	NA	black	0	0.1003	0
MGH53_P11_C03	-0.135216270095	red	1	1.5044	0.50284
MGH53_P11_C04	NA	black	0	0	0.36849
MGH53_P11_C05	NA	black	0	0	3.998
MGH53_P11_C06	NA	black	0	0	0
MGH53_P11_C07	-0.378706736833	red	1	1.8699	0.30685
MGH53_P11_C08	NA	black	0	0.04684	0
MGH53_P11_C09	-0.906513866203	red	1	2.8197	0.30801
MGH53_P11_C10	NA	black	0	0	0
MGH53_P11_C11	NA	black	0	0	0
MGH53_P11_C12	-0.0750634331235	red	1	1.338	0.42975
MGH53_P11_D01	NA	black	0	1.301	0
MGH53_P11_D02	NA	black	0	2.4563	0
MGH53_P11_D03	NA	black	0	0	0.29396
MGH53_P11_D04	NA	black	0	0	0.42975
MGH53_P11_D05	NA	black	0	0	0
MGH53_P11_D07	NA	black	0	0.048236	0
MGH53_P11_D08	0.567868217824	green3	2	0.066261	0.32769
MGH53_P11_D09	-1.133121482	red	1	3.0783	0.24489
MGH53_P11_D10	NA	black	0	0	0
MGH53_P11_D11	NA	black	0	0	0
MGH53_P11_D12	NA	black	0	0	0
MGH53_P11_E01	-0.577095199587	red	1	2.0875	0.17887
MGH53_P11_E02	NA	black	0	1.2073	0
MGH53_P11_E04	NA	black	0	0.13881	0
MGH53_P11_E06	NA	black	0	0	4.1145
MGH53_P11_E08	NA	black	0	0	4.2522
MGH53_P11_E09	NA	black	0	2.5592	0
MGH53_P11_E10	NA	black	0	0.13093	0
MGH53_P11_E11	0.539683649422	green3	2	0.21909	0.24975
MGH53_P11_E12	NA	black	0	0.066261	0
MGH53_P11_F01	-0.650791312626	red	1	2.3802	0.31962
MGH53_P11_F02	NA	black	0	0	0.52105
MGH53_P11_F03	-3.37522197723	black	0	0.07861	5.5597
MGH53_P11_F04	NA	black	0	0	0.31034
MGH53_P11_F05	NA	black	0	1.1782	0
MGH53_P11_F07	0.216082721239	red	1	0.79909	0.23756
MGH53_P11_F10	NA	black	0	0.9782	0
MGH53_P11_F11	NA	black	0	2.1972	0
MGH53_P11_F12	NA	black	0	0.2857	0
MGH53_P11_G01	NA	black	0	0	0.19283
MGH53_P11_G02	NA	black	0	3.345	0
MGH53_P11_G03	-2.3912740136	black	0	0.062122	4.2432
MGH53_P11_G04	0.551782164335	green3	2	1.539	3.5982
MGH53_P11_G05	NA	black	0	0	3.9279
MGH53_P11_G06	NA	black	0	0	0.074505
MGH53_P11_G07	-0.188707463045	red	1	1.5271	0.31846
MGH53_P11_G08	NA	black	0	0	0
MGH53_P11_G09	NA	black	0	0	0
MGH53_P11_G10	0.666675302573	red	1	0.073135	0.1865
MGH53_P11_G11	1.39996644621	red	1	2.0566	3.6
MGH53_P11_G12	0.556862945365	green3	2	0.16092	0.27262
MGH53_P11_H01	NA	black	0	0	0
