Cell_name	Zvalue	Color	Cluster	BCL2L11	CREB1
MGH53_P4_B11	NA	black	0	0	0.31846
MGH53_P4_C03	0.128464051704	green3	2	0.15575	0.82212
MGH53_P4_C11	NA	black	0	0	0.15834
MGH53_P4_C12	NA	black	0	0.44679	0
MGH53_P4_D04	NA	black	0	0	0
MGH53_P4_D05	NA	black	0	0	0
MGH53_P4_D09	NA	black	0	0	0
MGH53_P4_E01	NA	black	0	0	0.79494
MGH53_P4_E02	NA	black	0	0	0.12168
MGH53_P4_E07	NA	black	0	0.24245	0
MGH53_P4_E08	NA	black	0	0	0.53406
MGH53_P4_E09	NA	black	0	0	4.0422
MGH53_P4_F01	0.670033803048	green3	2	0.14405	0.084064
MGH53_P4_F02	NA	black	0	0	0.2461
MGH53_P4_F08	NA	black	0	0	2.2895
MGH53_P4_F11	NA	black	0	0	0
MGH53_P4_G02	NA	black	0	0	0.15056
MGH53_P4_G05	NA	black	0	0	0.086784
MGH53_P4_G07	NA	black	0	0	0.07861
MGH53_P4_G08	NA	black	0	0	2.6348
MGH53_P4_G09	NA	black	0	0	3.6567
MGH53_P4_H10	-1.3516865116	red	1	0.43403	3.3981
MGH53_P4_H11	NA	black	0	0	0.12829
MGH53_P4_H12	-2.02285813801	red	1	3.9388	0.053806
MGH54_P14_A01	NA	black	0	0	2.5102
MGH54_P14_A02	NA	black	0	0	0
MGH54_P14_A03	NA	black	0	0	0
MGH54_P14_A04	NA	black	0	1.9557	0
MGH54_P14_A05	NA	black	0	0	0.084064
MGH54_P14_A06	NA	black	0	3.5881	0
MGH54_P14_A07	NA	black	0	0	0
MGH54_P14_A08	NA	black	0	0	3.0079
MGH54_P14_A09	NA	black	0	2.4494	0
MGH54_P14_A10	-0.167389084821	green3	2	1.0307	2.3813
MGH54_P14_A11	NA	black	0	0	0
MGH54_P14_A12	NA	black	0	0	0
MGH54_P14_B01	NA	black	0	0	0.86869
MGH54_P14_B02	NA	black	0	0	0
MGH54_P14_B03	-0.523723737115	green3	2	1.959	0.12168
MGH54_P14_B04	NA	black	0	0	0.086784
MGH54_P14_B05	NA	black	0	0	0.096262
MGH54_P14_B06	NA	black	0	0	0
MGH54_P14_B07	NA	black	0	0	0
MGH54_P14_B08	NA	black	0	0	1.959
MGH54_P14_B09	NA	black	0	0	0.8504
MGH54_P14_B10	NA	black	0	0.25822	0
MGH54_P14_B11	NA	black	0	2.2197	0
MGH54_P14_B12	NA	black	0	0	0
MGH54_P14_C01	NA	black	0	0	0.98841
MGH54_P14_C02	NA	black	0	0	3.8842
MGH54_P14_C03	-1.35011961464	red	1	0.20914	2.8716
MGH54_P14_C04	NA	black	0	0	2.9373
MGH54_P14_C05	NA	black	0	0	1.4787
MGH54_P14_C06	NA	black	0	0	0
MGH54_P14_C07	NA	black	0	0	2.6079
MGH54_P14_C08	NA	black	0	0	0
MGH54_P14_C09	NA	black	0	3.0181	0
MGH54_P14_C10	NA	black	0	0	0.11503
MGH54_P14_C11	NA	black	0	0	0
MGH54_P14_C12	NA	black	0	0	0
MGH54_P14_D01	NA	black	0	0	0
MGH54_P14_D02	NA	black	0	0	0
MGH54_P14_D03	NA	black	0	0	0
MGH54_P14_D04	NA	black	0	0	0
MGH54_P14_D05	NA	black	0	0	0
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	1.76694732669	blue	3	2.6704	2.7179
MGH54_P14_D08	NA	black	0	0	0
MGH54_P14_D09	NA	black	0	0	0.16092
MGH54_P14_D10	NA	black	0	0	0.43936
MGH54_P14_D11	NA	black	0	0	3.8203
MGH54_P14_D12	NA	black	0	0	0.72509
MGH54_P14_E01	NA	black	0	0	1.538
MGH54_P14_E02	NA	black	0	0	0
MGH54_P14_E03	NA	black	0	0	0
MGH54_P14_E04	NA	black	0	0	0
MGH54_P14_E05	NA	black	0	2.9842	0
MGH54_P14_E06	-0.524826458347	green3	2	1.9188	0.071763
MGH54_P14_E07	NA	black	0	4.9234	0
MGH54_P14_E08	NA	black	0	0	0
MGH54_P14_E09	NA	black	0	0	0
MGH54_P14_E10	NA	black	0	0	0
MGH54_P14_E11	NA	black	0	0	2.6592
MGH54_P14_E12	NA	black	0	0	0.24123
MGH54_P14_F01	NA	black	0	3.3326	0
MGH54_P14_F02	NA	black	0	0	0
MGH54_P14_F03	NA	black	0	0	0.15056
MGH54_P14_F04	NA	black	0	0	0.1003
MGH54_P14_F06	NA	black	0	0	0
MGH54_P14_F07	NA	black	0	0	0
MGH54_P14_F08	NA	black	0	0	1.1296
MGH54_P14_F09	NA	black	0	0	0
MGH54_P14_F10	NA	black	0	0	0
MGH54_P14_F11	NA	black	0	2.0243	0
MGH54_P14_G01	NA	black	0	0	0
MGH54_P14_G02	NA	black	0	0	2.9564
MGH54_P14_G03	NA	black	0	0	3.9675
MGH54_P14_G04	NA	black	0	0	0
MGH54_P14_G05	NA	black	0	0	0.66812
MGH54_P14_G06	NA	black	0	0	0
MGH54_P14_G07	NA	black	0	0	0
MGH54_P14_G08	NA	black	0	0	0.15445
MGH54_P14_G09	NA	black	0	0	1.1622
MGH54_P14_G10	NA	black	0	0	0
MGH54_P14_G11	NA	black	0	0	0
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	NA	black	0	0	0
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0	0
MGH54_P14_H04	NA	black	0	0	0.2461
MGH54_P14_H05	NA	black	0	3.3567	0
MGH54_P14_H06	NA	black	0	0	1.54
MGH54_P14_H07	NA	black	0	0	0
MGH54_P14_H08	NA	black	0	0	0
MGH54_P14_H09	NA	black	0	0	0.1137
MGH54_P14_H10	NA	black	0	0	0
MGH54_P14_H11	NA	black	0	0	0
MGH54_P14_H12	NA	black	0	0	0.20789
MGH54_P15_A02	NA	black	0	0	0.27977
MGH54_P15_A03	NA	black	0	0	0.24489
MGH54_P15_A04	NA	black	0	0	2.1606
MGH54_P15_A05	NA	black	0	0	0
MGH54_P15_A06	NA	black	0	0	0
MGH54_P15_A07	NA	black	0	0	0
MGH54_P15_A08	NA	black	0	0	2.7088
MGH54_P15_A09	NA	black	0	0	0.082703
MGH54_P15_A10	NA	black	0	0	0.15575
MGH54_P15_A11	NA	black	0	0	0
MGH54_P15_A12	NA	black	0	0	0.14143
MGH54_P15_B01	NA	black	0	0	0
MGH54_P15_B02	NA	black	0	0	0
MGH54_P15_B03	NA	black	0	0	0
MGH54_P15_B04	NA	black	0	0	0
MGH54_P15_B05	NA	black	0	0	0
MGH54_P15_B06	NA	black	0	0	0
MGH54_P15_B07	NA	black	0	0	0.25942
MGH54_P15_B09	NA	black	0	0	0
MGH54_P15_B10	NA	black	0	0	0.60407
MGH54_P15_B11	NA	black	0	0	2.8873
MGH54_P15_C01	NA	black	0	0	0
MGH54_P15_C02	NA	black	0	0	0.26903
MGH54_P15_C03	NA	black	0	0	0
MGH54_P15_C04	NA	black	0	0	0.37072
MGH54_P15_C05	NA	black	0	0	0.47093
MGH54_P15_C06	NA	black	0	0	0.83269
MGH54_P15_C07	NA	black	0	0	0.15316
MGH54_P15_C08	0.611435424877	green3	2	0.075875	0.21661
MGH54_P15_C09	NA	black	0	0	0
MGH54_P15_C10	NA	black	0	0	0.7137
MGH54_P15_C11	NA	black	0	0	0
MGH54_P15_C12	NA	black	0	0	0.09356
MGH54_P15_D01	NA	black	0	0	0
MGH54_P15_D02	NA	black	0	0	0
MGH54_P15_D03	NA	black	0	0	0
MGH54_P15_D04	NA	black	0	0.25942	0
MGH54_P15_D05	NA	black	0	0	0
MGH54_P15_D07	NA	black	0	0	0
MGH54_P15_D08	NA	black	0	0	0
MGH54_P15_D09	NA	black	0	0	0.11636
MGH54_P15_D10	NA	black	0	0	0
MGH54_P15_D11	NA	black	0	0	0
MGH54_P15_D12	NA	black	0	0	0.088142
MGH54_P15_E01	NA	black	0	0	2.201
MGH54_P15_E02	NA	black	0	0	0.28688
MGH54_P15_E03	NA	black	0	0	1.4792
MGH54_P15_E04	NA	black	0	0	1.8016
MGH54_P15_E05	NA	black	0	0	0.18015
MGH54_P15_E06	NA	black	0	0	0.123
MGH54_P15_E07	NA	black	0	0	0
MGH54_P15_E08	NA	black	0	0	0.43936
MGH54_P15_E09	NA	black	0	0	0.38294
MGH54_P15_E10	NA	black	0	0	0
MGH54_P15_E11	NA	black	0	0	4.2918
MGH54_P15_E12	NA	black	0	0	2.6381
MGH54_P15_F01	NA	black	0	0	0
MGH54_P15_F02	NA	black	0	3.8547	0
MGH54_P15_F03	NA	black	0	0	2.1935
MGH54_P15_F04	0.331649994489	green3	2	0.31962	0.45838
MGH54_P15_F05	-0.0865689746866	green3	2	3.783	1.0179
MGH54_P15_F06	0.707138039155	green3	2	0.14535	0.031395
MGH54_P15_F07	NA	black	0	0	0.17505
MGH54_P15_F08	NA	black	0	0	0
MGH54_P15_F09	NA	black	0	0	2.4468
MGH54_P15_F10	NA	black	0	0	0.10702
MGH54_P15_F11	NA	black	0	0	3.7863
MGH54_P15_F12	NA	black	0	0	0.54893
MGH54_P15_G03	NA	black	0	0	1.0566
MGH54_P15_G04	NA	black	0	0	0
MGH54_P15_G05	NA	black	0	0	0
MGH54_P15_G06	NA	black	0	0	3.5039
MGH54_P15_G07	NA	black	0	0	1.4568
MGH54_P15_G08	NA	black	0	0	2.7604
MGH54_P15_G09	NA	black	0	0	3.4615
MGH54_P15_G10	NA	black	0	0	2.1217
MGH54_P15_G11	NA	black	0	0	0
MGH54_P15_G12	NA	black	0	0	0
MGH54_P15_H01	0.647775372524	green3	2	2.1157	2.0058
MGH54_P15_H03	NA	black	0	0	0
MGH54_P15_H04	NA	black	0	0	1.94
MGH54_P15_H05	NA	black	0	0	3.8942
MGH54_P15_H06	NA	black	0	0	0
MGH54_P15_H07	NA	black	0	0	0.42653
MGH54_P15_H08	NA	black	0	0	0
MGH54_P15_H09	NA	black	0	0	0
MGH54_P15_H10	NA	black	0	0	2.698
MGH54_P15_H11	NA	black	0	0	0
MGH54_P15_H12	NA	black	0	0	0.18015
MGH54_P16_A01	NA	black	0	0	1.8086
MGH54_P16_A02	NA	black	0	0.41359	0
MGH54_P16_A04	NA	black	0	0	0.1137
MGH54_P16_A05	NA	black	0	0	0
MGH54_P16_A06	NA	black	0	0	0
MGH54_P16_A07	NA	black	0	0	0
MGH54_P16_A08	NA	black	0	0	0
MGH54_P16_A09	NA	black	0	0	0
MGH54_P16_A10	NA	black	0	0	0.20664
MGH54_P16_A11	NA	black	0	0	0.079975
MGH54_P16_A12	NA	black	0	0	0
MGH54_P16_B01	NA	black	0	0	0
MGH54_P16_B02	NA	black	0	0	0.27381
MGH54_P16_B03	0.288685501478	green3	2	0.72247	0.096262
MGH54_P16_B04	NA	black	0	0	2.9428
MGH54_P16_B05	NA	black	0	0	0
MGH54_P16_B06	NA	black	0	0.9115	0
MGH54_P16_B07	NA	black	0	0	0.39944
MGH54_P16_B08	NA	black	0	0	0
MGH54_P16_B09	0.516911662775	green3	2	0.36401	0.10299
MGH54_P16_B10	NA	black	0	0	0
MGH54_P16_B11	NA	black	0	0	1.3874
MGH54_P16_B12	NA	black	0	0	0.56852
MGH54_P16_C01	NA	black	0	0	0
MGH54_P16_C02	NA	black	0	0	0.19661
MGH54_P16_C03	NA	black	0	0	0
MGH54_P16_C04	NA	black	0	0	0
MGH54_P16_C05	NA	black	0	0	2.5871
MGH54_P16_C06	1.29779800386	blue	3	3.0827	2.0043
MGH54_P16_C07	NA	black	0	0	0
MGH54_P16_C08	0.99500007555	blue	3	2.0398	2.6844
MGH54_P16_C09	NA	black	0	0	2.9523
MGH54_P16_C10	NA	black	0	0	0.075875
MGH54_P16_C11	NA	black	0	0	0
MGH54_P16_C12	NA	black	0	0	0
MGH54_P16_D01	-1.05396624177	red	1	2.8337	0.17249
MGH54_P16_D02	NA	black	0	0	0
MGH54_P16_D03	NA	black	0	0	0
MGH54_P16_D04	NA	black	0	0	0
MGH54_P16_D05	-0.834011070012	green3	2	2.7527	0.3173
MGH54_P16_D06	1.74213943092	blue	3	2.121	3.7321
MGH54_P16_D07	-1.68051725387	red	1	0.30451	3.5505
MGH54_P16_D09	NA	black	0	0	0
MGH54_P16_D10	NA	black	0	0	0
MGH54_P16_D11	NA	black	0	0	0
MGH54_P16_D12	NA	black	0	0	0
MGH54_P16_E01	NA	black	0	0	0
MGH54_P16_E02	NA	black	0	0	0
MGH54_P16_E03	NA	black	0	0	0
MGH54_P16_E04	NA	black	0	0	2.0932
MGH54_P16_E05	NA	black	0	0	0.99349
MGH54_P16_E06	NA	black	0	0	0
MGH54_P16_E07	NA	black	0	0	0
MGH54_P16_E08	NA	black	0	0	0
MGH54_P16_E09	NA	black	0	0	0
MGH54_P16_E10	NA	black	0	0	2.8756
MGH54_P16_E11	NA	black	0	0	0
MGH54_P16_E12	NA	black	0	0	0
MGH54_P16_F01	NA	black	0	0	0.090853
MGH54_P16_F03	NA	black	0	0	2.9906
MGH54_P16_F04	NA	black	0	0	2.2032
MGH54_P16_F05	NA	black	0	0	0.20414
MGH54_P16_F06	NA	black	0	0	0.077243
MGH54_P16_F07	NA	black	0	0	0
MGH54_P16_F08	NA	black	0	1.6225	0
MGH54_P16_F09	NA	black	0	0	0.92752
MGH54_P16_F10	NA	black	0	0	0.10836
MGH54_P16_F11	NA	black	0	0.36289	0
MGH54_P16_G01	NA	black	0	0	0
MGH54_P16_G02	NA	black	0	0	2.319
MGH54_P16_G03	NA	black	0	0	2.1293
MGH54_P16_G04	NA	black	0	0	2.9566
MGH54_P16_G05	NA	black	0	0	2.044
MGH54_P16_G06	NA	black	0	0	1.515
MGH54_P16_G07	NA	black	0	0	2.4792
MGH54_P16_G08	NA	black	0	0	0.064883
MGH54_P16_G09	NA	black	0	0	0
MGH54_P16_G10	NA	black	0	0	0.1865
MGH54_P16_G11	NA	black	0	0	0.067639
MGH54_P16_G12	NA	black	0	0	0
MGH54_P16_H01	NA	black	0	0	0
MGH54_P16_H02	NA	black	0	0	0.123
MGH54_P16_H03	-0.553487802922	green3	2	1.9771	0.092207
MGH54_P16_H04	NA	black	0	0	0.067639
MGH54_P16_H05	NA	black	0	0	0.074505
MGH54_P16_H06	NA	black	0	0	0.28688
MGH54_P16_H07	NA	black	0	0	0.15575
MGH54_P16_H08	NA	black	0	0	2.6309
MGH54_P16_H09	NA	black	0	0	2.2415
MGH54_P16_H10	NA	black	0	0	0
MGH54_P16_H11	0.607575827102	green3	2	0.25701	0.067639
MGH54_P16_H12	-0.371925689046	green3	2	1.8311	0.25701
MGH54_P17_A01	NA	black	0	0	0.38847
MGH54_P17_A02	NA	black	0	0	2.5541
MGH54_P17_A03	NA	black	0	0	0.13356
MGH54_P17_A04	NA	black	0	0	0.28333
MGH54_P17_A05	NA	black	0	0	0.16864
MGH54_P17_A06	NA	black	0	0	0.48749
MGH54_P17_A07	NA	black	0	0	0
MGH54_P17_A08	-0.0229131025452	green3	2	1.2029	0.22157
MGH54_P17_A09	-0.28918487125	green3	2	1.6055	0.123
MGH54_P17_A10	NA	black	0	0	2.6998
MGH54_P17_A11	NA	black	0	0	0
MGH54_P17_A12	NA	black	0	2.6776	0
MGH54_P17_B01	NA	black	0	0	0.19661
MGH54_P17_B02	NA	black	0	0	3.2973
MGH54_P17_B03	NA	black	0	0	1.4109
MGH54_P17_B05	0.545436244996	green3	2	0.27739	0.14535
MGH54_P17_B06	NA	black	0	0	0
MGH54_P17_B07	1.03067140336	blue	3	2.0154	2.7995
MGH54_P17_B08	NA	black	0	0	0
MGH54_P17_B09	NA	black	0	0	0
MGH54_P17_B10	NA	black	0	0	0.23511
MGH54_P17_B11	NA	black	0	0	2.4665
MGH54_P17_B12	NA	black	0	0	0
MGH54_P17_C02	NA	black	0	0	0
MGH54_P17_C03	NA	black	0	0	0
MGH54_P17_C04	NA	black	0	0	0.10702
MGH54_P17_C05	NA	black	0	3.1583	0
MGH54_P17_C06	NA	black	0	0	0
MGH54_P17_C07	NA	black	0	0	0
MGH54_P17_C08	NA	black	0	0	0
MGH54_P17_C09	NA	black	0	0	0.24975
MGH54_P17_C10	NA	black	0	0	0
MGH54_P17_C11	NA	black	0	0	0.13093
MGH54_P17_C12	NA	black	0	0	0
MGH54_P17_D01	NA	black	0	0.22651	0
MGH54_P17_D02	NA	black	0	0	0
MGH54_P17_D03	NA	black	0	0	0
MGH54_P17_D04	NA	black	0	0	2.7914
MGH54_P17_D05	NA	black	0	0	3.0895
MGH54_P17_D06	NA	black	0	0	0
MGH54_P17_D07	NA	black	0	0	0.11103
MGH54_P17_D09	NA	black	0	0	0
MGH54_P17_D10	NA	black	0	0	0
MGH54_P17_D12	-2.17661329096	black	0	4.3849	0.13356
MGH54_P17_E01	NA	black	0	0	2.1067
MGH54_P17_E02	NA	black	0	0	0
MGH54_P17_E03	NA	black	0	0	0
MGH54_P17_E04	NA	black	0	0	0
MGH54_P17_E05	NA	black	0	0	0.12433
MGH54_P17_E06	NA	black	0	0	0
MGH54_P17_E07	-2.44457087066	black	0	0.34369	4.8063
MGH54_P17_E08	NA	black	0	0	0
MGH54_P17_E09	NA	black	0	0	2.4857
MGH54_P17_E10	NA	black	0	0	0
MGH54_P17_E11	NA	black	0	0	3.1622
MGH54_P17_E12	NA	black	0	0	0.085425
MGH54_P17_F01	NA	black	0	0	2.2875
MGH54_P17_F02	NA	black	0	0	2.766
MGH54_P17_F03	NA	black	0	0	1.3741
MGH54_P17_F04	NA	black	0	0	0
MGH54_P17_F05	NA	black	0	0	0.20914
MGH54_P17_F07	NA	black	0	0	0
MGH54_P17_F08	NA	black	0	0	3.9984
MGH54_P17_F09	NA	black	0	0	0
MGH54_P17_F10	NA	black	0	0	0.09356
MGH54_P17_F11	NA	black	0	0	0
MGH54_P17_F12	NA	black	0	0	0.070389
MGH54_P17_G01	NA	black	0	0	3.4757
MGH54_P17_G02	-0.0436423963096	green3	2	1.4942	0.8335
MGH54_P17_G03	NA	black	0	0	0
MGH54_P17_G04	NA	black	0	0	1.3668
MGH54_P17_G05	NA	black	0	0	0.12035
MGH54_P17_G06	NA	black	0	0	0
MGH54_P17_G07	NA	black	0	0	2.5003
MGH54_P17_G08	NA	black	0	0	0
MGH54_P17_G09	NA	black	0	0	0
MGH54_P17_G10	NA	black	0	0	0.079975
MGH54_P17_G11	NA	black	0	0	0.14143
MGH54_P17_G12	NA	black	0	0	0.13881
MGH54_P17_H01	NA	black	0	0	0
MGH54_P17_H02	NA	black	0	0	0
MGH54_P17_H05	NA	black	0	0	2.5064
MGH54_P17_H06	NA	black	0	0	0
MGH54_P17_H07	-0.202113144802	green3	2	0.36849	1.3443
MGH54_P17_H08	NA	black	0	0	0
MGH54_P17_H09	NA	black	0	0	0
MGH54_P17_H10	NA	black	0	0	0.24489
MGH54_P17_H11	NA	black	0	0	3.6662
MGH54_P17_H12	NA	black	0	0	0.123
MGH54_P6_A01	NA	black	0	0	0
MGH54_P6_A02	NA	black	0	0	0
MGH54_P6_A03	NA	black	0	0	2.6643
MGH54_P6_A04	NA	black	0	0	2.103
MGH54_P6_A05	NA	black	0	0	2.8225
MGH54_P6_A06	NA	black	0	0	2.8492
MGH54_P6_A07	NA	black	0	0	0.14535
MGH54_P6_A08	0.436460722683	green3	2	2.1702	1.6489
MGH54_P6_A09	NA	black	0	0	0.24975
MGH54_P6_A10	NA	black	0	0	0
MGH54_P6_A11	NA	black	0	0	0.70752
MGH54_P6_A12	NA	black	0	0.46362	0
MGH54_P6_B01	NA	black	0	0	0
MGH54_P6_B02	NA	black	0	0	0.32423
MGH54_P6_B03	NA	black	0	0	0
MGH54_P6_B04	NA	black	0	0	2.7427
MGH54_P6_B05	NA	black	0	0	0
MGH54_P6_B06	NA	black	0	0	0.16993
MGH54_P6_B07	-0.347158330564	green3	2	0.20789	1.4895
MGH54_P6_B08	NA	black	0	0	2.559
MGH54_P6_B09	NA	black	0	0	0.24367
MGH54_P6_B10	NA	black	0	0	0.43403
MGH54_P6_B11	NA	black	0	0	0.15186
MGH54_P6_B12	NA	black	0	0	0
MGH54_P6_C01	NA	black	0	0	0
MGH54_P6_C02	NA	black	0	0	0.94636
MGH54_P6_C03	NA	black	0	0	0.18142
MGH54_P6_C04	NA	black	0	0	0
MGH54_P6_C06	NA	black	0	0	0.29631
MGH54_P6_C07	NA	black	0	0	1.996
MGH54_P6_C08	NA	black	0	0	0
MGH54_P6_C09	NA	black	0	0	1.125
MGH54_P6_C10	0.0891102528526	green3	2	0.99928	0.26303
MGH54_P6_C11	NA	black	0	0	0.56852
MGH54_P6_C12	NA	black	0	0	0
MGH54_P6_D01	NA	black	0	0	0.010064
MGH54_P6_D02	NA	black	0	0	0
MGH54_P6_D03	NA	black	0	0	3.294
MGH54_P6_D04	NA	black	0	0	3.2783
MGH54_P6_D05	NA	black	0	0.29514	0
MGH54_P6_D07	NA	black	0	0	0.11902
MGH54_P6_D08	NA	black	0	0	0.32884
MGH54_P6_D09	NA	black	0	0	0
MGH54_P6_D10	NA	black	0	0	0.12829
MGH54_P6_D11	NA	black	0	0	0.28451
MGH54_P6_D12	NA	black	0	0	0
MGH54_P6_E02	NA	black	0	0	1.4688
MGH54_P6_E03	NA	black	0	0	0
MGH54_P6_E04	NA	black	0	0	1.537
MGH54_P6_E05	NA	black	0	0	2.4407
MGH54_P6_E07	NA	black	0	0	2.2182
MGH54_P6_E08	NA	black	0	0	0
MGH54_P6_E09	NA	black	0	0	2.9588
MGH54_P6_E10	NA	black	0	0	0.14405
MGH54_P6_E11	NA	black	0	0	0
MGH54_P6_E12	NA	black	0	0	0.49774
MGH54_P6_F01	NA	black	0	0	0.65535
MGH54_P6_F02	NA	black	0	0	0
MGH54_P6_F03	NA	black	0	0	0.16607
MGH54_P6_F05	NA	black	0	0	0
MGH54_P6_F06	NA	black	0	0	1.5695
MGH54_P6_F07	NA	black	0	0	2.6756
MGH54_P6_F08	NA	black	0	0	0.24732
MGH54_P6_F09	NA	black	0	1.4563	0
MGH54_P6_F10	NA	black	0	0	0.1003
MGH54_P6_F11	NA	black	0	0	0
MGH54_P6_F12	NA	black	0	0	0
MGH54_P6_G01	NA	black	0	0	0.17249
MGH54_P6_G02	NA	black	0	0	0.46989
MGH54_P6_G03	NA	black	0	2.389	0
MGH54_P6_G04	-0.0113129946246	green3	2	1.121	1.275
MGH54_P6_G06	NA	black	0	0	3.0512
MGH54_P6_G07	NA	black	0	0	0
MGH54_P6_G08	NA	black	0	0	2.6821
MGH54_P6_G09	NA	black	0	0	3.4035
MGH54_P6_G10	NA	black	0	0	0
MGH54_P6_G11	NA	black	0	0	2.9964
MGH54_P6_G12	NA	black	0	0	2.8109
MGH54_P6_H01	NA	black	0	0	0.35727
MGH54_P6_H03	-0.376574954034	green3	2	1.8045	0.21537
MGH54_P6_H05	NA	black	0	0	0.21537
MGH54_P6_H06	NA	black	0	0	0
MGH54_P6_H07	NA	black	0	3.3665	0
MGH54_P6_H08	NA	black	0	0	0
MGH54_P6_H09	NA	black	0	0	0.88206
MGH54_P6_H10	NA	black	0	0	2.9302
MGH54_P6_H11	NA	black	0	0	0.81558
MGH54_P6_H12	NA	black	0	0.75617	0
MGH54_P7_A02	NA	black	0	0	4.5851
MGH54_P7_A03	NA	black	0	0	0.088142
MGH54_P7_A04	NA	black	0	0	2.0542
MGH54_P7_A06	NA	black	0	0	0.069015
MGH54_P7_A07	-1.23202677502	red	1	2.9226	0.07861
MGH54_P7_A08	NA	black	0	0	2.9778
MGH54_P7_A10	NA	black	0	0	0
MGH54_P7_A11	NA	black	0	0	3.6829
MGH54_P7_A12	NA	black	0	0	0.66812
MGH54_P7_B01	NA	black	0	0	0
MGH54_P7_B03	NA	black	0	0	0.14796
MGH54_P7_B04	NA	black	0	0	0
MGH54_P7_B05	NA	black	0	0	0
MGH54_P7_B06	NA	black	0	0	0.23143
MGH54_P7_B07	NA	black	0	0	0
MGH54_P7_B08	NA	black	0	0	0
MGH54_P7_B09	NA	black	0	0	0.10165
MGH54_P7_B10	NA	black	0	0.16736	0
MGH54_P7_B12	NA	black	0	0	0
MGH54_P7_C01	NA	black	0	0	0
MGH54_P7_C03	NA	black	0	0	0.070389
MGH54_P7_C04	NA	black	0	0	0.098958
MGH54_P7_C05	0.136540749224	green3	2	0.93734	0.17121
MGH54_P7_C06	0.640030212548	green3	2	0.16993	0.10299
MGH54_P7_C07	NA	black	0	0	0
MGH54_P7_C08	NA	black	0	0	0
MGH54_P7_C09	NA	black	0	0	0
MGH54_P7_C10	0.676934628207	green3	2	0.14405	0.074505
MGH54_P7_C11	0.594523311767	green3	2	0.18396	0.15575
MGH54_P7_C12	NA	black	0	0	0
MGH54_P7_D01	NA	black	0	0	0.10969
MGH54_P7_D02	NA	black	0	0	0.46989
MGH54_P7_D03	NA	black	0	0	0.22651
MGH54_P7_D04	NA	black	0	0	0.37295
MGH54_P7_D05	NA	black	0	0	0
MGH54_P7_D06	-1.34056322007	red	1	0.20789	2.8564
MGH54_P7_D08	NA	black	0	0	0
MGH54_P7_D11	NA	black	0	0	0
MGH54_P7_D12	NA	black	0	0	0
MGH54_P7_E01	NA	black	0	0	0
MGH54_P7_E02	NA	black	0	0	0.025738
MGH54_P7_E03	NA	black	0	0	0
MGH54_P7_E04	NA	black	0	0	0
MGH54_P7_E05	0.595528377714	green3	2	0.16221	0.17249
MGH54_P7_E06	0.479140390648	green3	2	0.20789	0.30451
MGH54_P7_E08	NA	black	0	0	0
MGH54_P7_E09	0.653087302993	green3	2	0.16736	0.086784
MGH54_P7_E10	NA	black	0	0	0.12168
MGH54_P7_E11	-1.80236435548	red	1	4.0512	0.20038
MGH54_P7_E12	NA	black	0	0	0.10836
MGH54_P7_F01	NA	black	0	0	0.42438
MGH54_P7_F02	NA	black	0	0	0.15445
MGH54_P7_F03	NA	black	0	0	0.11902
MGH54_P7_F04	NA	black	0	0	0
MGH54_P7_F05	NA	black	0	0	0
MGH54_P7_F06	NA	black	0	0	0
MGH54_P7_F08	NA	black	0	0	0.38405
MGH54_P7_F10	NA	black	0	0	0
MGH54_P7_F11	NA	black	0	0	0
MGH54_P7_G01	-1.51521688426	red	1	0.15963	2.9973
MGH54_P7_G02	NA	black	0	0	0
MGH54_P7_G03	NA	black	0	0	0.086784
MGH54_P7_G04	0.435462096808	green3	2	3.1739	1.3561
MGH54_P7_G06	NA	black	0	0	0
MGH54_P7_G07	0.632097104593	green3	2	0.18396	0.10165
MGH54_P7_G08	NA	black	0	0	1.6586
MGH54_P7_G09	NA	black	0	0	0.20539
MGH54_P7_G10	NA	black	0	0	0.1137
MGH54_P7_G11	NA	black	0	0	4.4562
MGH54_P7_H01	NA	black	0	0	0
MGH54_P7_H02	NA	black	0	0	0.1003
MGH54_P7_H04	NA	black	0	2.6841	0
MGH54_P7_H05	NA	black	0	0	0
MGH54_P7_H09	NA	black	0	0	0.33914
MGH54_P7_H10	NA	black	0	0	0
MGH54_P8_A01	NA	black	0	0	0.18396
MGH54_P8_A06	NA	black	0	0	4.2743
MGH54_P8_A07	NA	black	0	0	0.067639
MGH54_P8_A09	0.666006196044	green3	2	0.10165	0.12565
MGH54_P8_A10	0.217729138789	green3	2	0.7866	0.20789
MGH54_P8_A11	NA	black	0	0	0.066261
MGH54_P8_A12	NA	black	0	0	1.3901
MGH54_P8_B01	NA	black	0	0	0.19912
MGH54_P8_B02	NA	black	0	0	0
MGH54_P8_B04	NA	black	0	0	0.073135
MGH54_P8_B08	NA	black	0	0	0
MGH54_P8_B09	NA	black	0	0.10299	0
MGH54_P8_B12	NA	black	0	0	0.041243
MGH54_P8_C02	NA	black	0	0	0
MGH54_P8_C04	NA	black	0	0	0.069015
MGH54_P8_C06	NA	black	0	0	0.13356
MGH54_P8_C07	NA	black	0	0	0.051024
